GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,respop72018
0100000US,,United States,310M400US12680,12680,"United States - Bardstown, KY Micro Area","Bardstown, KY Micro Area",43437,43443,43631,44066,44414,44552,44866,45115,45495,45612,45851
0100000US,,United States,310M400US12740,12740,"United States - Barre, VT Micro Area","Barre, VT Micro Area",59534,59522,59569,59584,59405,59217,58960,58645,58356,58283,58140
0100000US,,United States,310M400US12780,12780,"United States - Bartlesville, OK Micro Area","Bartlesville, OK Micro Area",50976,50977,51065,51359,51631,51653,52006,52106,52036,52016,51843
0100000US,,United States,310M400US12820,12820,"United States - Bastrop, LA Micro Area","Bastrop, LA Micro Area",27979,27979,27872,27478,27378,26940,26655,26309,25910,25687,25398
0100000US,,United States,310M400US12860,12860,"United States - Batavia, NY Micro Area","Batavia, NY Micro Area",60079,59943,59940,59886,59682,59124,58740,58470,58022,57816,57511
0100000US,,United States,310M400US12900,12900,"United States - Batesville, AR Micro Area","Batesville, AR Micro Area",36647,36641,36810,36881,36951,36883,37079,37034,37118,37409,37678
0100000US,,United States,310M400US13060,13060,"United States - Bay City, TX Micro Area","Bay City, TX Micro Area",36702,36702,36708,36684,36553,36518,36501,36775,37076,36811,36552
0100000US,,United States,310M400US13100,13100,"United States - Beatrice, NE Micro Area","Beatrice, NE Micro Area",22311,22311,22269,21906,21651,21766,21555,21706,21608,21615,21493
0100000US,,United States,310M400US13180,13180,"United States - Beaver Dam, WI Micro Area","Beaver Dam, WI Micro Area",88759,88759,88738,88389,88181,87941,88090,87827,87364,87750,87847
0100000US,,United States,310M400US13260,13260,"United States - Bedford, IN Micro Area","Bedford, IN Micro Area",46134,46129,46102,46135,46112,45893,45648,45567,45588,45625,45668
0100000US,,United States,310M400US13300,13300,"United States - Beeville, TX Micro Area","Beeville, TX Micro Area",31861,31861,31863,32311,32483,32812,32846,32612,32809,32599,32587
0100000US,,United States,310M400US13340,13340,"United States - Bellefontaine, OH Micro Area","Bellefontaine, OH Micro Area",45858,45851,45746,45622,45409,45395,45475,45266,45156,45282,45358
0100000US,,United States,310M400US13420,13420,"United States - Bemidji, MN Micro Area","Bemidji, MN Micro Area",44442,44442,44572,45045,45140,45484,45635,45604,46016,46484,46847
0100000US,,United States,310M400US13500,13500,"United States - Bennettsville, SC Micro Area","Bennettsville, SC Micro Area",28933,28935,28917,28549,28231,28054,28018,27574,26962,26702,26398
0100000US,,United States,310M400US13540,13540,"United States - Bennington, VT Micro Area","Bennington, VT Micro Area",37125,37125,37083,36814,36614,36543,36173,36161,35921,35713,35631
0100000US,,United States,310M400US13620,13620,"United States - Berlin, NH-VT Micro Area","Berlin, NH-VT Micro Area",39361,39358,39287,38830,38207,38150,38937,38528,38130,37797,37839
0100000US,,United States,310M400US13660,13660,"United States - Big Rapids, MI Micro Area","Big Rapids, MI Micro Area",42798,42798,42852,43445,43492,43258,43197,43026,43195,43358,43545
0100000US,,United States,310M400US13700,13700,"United States - Big Spring, TX Micro Area","Big Spring, TX Micro Area",36238,36238,36224,36254,36811,37489,37929,38661,38155,37558,37847
0100000US,,United States,310M400US13720,13720,"United States - Big Stone Gap, VA Micro Area","Big Stone Gap, VA Micro Area",61313,61320,61445,61325,60749,60300,59388,58774,57981,57224,56503
0100000US,,United States,310M400US13940,13940,"United States - Blackfoot, ID Micro Area","Blackfoot, ID Micro Area",45607,45605,45767,45894,45514,45431,45229,45066,45318,45904,46236
0100000US,,United States,310M400US14140,14140,"United States - Bluefield, WV-VA Micro Area","Bluefield, WV-VA Micro Area",107342,107333,107464,107291,106690,105934,105148,104028,102721,100947,99986
0100000US,,United States,310M400US14180,14180,"United States - Blytheville, AR Micro Area","Blytheville, AR Micro Area",46480,46480,46394,46024,45550,44697,44250,43715,42879,42073,41239
0100000US,,United States,310M400US14220,14220,"United States - Bogalusa, LA Micro Area","Bogalusa, LA Micro Area",47168,47140,47088,47123,46678,46413,46324,46368,46403,46609,46582
0100000US,,United States,310M400US14300,14300,"United States - Bonham, TX Micro Area","Bonham, TX Micro Area",33915,33910,33919,33876,33597,33513,33598,33500,33919,34572,35286
0100000US,,United States,310M400US14340,14340,"United States - Boone, IA Micro Area","Boone, IA Micro Area",26306,26308,26274,26289,26141,26291,26296,26453,26426,26476,26346
0100000US,,United States,310M400US14380,14380,"United States - Boone, NC Micro Area","Boone, NC Micro Area",51079,51057,50967,51617,52059,52297,52397,53062,54095,55088,55945
0100000US,,United States,310M400US14420,14420,"United States - Borger, TX Micro Area","Borger, TX Micro Area",22150,22249,22212,22021,22021,21924,21921,21810,21562,21362,21198
0100000US,,United States,310M400US14580,14580,"United States - Bozeman, MT Micro Area","Bozeman, MT Micro Area",89513,89513,89651,91364,92565,94793,97508,100866,104738,108656,111876
0100000US,,United States,310M400US14620,14620,"United States - Bradford, PA Micro Area","Bradford, PA Micro Area",43450,43459,43343,43128,43141,42806,42644,42406,41683,41329,40968
0100000US,,United States,310M400US14660,14660,"United States - Brainerd, MN Micro Area","Brainerd, MN Micro Area",91067,91077,91262,91048,91208,91476,91651,91918,92754,93651,94408
0100000US,,United States,310M400US14700,14700,"United States - Branson, MO Micro Area","Branson, MO Micro Area",83877,83885,84148,84772,84801,84923,85267,85518,86065,86783,87601
0100000US,,United States,310M400US14720,14720,"United States - Breckenridge, CO Micro Area","Breckenridge, CO Micro Area",27994,27994,28077,28046,28307,28738,29330,30126,30676,31004,31007
0100000US,,United States,310M400US14780,14780,"United States - Brenham, TX Micro Area","Brenham, TX Micro Area",33718,33695,33703,33955,33928,34201,34404,34833,34736,34897,35108
0100000US,,United States,310M400US14820,14820,"United States - Brevard, NC Micro Area","Brevard, NC Micro Area",33090,33091,33087,32804,32833,32828,32954,33167,33406,33825,34215
0100000US,,United States,310M400US15020,15020,"United States - Brookhaven, MS Micro Area","Brookhaven, MS Micro Area",34869,34870,34901,34870,34848,34728,34739,34524,34373,34320,34205
0100000US,,United States,310M400US15060,15060,"United States - Brookings, OR Micro Area","Brookings, OR Micro Area",22364,22365,22378,22486,22257,22225,22140,22296,22611,22676,22813
0100000US,,United States,310M400US15100,15100,"United States - Brookings, SD Micro Area","Brookings, SD Micro Area",31965,31962,31995,32133,32764,33011,33248,33796,34250,34668,35232
0100000US,,United States,310M400US15140,15140,"United States - Brownsville, TN Micro Area","Brownsville, TN Micro Area",18787,18807,18812,18537,18247,18211,18173,17985,17807,17596,17335
0100000US,,United States,310M400US15220,15220,"United States - Brownwood, TX Micro Area","Brownwood, TX Micro Area",38106,38106,38078,37998,37811,37673,37555,37749,38074,37870,37924
0100000US,,United States,310M400US15340,15340,"United States - Bucyrus, OH Micro Area","Bucyrus, OH Micro Area",43784,43783,43754,43306,42774,42712,42406,42320,42090,41741,41550
0100000US,,United States,310M400US15420,15420,"United States - Burley, ID Micro Area","Burley, ID Micro Area",43021,43019,43162,43316,43426,43760,43866,43951,44148,44493,44689
0100000US,,United States,310M400US15460,15460,"United States - Burlington, IA-IL Micro Area","Burlington, IA-IL Micro Area",47656,47653,47584,47276,47268,47352,47103,46857,46474,46139,45847
0100000US,,United States,310M400US15580,15580,"United States - Butte-Silver Bow, MT Micro Area","Butte-Silver Bow, MT Micro Area",34200,34209,34233,34405,34477,34580,34758,34691,34714,34915,34993
0100000US,,United States,310M400US15620,15620,"United States - Cadillac, MI Micro Area","Cadillac, MI Micro Area",47584,47586,47557,47541,47527,47537,47830,47778,48111,48287,48579
0100000US,,United States,310M400US15660,15660,"United States - Calhoun, GA Micro Area","Calhoun, GA Micro Area",55186,55186,55222,55478,55651,55731,55815,56329,56933,57187,57685
0100000US,,United States,310M400US15700,15700,"United States - Cambridge, MD Micro Area","Cambridge, MD Micro Area",32618,32623,32688,32694,32473,32559,32495,32404,32261,32145,31998
0100000US,,United States,310M400US15740,15740,"United States - Cambridge, OH Micro Area","Cambridge, OH Micro Area",40087,40091,40142,39902,39871,39703,39689,39386,39201,39071,39022
0100000US,,United States,310M400US15780,15780,"United States - Camden, AR Micro Area","Camden, AR Micro Area",31488,31496,31409,30980,30679,30145,29931,29522,29157,29048,28883
0100000US,,United States,310M400US15820,15820,"United States - Campbellsville, KY Micro Area","Campbellsville, KY Micro Area",24512,24500,24664,24985,25071,25162,25362,25583,25442,25562,25549
0100000US,,United States,310M400US15860,15860,"United States - Cañon City, CO Micro Area","Cañon City, CO Micro Area",46824,46824,46835,47379,47060,46310,46133,46267,46982,47607,48021
0100000US,,United States,310M400US15900,15900,"United States - Canton, IL Micro Area","Canton, IL Micro Area",37069,37069,37074,36907,36585,36322,35990,35707,35455,35095,34844
0100000US,,United States,310M400US16100,16100,"United States - Carlsbad-Artesia, NM Micro Area","Carlsbad-Artesia, NM Micro Area",53829,53823,53901,54056,54416,55668,56690,57724,57667,57205,57900
0100000US,,United States,310M400US16140,16140,"United States - Carroll, IA Micro Area","Carroll, IA Micro Area",20816,20816,20823,20857,20655,20542,20498,20419,20377,20273,20154
0100000US,,United States,310M400US16260,16260,"United States - Cedar City, UT Micro Area","Cedar City, UT Micro Area",46163,46163,46263,46615,46644,46527,47045,48120,49692,50822,52775
0100000US,,United States,310M400US16340,16340,"United States - Cedartown, GA Micro Area","Cedartown, GA Micro Area",41475,41479,41530,41262,41086,40959,40866,41233,41625,41910,42470
0100000US,,United States,310M400US16380,16380,"United States - Celina, OH Micro Area","Celina, OH Micro Area",40814,40814,40786,40708,40700,40614,40730,40720,40713,40910,40959
0100000US,,United States,310M400US16420,16420,"United States - Central City, KY Micro Area","Central City, KY Micro Area",31499,31499,31658,31530,31390,31330,31308,31249,31151,30923,30774
0100000US,,United States,310M400US16460,16460,"United States - Centralia, IL Micro Area","Centralia, IL Micro Area",39437,39437,39419,39140,39009,38672,38558,38366,38055,37821,37620
0100000US,,United States,310M400US16500,16500,"United States - Centralia, WA Micro Area","Centralia, WA Micro Area",75455,75457,75505,75660,75435,74967,74858,75419,76622,78230,79604
0100000US,,United States,310M400US16660,16660,"United States - Charleston-Mattoon, IL Micro Area","Charleston-Mattoon, IL Micro Area",64921,64921,64921,64699,64263,63957,63446,63020,62635,62212,61693
0100000US,,United States,310M400US17060,17060,"United States - Chillicothe, OH Micro Area","Chillicothe, OH Micro Area",78064,78078,78102,77573,77339,77276,77093,77050,76862,77320,76931
0100000US,,United States,310M400US17200,17200,"United States - Claremont-Lebanon, NH-VT Micro Area","Claremont-Lebanon, NH-VT Micro Area",218466,218478,218437,218401,217912,217806,217694,216995,217326,217272,217215
0100000US,,United States,310M400US17220,17220,"United States - Clarksburg, WV Micro Area","Clarksburg, WV Micro Area",94196,94197,94346,94484,94371,94452,94251,94168,93879,93362,92822
0100000US,,United States,310M400US17260,17260,"United States - Clarksdale, MS Micro Area","Clarksdale, MS Micro Area",26151,26145,26106,25850,25617,25183,24843,24509,23843,23185,22628
0100000US,,United States,310M400US17340,17340,"United States - Clearlake, CA Micro Area","Clearlake, CA Micro Area",64665,64664,64735,64247,63963,63809,64058,64254,63884,64162,64382
0100000US,,United States,310M400US17380,17380,"United States - Cleveland, MS Micro Area","Cleveland, MS Micro Area",34145,34153,34105,33804,33997,33986,33822,33279,32631,31895,31333
0100000US,,United States,310M400US17500,17500,"United States - Clewiston, FL Micro Area","Clewiston, FL Micro Area",39140,39143,39013,38977,37887,37831,38508,39325,40103,41144,41556
0100000US,,United States,310M400US17540,17540,"United States - Clinton, IA Micro Area","Clinton, IA Micro Area",49116,49117,49097,49093,48698,48279,47894,47550,47228,46902,46518
0100000US,,United States,310M400US17580,17580,"United States - Clovis, NM Micro Area","Clovis, NM Micro Area",48376,48376,48963,49806,50799,50775,51115,50299,50303,49842,49437
0100000US,,United States,310M400US17700,17700,"United States - Coffeyville, KS Micro Area","Coffeyville, KS Micro Area",35471,35468,35353,34781,34475,34449,34095,33426,32820,32388,32120
0100000US,,United States,310M400US17740,17740,"United States - Coldwater, MI Micro Area","Coldwater, MI Micro Area",45248,45248,45180,43923,43795,43587,43731,43653,43490,43423,43622
0100000US,,United States,310M400US18060,18060,"United States - Columbus, MS Micro Area","Columbus, MS Micro Area",59779,59779,59796,59613,59606,59811,59813,59695,59558,59189,58930
0100000US,,United States,310M400US18100,18100,"United States - Columbus, NE Micro Area","Columbus, NE Micro Area",32237,32237,32305,32513,32674,32603,32752,32890,33028,33282,33363
0100000US,,United States,310M400US18180,18180,"United States - Concord, NH Micro Area","Concord, NH Micro Area",146445,146457,146394,146858,147106,147511,148141,148670,149150,150169,151132
0100000US,,United States,310M400US18220,18220,"United States - Connersville, IN Micro Area","Connersville, IN Micro Area",24277,24301,24326,24150,23949,23829,23444,23393,23257,23153,23047
0100000US,,United States,310M400US18260,18260,"United States - Cookeville, TN Micro Area","Cookeville, TN Micro Area",106042,106061,106270,106730,107186,107618,108411,108659,109524,111033,112669
0100000US,,United States,310M400US18300,18300,"United States - Coos Bay, OR Micro Area","Coos Bay, OR Micro Area",63043,63054,63011,62775,62678,62380,62367,62654,63347,63781,64389
0100000US,,United States,310M400US18380,18380,"United States - Cordele, GA Micro Area","Cordele, GA Micro Area",23439,23430,23429,23750,23587,23294,23063,22949,22893,22723,22601
0100000US,,United States,310M400US18420,18420,"United States - Corinth, MS Micro Area","Corinth, MS Micro Area",37057,37060,37106,37275,37203,37278,37250,37273,37249,37203,36925
0100000US,,United States,310M400US18460,18460,"United States - Cornelia, GA Micro Area","Cornelia, GA Micro Area",43041,43036,43064,43045,43393,43177,43583,43804,44123,44547,45388
0100000US,,United States,310M400US18500,18500,"United States - Corning, NY Micro Area","Corning, NY Micro Area",98990,98990,99012,99145,98926,98845,98173,97524,96895,96249,95796
0100000US,,United States,310M400US18620,18620,"United States - Corsicana, TX Micro Area","Corsicana, TX Micro Area",47735,47840,47872,48077,48177,48060,47947,48209,48417,48779,49565
0100000US,,United States,310M400US18660,18660,"United States - Cortland, NY Micro Area","Cortland, NY Micro Area",49336,49294,49283,49378,49027,48907,48743,48296,47919,47836,47823
0100000US,,United States,310M400US18740,18740,"United States - Coshocton, OH Micro Area","Coshocton, OH Micro Area",36901,36898,36936,36926,36820,36722,36529,36578,36616,36516,36629
0100000US,,United States,310M400US18780,18780,"United States - Craig, CO Micro Area","Craig, CO Micro Area",13795,13791,13794,13421,13169,13124,12934,12938,13143,13095,13188
0100000US,,United States,310M400US18820,18820,"United States - Crawfordsville, IN Micro Area","Crawfordsville, IN Micro Area",38124,38121,38097,38332,38173,38135,38144,38242,38249,38397,38346
0100000US,,United States,310M400US18860,18860,"United States - Crescent City, CA Micro Area","Crescent City, CA Micro Area",28610,28610,28568,28442,28189,27817,27198,27246,27422,27428,27828
0100000US,,United States,310M400US18900,18900,"United States - Crossville, TN Micro Area","Crossville, TN Micro Area",56053,56062,56197,56529,56900,57341,57851,58137,58506,59005,59673
0100000US,,United States,310M400US18980,18980,"United States - Cullman, AL Micro Area","Cullman, AL Micro Area",80406,80406,80454,80401,80273,80688,81067,81764,82456,82836,83442
0100000US,,United States,310M400US19000,19000,"United States - Cullowhee, NC Micro Area","Cullowhee, NC Micro Area",40271,40261,40357,40223,40617,40984,40907,41281,42573,43192,43327
0100000US,,United States,310M400US19220,19220,"United States - Danville, KY Micro Area","Danville, KY Micro Area",53174,53173,53389,53515,53427,54074,54239,54105,54309,54456,54744
0100000US,,United States,310M400US19260,19260,"United States - Danville, VA Micro Area","Danville, VA Micro Area",106561,106550,106513,105902,105605,105191,104645,103937,103351,102363,101642
0100000US,,United States,310M400US19420,19420,"United States - Dayton, TN Micro Area","Dayton, TN Micro Area",31809,31800,31854,32076,32332,32491,32558,32372,32425,32742,33044
0100000US,,United States,310M400US19540,19540,"United States - Decatur, IN Micro Area","Decatur, IN Micro Area",34387,34387,34451,34374,34408,34654,34768,34958,35192,35422,35636
0100000US,,United States,310M400US19580,19580,"United States - Defiance, OH Micro Area","Defiance, OH Micro Area",39037,39030,39086,39003,38826,38565,38524,38328,38156,38224,38165
0100000US,,United States,310M400US19620,19620,"United States - Del Rio, TX Micro Area","Del Rio, TX Micro Area",48879,48879,48980,48980,48991,49069,48877,48951,49003,49096,49208
0100000US,,United States,310M400US19700,19700,"United States - Deming, NM Micro Area","Deming, NM Micro Area",25095,25095,25082,25105,24926,24607,24448,24382,24379,24148,23963
0100000US,,United States,310M400US19760,19760,"United States - DeRidder, LA Micro Area","DeRidder, LA Micro Area",35654,35654,35834,36090,36335,36267,36248,36530,36966,36847,37253
0100000US,,United States,310M400US19860,19860,"United States - Dickinson, ND Micro Area","Dickinson, ND Micro Area",24199,24199,24360,25185,26902,28319,30318,31869,30881,30317,30997
0100000US,,United States,310M400US19940,19940,"United States - Dixon, IL Micro Area","Dixon, IL Micro Area",36031,36031,35976,35597,35207,35116,34904,34515,34482,34511,34223
0100000US,,United States,310M400US19980,19980,"United States - Dodge City, KS Micro Area","Dodge City, KS Micro Area",33848,33844,34009,34381,34679,34900,34958,34693,34594,34288,33888
0100000US,,United States,310M400US20060,20060,"United States - Douglas, GA Micro Area","Douglas, GA Micro Area",42356,42354,42735,43004,43135,43092,42899,43000,42929,42885,43093
0100000US,,United States,310M400US20140,20140,"United States - Dublin, GA Micro Area","Dublin, GA Micro Area",58414,58417,58383,57905,57866,57660,57406,57222,56966,57113,57033
0100000US,,United States,310M400US20180,20180,"United States - DuBois, PA Micro Area","DuBois, PA Micro Area",81642,81616,81553,81430,81406,81435,81020,80717,80178,79775,79388
0100000US,,United States,310M400US20300,20300,"United States - Dumas, TX Micro Area","Dumas, TX Micro Area",21904,21904,22007,22076,22438,22158,22006,21825,21810,21878,21485
0100000US,,United States,310M400US20340,20340,"United States - Duncan, OK Micro Area","Duncan, OK Micro Area",45048,45048,45103,45117,44904,45006,44593,44607,44037,43411,43265
0100000US,,United States,310M400US20380,20380,"United States - Dunn, NC Micro Area","Dunn, NC Micro Area",114678,114681,115742,119158,122197,125032,126704,128027,130631,132229,134214
0100000US,,United States,310M400US20420,20420,"United States - Durango, CO Micro Area","Durango, CO Micro Area",51334,51335,51343,51794,52369,53287,53788,54609,55258,55541,56310
0100000US,,United States,310M400US20460,20460,"United States - Durant, OK Micro Area","Durant, OK Micro Area",42416,42416,42583,43137,43451,44118,44495,45041,45607,46460,47192
0100000US,,United States,310M400US20540,20540,"United States - Dyersburg, TN Micro Area","Dyersburg, TN Micro Area",38335,38330,38316,38110,38181,38090,37811,37775,37570,37403,37320
0100000US,,United States,310M400US20580,20580,"United States - Eagle Pass, TX Micro Area","Eagle Pass, TX Micro Area",54258,54258,54448,55292,55808,56593,57197,57806,58134,58227,58485
0100000US,,United States,310M400US20660,20660,"United States - Easton, MD Micro Area","Easton, MD Micro Area",37782,37777,37874,37941,37983,37898,37529,37414,37123,37020,36968
0100000US,,United States,310M400US20780,20780,"United States - Edwards, CO Micro Area","Edwards, CO Micro Area",52197,52196,52104,52072,52366,52857,53323,53896,54579,54992,54993
0100000US,,United States,310M400US20820,20820,"United States - Effingham, IL Micro Area","Effingham, IL Micro Area",34242,34246,34223,34265,34270,34215,34119,34209,34186,34147,34208
0100000US,,United States,310M400US20900,20900,"United States - El Campo, TX Micro Area","El Campo, TX Micro Area",41280,41280,41281,41289,41149,41142,41124,41426,41668,41916,41619
0100000US,,United States,310M400US20980,20980,"United States - El Dorado, AR Micro Area","El Dorado, AR Micro Area",41639,41639,41573,41398,40862,40606,40140,40093,39883,39420,39126
0100000US,,United States,310M400US21020,21020,"United States - Elizabeth City, NC Micro Area","Elizabeth City, NC Micro Area",64094,64094,64119,63780,63967,63300,63255,63158,63241,63497,63771
0100000US,,United States,310M400US21120,21120,"United States - Elk City, OK Micro Area","Elk City, OK Micro Area",22119,22119,22060,22306,23069,23469,23599,23561,22433,21804,21709
0100000US,,United States,310M400US21180,21180,"United States - Elkins, WV Micro Area","Elkins, WV Micro Area",29405,29405,29363,29430,29390,29522,29374,29206,29028,28894,28823
0100000US,,United States,310M400US21220,21220,"United States - Elko, NV Micro Area","Elko, NV Micro Area",50805,50929,51075,51413,52971,54405,54545,53776,54059,54321,54463
0100000US,,United States,310M400US21260,21260,"United States - Ellensburg, WA Micro Area","Ellensburg, WA Micro Area",40915,40909,40989,41549,41624,41830,42597,43092,44913,46157,47364
0100000US,,United States,310M400US21380,21380,"United States - Emporia, KS Micro Area","Emporia, KS Micro Area",33690,33692,33649,33650,33557,33489,33154,33165,33425,33344,33406
0100000US,,United States,310M400US21460,21460,"United States - Enterprise, AL Micro Area","Enterprise, AL Micro Area",49948,49952,50205,50435,51136,50677,50655,50952,51145,51777,51909
0100000US,,United States,310M400US21540,21540,"United States - Escanaba, MI Micro Area","Escanaba, MI Micro Area",37069,37069,37049,36941,36835,36802,36581,36417,36200,35896,35857
0100000US,,United States,310M400US21580,21580,"United States - Española, NM Micro Area","Española, NM Micro Area",40246,40220,40289,40246,40197,40069,39739,39364,39233,39191,39006
0100000US,,United States,310M400US21640,21640,"United States - Eufaula, AL-GA Micro Area","Eufaula, AL-GA Micro Area",29970,29968,29843,29805,29582,29313,29047,28575,28145,27506,27160
0100000US,,United States,310M400US21700,21700,"United States - Eureka-Arcata-Fortuna, CA Micro Area","Eureka-Arcata-Fortuna, CA Micro Area",134623,134611,135000,135215,134560,134407,134514,135114,136314,136527,136373
0100000US,,United States,310M400US21740,21740,"United States - Evanston, WY Micro Area","Evanston, WY Micro Area",21118,21121,21089,20893,20994,20953,20827,20770,20691,20456,20299
0100000US,,United States,310M400US21840,21840,"United States - Fairfield, IA Micro Area","Fairfield, IA Micro Area",16843,16840,16836,17092,17274,17629,17792,17916,18064,18233,18381
0100000US,,United States,310M400US21860,21860,"United States - Fairmont, MN Micro Area","Fairmont, MN Micro Area",20840,20843,20804,20619,20456,20419,20241,20034,19902,19858,19785
0100000US,,United States,310M400US21900,21900,"United States - Fairmont, WV Micro Area","Fairmont, WV Micro Area",56418,56418,56533,56670,56745,56710,56780,56744,56497,56369,56097
0100000US,,United States,310M400US21980,21980,"United States - Fallon, NV Micro Area","Fallon, NV Micro Area",24877,24877,24819,24591,24243,23923,23819,23934,23869,23989,24440
0100000US,,United States,310M400US22060,22060,"United States - Faribault-Northfield, MN Micro Area","Faribault-Northfield, MN Micro Area",64142,64142,64242,64454,64436,64642,64997,65307,65825,66173,66523
0100000US,,United States,310M400US22100,22100,"United States - Farmington, MO Micro Area","Farmington, MO Micro Area",65359,65367,65529,65574,65799,66102,65785,66228,66350,66653,66692
0100000US,,United States,310M400US22260,22260,"United States - Fergus Falls, MN Micro Area","Fergus Falls, MN Micro Area",57303,57303,57294,57278,57221,57498,57488,57544,57865,58251,58812
0100000US,,United States,310M400US22280,22280,"United States - Fernley, NV Micro Area","Fernley, NV Micro Area",51980,51980,52043,51380,50969,51094,51339,51986,52726,53915,55808
0100000US,,United States,310M400US22300,22300,"United States - Findlay, OH Micro Area","Findlay, OH Micro Area",74782,74789,74690,74904,75454,75576,75275,75635,75742,75869,75930
0100000US,,United States,310M400US22340,22340,"United States - Fitzgerald, GA Micro Area","Fitzgerald, GA Micro Area",17634,17637,17623,17566,17580,17429,17430,17334,17216,17001,16787
0100000US,,United States,310M400US22580,22580,"United States - Forest City, NC Micro Area","Forest City, NC Micro Area",67810,67816,67737,67408,67214,66848,66567,66388,66311,66568,66826
0100000US,,United States,310M400US22620,22620,"United States - Forrest City, AR Micro Area","Forrest City, AR Micro Area",28258,28254,28195,27989,27993,27510,27096,26654,26344,25938,25439
0100000US,,United States,310M400US22700,22700,"United States - Fort Dodge, IA Micro Area","Fort Dodge, IA Micro Area",38013,38013,37884,37746,37325,37333,37070,37048,36746,36643,36277
0100000US,,United States,310M400US22780,22780,"United States - Fort Leonard Wood, MO Micro Area","Fort Leonard Wood, MO Micro Area",52274,52274,52850,53264,53452,54062,53532,53169,52393,51846,52014
0100000US,,United States,310M400US22800,22800,"United States - Fort Madison-Keokuk, IA-IL-MO Micro Area","Fort Madison-Keokuk, IA-IL-MO Micro Area",62105,62095,62075,61588,61331,60677,60266,59916,59401,58943,58741
0100000US,,United States,310M400US22820,22820,"United States - Fort Morgan, CO Micro Area","Fort Morgan, CO Micro Area",28159,28159,28243,28453,28257,28236,28120,28237,28143,28228,28558
0100000US,,United States,310M400US22840,22840,"United States - Fort Payne, AL Micro Area","Fort Payne, AL Micro Area",71109,71116,71159,71352,70937,70911,70999,71112,71101,71404,71385
0100000US,,United States,310M400US22860,22860,"United States - Fort Polk South, LA Micro Area","Fort Polk South, LA Micro Area",52334,52334,52714,52238,54088,52787,52793,51415,51449,50519,48860
0100000US,,United States,310M400US23140,23140,"United States - Frankfort, IN Micro Area","Frankfort, IN Micro Area",33224,33219,33221,33032,32890,32773,32471,32381,32198,32207,32250
0100000US,,United States,310M400US23180,23180,"United States - Frankfort, KY Micro Area","Frankfort, KY Micro Area",70706,70730,70723,70874,71161,71234,71603,71987,72459,73022,73478
0100000US,,United States,310M400US23240,23240,"United States - Fredericksburg, TX Micro Area","Fredericksburg, TX Micro Area",24837,24836,24887,25053,25193,25385,25495,25954,26259,26530,26804
0100000US,,United States,310M400US23300,23300,"United States - Freeport, IL Micro Area","Freeport, IL Micro Area",47711,47711,47607,47319,46886,46672,46267,45668,45497,44981,44753
0100000US,,United States,310M400US23340,23340,"United States - Fremont, NE Micro Area","Fremont, NE Micro Area",36691,36685,36672,36927,36587,36498,36616,36560,36655,36794,36791
0100000US,,United States,310M400US23380,23380,"United States - Fremont, OH Micro Area","Fremont, OH Micro Area",60944,60946,60886,60603,60463,60049,59827,59462,59297,59112,58799
0100000US,,United States,310M400US23500,23500,"United States - Gaffney, SC Micro Area","Gaffney, SC Micro Area",55342,55488,55535,55701,55822,56061,56358,56511,56683,56925,57078
0100000US,,United States,310M400US23620,23620,"United States - Gainesville, TX Micro Area","Gainesville, TX Micro Area",38437,38439,38474,38444,38722,38463,38771,39173,39355,39984,40574
0100000US,,United States,310M400US23660,23660,"United States - Galesburg, IL Micro Area","Galesburg, IL Micro Area",52919,52925,52913,52699,52297,52127,51944,51374,50938,50628,50112
0100000US,,United States,310M400US23700,23700,"United States - Gallup, NM Micro Area","Gallup, NM Micro Area",71492,71485,71672,72328,72374,72674,72807,73461,73106,72574,72290
0100000US,,United States,310M400US23780,23780,"United States - Garden City, KS Micro Area","Garden City, KS Micro Area",40753,40767,40955,41077,41098,41009,41087,41144,40865,40793,40554
0100000US,,United States,310M400US23820,23820,"United States - Gardnerville Ranchos, NV Micro Area","Gardnerville Ranchos, NV Micro Area",46997,46997,47034,46969,46911,46938,47382,47424,47848,48018,48467
0100000US,,United States,310M400US23860,23860,"United States - Georgetown, SC Micro Area","Georgetown, SC Micro Area",60158,60328,60347,60188,60258,60501,60850,61483,61604,61841,62249
0100000US,,United States,310M400US23940,23940,"United States - Gillette, WY Micro Area","Gillette, WY Micro Area",46133,46133,46245,46543,47855,48038,48132,49269,48746,46251,46140
0100000US,,United States,310M400US23980,23980,"United States - Glasgow, KY Micro Area","Glasgow, KY Micro Area",52272,52275,52260,52389,52594,52903,53037,53480,53801,53894,54206
0100000US,,United States,310M400US24060,24060,"United States - Glenwood Springs, CO Micro Area","Glenwood Springs, CO Micro Area",73537,73538,73252,73240,74087,74440,74927,75708,76814,77065,77720
0100000US,,United States,310M400US24100,24100,"United States - Gloversville, NY Micro Area","Gloversville, NY Micro Area",55531,55520,55462,55115,54853,54359,53945,53800,53604,53777,53591
0100000US,,United States,310M400US24330,24330,"United States - Grand Rapids, MN Micro Area","Grand Rapids, MN Micro Area",45058,45051,45030,45091,45139,45324,45321,45261,45164,45161,45108
