GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,respop72018
0100000US,,United States,314M400US3108011244,3108011244,"United States - Los Angeles-Long Beach-Anaheim, CA Metro Area - Anaheim-Santa Ana-Irvine, CA Metro Division","Anaheim-Santa Ana-Irvine, CA Metro Division",3010232,3010274,3016559,3050867,3080419,3108009,3130322,3153962,3170707,3179950,3185968
0100000US,,United States,314M400US3108031084,3108031084,"United States - Los Angeles-Long Beach-Anaheim, CA Metro Area - Los Angeles-Long Beach-Glendale, CA Metro Division","Los Angeles-Long Beach-Glendale, CA Metro Division",9818605,9818672,9822433,9876727,9938436,9998105,10048408,10097037,10120540,10118759,10105518
0100000US,,United States,310M400US31140,31140,"United States - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",1235708,1235691,1237635,1244645,1253065,1265071,1272083,1278977,1285181,1292809,1297301
0100000US,,United States,310M400US31180,31180,"United States - Lubbock, TX Metro Area","Lubbock, TX Metro Area",290805,290889,292244,295323,297802,301196,306112,310029,313816,316588,319068
0100000US,,United States,310M400US31340,31340,"United States - Lynchburg, VA Metro Area","Lynchburg, VA Metro Area",252634,252659,252981,254176,255731,256846,257974,259475,260583,261954,263353
0100000US,,United States,310M400US31420,31420,"United States - Macon-Bibb County, GA Metro Area","Macon-Bibb County, GA Metro Area",232293,232287,232227,232682,232771,231264,230482,229849,229231,229081,229737
0100000US,,United States,310M400US31460,31460,"United States - Madera, CA Metro Area","Madera, CA Metro Area",150865,150841,151006,151702,151594,151470,153590,153739,154160,155904,157672
0100000US,,United States,310M400US31540,31540,"United States - Madison, WI Metro Area","Madison, WI Metro Area",605435,605449,606603,613078,619693,626853,633417,640028,647958,654577,660422
0100000US,,United States,310M400US31700,31700,"United States - Manchester-Nashua, NH Metro Area","Manchester-Nashua, NH Metro Area",400721,400699,401049,402492,404106,405065,407071,408811,411150,413157,415247
0100000US,,United States,310M400US31740,31740,"United States - Manhattan, KS Metro Area","Manhattan, KS Metro Area",92719,92740,93281,95443,99827,99509,99223,100275,98775,97954,97980
0100000US,,United States,310M400US31860,31860,"United States - Mankato-North Mankato, MN Metro Area","Mankato-North Mankato, MN Metro Area",96740,96742,96845,97311,97986,97715,98668,99190,100075,100945,101647
0100000US,,United States,310M400US31900,31900,"United States - Mansfield, OH Metro Area","Mansfield, OH Metro Area",124475,124474,124159,123128,122622,122310,121994,121702,121280,120543,121099
0100000US,,United States,310M400US32580,32580,"United States - McAllen-Edinburg-Mission, TX Metro Area","McAllen-Edinburg-Mission, TX Metro Area",774769,774768,779213,795741,808835,819374,830824,841061,850798,858323,865939
0100000US,,United States,310M400US32780,32780,"United States - Medford, OR Metro Area","Medford, OR Metro Area",203206,203205,203343,204738,205860,207173,209226,211432,214353,216761,219564
0100000US,,United States,310M400US32820,32820,"United States - Memphis, TN-MS-AR Metro Area","Memphis, TN-MS-AR Metro Area",1324829,1324829,1326188,1332647,1340380,1341457,1342777,1343842,1345143,1347576,1350620
0100000US,,United States,310M400US32900,32900,"United States - Merced, CA Metro Area","Merced, CA Metro Area",255793,255796,256732,259333,260971,262198,264649,266651,267971,271340,274765
0100000US,,United States,310M400US33100,33100,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,5566294,5583547,5693531,5771731,5849411,5921030,5998284,6086935,6149687,6198782
0100000US,,United States,314M400US3310022744,3310022744,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area - Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metro Division","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metro Division",1748066,1748146,1752834,1786955,1814489,1837055,1861602,1885443,1912977,1934471,1951260
0100000US,,United States,314M400US3310033124,3310033124,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area - Miami-Miami Beach-Kendall, FL Metro Division","Miami-Miami Beach-Kendall, FL Metro Division",2496435,2498013,2507065,2569856,2602184,2635640,2660389,2688156,2722574,2744878,2761581
0100000US,,United States,314M400US3310048424,3310048424,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area - West Palm Beach-Boca Raton-Delray Beach, FL Metro Division","West Palm Beach-Boca Raton-Delray Beach, FL Metro Division",1320134,1320135,1323648,1336720,1355058,1376716,1399039,1424685,1451384,1470338,1485941
0100000US,,United States,310M400US33140,33140,"United States - Michigan City-La Porte, IN Metro Area","Michigan City-La Porte, IN Metro Area",111467,111463,111455,111299,111296,111421,111737,110853,110254,109911,110007
0100000US,,United States,310M400US33220,33220,"United States - Midland, MI Metro Area","Midland, MI Metro Area",83629,83626,83658,83800,83715,83645,83479,83626,83384,83245,83209
0100000US,,United States,310M400US33260,33260,"United States - Midland, TX Metro Area","Midland, TX Metro Area",141671,141671,141794,145112,152337,157667,162249,168012,169500,170948,178331
0100000US,,United States,310M400US33340,33340,"United States - Milwaukee-Waukesha-West Allis, WI Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1555954,1556684,1561175,1567241,1571822,1575157,1576781,1576331,1575151,1576113
0100000US,,United States,310M400US33460,33460,"United States - Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3348862,3355273,3388292,3421051,3456095,3491584,3519501,3554690,3592669,3629190
0100000US,,United States,310M400US33540,33540,"United States - Missoula, MT Metro Area","Missoula, MT Metro Area",109299,109296,109466,110231,111035,111889,112793,114114,116352,117863,118791
0100000US,,United States,310M400US33660,33660,"United States - Mobile, AL Metro Area","Mobile, AL Metro Area",412992,413145,413319,413242,413922,414210,414590,414935,415499,414515,413757
0100000US,,United States,310M400US33700,33700,"United States - Modesto, CA Metro Area","Modesto, CA Metro Area",514453,514451,515165,517614,520594,523722,528346,533534,539542,545267,549815
0100000US,,United States,310M400US33740,33740,"United States - Monroe, LA Metro Area","Monroe, LA Metro Area",176441,176505,176799,177388,177760,178505,178912,179369,179453,178211,176805
0100000US,,United States,310M400US33780,33780,"United States - Monroe, MI Metro Area","Monroe, MI Metro Area",152021,152024,151931,151475,150791,150135,149852,149386,149227,149592,150439
0100000US,,United States,310M400US33860,33860,"United States - Montgomery, AL Metro Area","Montgomery, AL Metro Area",374536,374541,375130,375524,374866,374120,373488,373359,373830,374042,373225
0100000US,,United States,310M400US34060,34060,"United States - Morgantown, WV Metro Area","Morgantown, WV Metro Area",129709,129710,130313,132672,134817,135956,137404,138550,139495,139739,140259
0100000US,,United States,310M400US34100,34100,"United States - Morristown, TN Metro Area","Morristown, TN Metro Area",113951,114199,114221,114732,114941,115167,115367,116356,116787,117843,118581
0100000US,,United States,310M400US34580,34580,"United States - Mount Vernon-Anacortes, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",116901,116893,116954,117579,117721,118277,119992,121604,123709,126026,128206
0100000US,,United States,310M400US34620,34620,"United States - Muncie, IN Metro Area","Muncie, IN Metro Area",117671,117664,117652,117878,117007,116817,116476,115765,115676,115389,114772
0100000US,,United States,310M400US34740,34740,"United States - Muskegon, MI Metro Area","Muskegon, MI Metro Area",172188,172194,171911,170004,170144,172268,172266,172462,173242,173656,173588
0100000US,,United States,310M400US34820,34820,"United States - Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,376555,378322,385542,393219,403653,416016,431167,447414,463386,480891
0100000US,,United States,310M400US34900,34900,"United States - Napa, CA Metro Area","Napa, CA Metro Area",136484,136578,136808,137750,138625,139706,140567,141096,141185,140386,139417
0100000US,,United States,310M400US34940,34940,"United States - Naples-Immokalee-Marco Island, FL Metro Area","Naples-Immokalee-Marco Island, FL Metro Area",321520,321521,322595,327632,332277,339065,347326,356107,365345,372345,378488
0100000US,,United States,310M400US34980,34980,"United States - Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1670876,1675475,1698280,1726925,1758982,1792933,1829347,1866873,1900584,1930961
0100000US,,United States,310M400US35100,35100,"United States - New Bern, NC Metro Area","New Bern, NC Metro Area",126802,126813,127429,128133,128413,127190,126803,125434,125131,125010,125219
0100000US,,United States,310M400US35300,35300,"United States - New Haven-Milford, CT Metro Area","New Haven-Milford, CT Metro Area",862477,862456,863382,863827,864589,862889,862996,860292,857991,857794,857620
0100000US,,United States,310M400US35380,35380,"United States - New Orleans-Metairie, LA Metro Area","New Orleans-Metairie, LA Metro Area",1189866,1189889,1195320,1213891,1226858,1239607,1248964,1260452,1267894,1270465,1270399
0100000US,,United States,310M400US35620,35620,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,19566527,19594977,19724708,19822685,19901696,19957669,19999935,20016916,19998951,19979477
0100000US,,United States,314M400US3562020524,3562020524,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - Dutchess County-Putnam County, NY Metro Division","Dutchess County-Putnam County, NY Metro Division",397198,397112,397392,397934,396673,395856,394605,393327,391861,392416,392610
0100000US,,United States,314M400US3562035004,3562035004,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - Nassau County-Suffolk County, NY Metro Division","Nassau County-Suffolk County, NY Metro Division",2832882,2833032,2836072,2845014,2846760,2849888,2850786,2847597,2843267,2841235,2839436
0100000US,,United States,314M400US3562035084,3562035084,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - Newark, NJ-PA Metro Division","Newark, NJ-PA Metro Division",2471171,2469811,2471822,2479020,2481116,2486267,2487665,2488727,2491626,2497442,2504672
0100000US,,United States,314M400US3562035614,3562035614,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area - New York-Jersey City-White Plains, NY-NJ Metro Division","New York-Jersey City-White Plains, NY-NJ Metro Division",13866159,13866572,13889691,14002740,14098136,14169685,14224613,14270284,14290162,14267858,14242759
0100000US,,United States,310M400US35660,35660,"United States - Niles-Benton Harbor, MI Metro Area","Niles-Benton Harbor, MI Metro Area",156813,156811,156742,156875,156626,156138,155989,155071,154473,154362,154141
0100000US,,United States,310M400US35840,35840,"United States - North Port-Sarasota-Bradenton, FL Metro Area","North Port-Sarasota-Bradenton, FL Metro Area",702281,702314,703364,709772,720351,731930,747417,767429,788429,805139,821573
0100000US,,United States,310M400US35980,35980,"United States - Norwich-New London, CT Metro Area","Norwich-New London, CT Metro Area",274055,274068,273998,273013,274085,272981,271465,269717,268612,267826,266784
0100000US,,United States,310M400US36100,36100,"United States - Ocala, FL Metro Area","Ocala, FL Metro Area",331298,331299,331340,332275,333900,335117,338057,342335,347767,353717,359977
0100000US,,United States,310M400US36140,36140,"United States - Ocean City, NJ Metro Area","Ocean City, NJ Metro Area",97265,97261,97221,96490,96230,95506,94923,94180,93679,93184,92560
0100000US,,United States,310M400US36220,36220,"United States - Odessa, TX Metro Area","Odessa, TX Metro Area",137130,137136,137083,139645,144524,149714,154674,159933,157805,157173,162124
0100000US,,United States,310M400US36260,36260,"United States - Ogden-Clearfield, UT Metro Area","Ogden-Clearfield, UT Metro Area",597159,597162,599737,605555,612205,621281,630873,640517,652672,664589,675067
0100000US,,United States,310M400US36420,36420,"United States - Oklahoma City, OK Metro Area","Oklahoma City, OK Metro Area",1252987,1252990,1257797,1277284,1298476,1320817,1336940,1358012,1374153,1383249,1396445
0100000US,,United States,310M400US36500,36500,"United States - Olympia-Tumwater, WA Metro Area","Olympia-Tumwater, WA Metro Area",252264,252260,252996,256321,258489,261791,264975,268014,273721,280289,286419
0100000US,,United States,310M400US36540,36540,"United States - Omaha-Council Bluffs, NE-IA Metro Area","Omaha-Council Bluffs, NE-IA Metro Area",865350,865347,867673,875954,884563,893935,903462,913201,923386,932217,942198
0100000US,,United States,310M400US36740,36740,"United States - Orlando-Kissimmee-Sanford, FL Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area",2134411,2134402,2139199,2175958,2225779,2270479,2324886,2387554,2452986,2512917,2572962
0100000US,,United States,310M400US36780,36780,"United States - Oshkosh-Neenah, WI Metro Area","Oshkosh-Neenah, WI Metro Area",166994,166996,167069,167473,168507,169279,169330,169270,169637,170375,171020
0100000US,,United States,310M400US36980,36980,"United States - Owensboro, KY Metro Area","Owensboro, KY Metro Area",114752,114748,114772,115280,116026,116433,116591,117565,118122,118543,119114
0100000US,,United States,310M400US37100,37100,"United States - Oxnard-Thousand Oaks-Ventura, CA Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,823393,825130,830196,833801,838601,842946,846922,848921,850802,850967
0100000US,,United States,310M400US37340,37340,"United States - Palm Bay-Melbourne-Titusville, FL Metro Area","Palm Bay-Melbourne-Titusville, FL Metro Area",543376,543372,543972,544319,546978,550290,555598,565992,577338,588265,596849
0100000US,,United States,310M400US37460,37460,"United States - Panama City, FL Metro Area","Panama City, FL Metro Area",184715,184713,185028,185299,187516,190487,194305,197315,199445,200168,201451
0100000US,,United States,310M400US37620,37620,"United States - Parkersburg-Vienna, WV Metro Area","Parkersburg-Vienna, WV Metro Area",92673,92668,92696,92630,92379,92353,92256,92131,91466,90873,90033
0100000US,,United States,310M400US37860,37860,"United States - Pensacola-Ferry Pass-Brent, FL Metro Area","Pensacola-Ferry Pass-Brent, FL Metro Area",448991,448991,450947,455079,461586,467066,470620,475563,481429,487327,494883
0100000US,,United States,310M400US37900,37900,"United States - Peoria, IL Metro Area","Peoria, IL Metro Area",379186,379182,378976,379748,380277,381776,379516,377165,375269,371810,368373
0100000US,,United States,310M400US37980,37980,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5965343,5965705,5970948,5995769,6016657,6030541,6047106,6057621,6067691,6078451,6096372
0100000US,,United States,314M400US3798015804,3798015804,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Camden, NJ Metro Division","Camden, NJ Metro Division",1250679,1251019,1251544,1252353,1251913,1248698,1247308,1245530,1243830,1242389,1243870
0100000US,,United States,314M400US3798033874,3798033874,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Montgomery County-Bucks County-Chester County, PA Metro Division","Montgomery County-Bucks County-Chester County, PA Metro Division",1924009,1924271,1926236,1934573,1940167,1946881,1954066,1957876,1962822,1970524,1978845
0100000US,,United States,314M400US3798037964,3798037964,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Philadelphia, PA Metro Division","Philadelphia, PA Metro Division",2084985,2084768,2087275,2099550,2112553,2119899,2128352,2134419,2139880,2143708,2148889
0100000US,,United States,314M400US3798048864,3798048864,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area - Wilmington, DE-MD-NJ Metro Division","Wilmington, DE-MD-NJ Metro Division",705670,705647,705893,709293,712024,715063,717380,719796,721159,721830,724768
0100000US,,United States,310M400US38060,38060,"United States - Phoenix-Mesa-Scottsdale, AZ Metro Area","Phoenix-Mesa-Scottsdale, AZ Metro Area",4192887,4193127,4204738,4253825,4331053,4404675,4491423,4581122,4675966,4761694,4857962
0100000US,,United States,310M400US38220,38220,"United States - Pine Bluff, AR Metro Area","Pine Bluff, AR Metro Area",100258,100290,100107,99044,97431,95779,94897,94018,92373,90923,89515
0100000US,,United States,310M400US38300,38300,"United States - Pittsburgh, PA Metro Area","Pittsburgh, PA Metro Area",2356285,2356302,2357086,2360160,2360331,2359764,2356201,2347907,2340576,2330283,2324743
0100000US,,United States,310M400US38340,38340,"United States - Pittsfield, MA Metro Area","Pittsfield, MA Metro Area",131219,131275,131319,130531,130268,129473,128845,127857,127106,126485,126348
0100000US,,United States,310M400US38540,38540,"United States - Pocatello, ID Metro Area","Pocatello, ID Metro Area",82839,82842,83019,83628,83744,83449,83534,84216,84794,85641,87138
0100000US,,United States,310M400US38860,38860,"United States - Portland-South Portland, ME Metro Area","Portland-South Portland, ME Metro Area",514098,514104,513904,516004,517611,520030,524052,525926,528941,532280,535420
0100000US,,United States,310M400US38900,38900,"United States - Portland-Vancouver-Hillsboro, OR-WA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2225996,2232205,2262637,2288535,2311294,2344562,2382370,2427459,2456462,2478810
0100000US,,United States,310M400US38940,38940,"United States - Port St. Lucie, FL Metro Area","Port St. Lucie, FL Metro Area",424107,424107,425186,428285,431957,436514,443299,453066,464263,473192,482040
0100000US,,United States,310M400US39140,39140,"United States - Prescott, AZ Metro Area","Prescott, AZ Metro Area",211033,211014,210983,211023,211977,214426,217739,220845,224591,228055,231993
0100000US,,United States,310M400US39300,39300,"United States - Providence-Warwick, RI-MA Metro Area","Providence-Warwick, RI-MA Metro Area",1600852,1601211,1603115,1602828,1605752,1607576,1611223,1613051,1614911,1617057,1621337
0100000US,,United States,310M400US39340,39340,"United States - Provo-Orem, UT Metro Area","Provo-Orem, UT Metro Area",526810,526885,530257,540969,549998,561594,571160,583191,601067,617751,633768
0100000US,,United States,310M400US39380,39380,"United States - Pueblo, CO Metro Area","Pueblo, CO Metro Area",159063,159063,159466,160248,160810,161145,161480,163111,164877,166426,167529
0100000US,,United States,310M400US39460,39460,"United States - Punta Gorda, FL Metro Area","Punta Gorda, FL Metro Area",159978,159964,159867,159851,162749,164694,168075,172437,177722,181537,184998
0100000US,,United States,310M400US39540,39540,"United States - Racine, WI Metro Area","Racine, WI Metro Area",195408,195428,195405,194892,194608,194703,194833,194710,194913,195949,196584
0100000US,,United States,310M400US39580,39580,"United States - Raleigh, NC Metro Area","Raleigh, NC Metro Area",1130490,1130488,1137381,1162096,1187686,1213328,1241236,1271196,1303845,1334342,1362540
0100000US,,United States,310M400US39660,39660,"United States - Rapid City, SD Metro Area","Rapid City, SD Metro Area",134598,134618,135002,136234,138384,140719,142658,143284,144897,146869,148749
0100000US,,United States,310M400US39740,39740,"United States - Reading, PA Metro Area","Reading, PA Metro Area",411442,411556,412025,412966,413515,413935,414593,415193,415748,417524,420152
0100000US,,United States,310M400US39820,39820,"United States - Redding, CA Metro Area","Redding, CA Metro Area",177223,177221,177277,177572,177868,178401,178905,178361,178581,179539,180040
0100000US,,United States,310M400US39900,39900,"United States - Reno, NV Metro Area","Reno, NV Metro Area",425417,425439,425956,427906,431291,435018,440296,446606,454134,461336,469764
0100000US,,United States,310M400US40060,40060,"United States - Richmond, VA Metro Area","Richmond, VA Metro Area",1208101,1208089,1209896,1218638,1232938,1244814,1257769,1269483,1281314,1292911,1306172
0100000US,,United States,310M400US40140,40140,"United States - Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4224966,4242562,4295341,4336162,4371914,4418731,4465232,4516744,4570427,4622361
0100000US,,United States,310M400US40220,40220,"United States - Roanoke, VA Metro Area","Roanoke, VA Metro Area",308707,308669,308593,309106,310542,311879,312762,313205,312828,313488,314172
0100000US,,United States,310M400US40340,40340,"United States - Rochester, MN Metro Area","Rochester, MN Metro Area",206877,206882,207217,208450,209539,211505,212664,213859,216019,217828,219802
0100000US,,United States,310M400US40380,40380,"United States - Rochester, NY Metro Area","Rochester, NY Metro Area",1079671,1079697,1079966,1081465,1081491,1081766,1080149,1076800,1073713,1071589,1071082
0100000US,,United States,310M400US40420,40420,"United States - Rockford, IL Metro Area","Rockford, IL Metro Area",349431,349431,349191,347766,345862,344761,342515,340828,339648,338252,337658
0100000US,,United States,310M400US40580,40580,"United States - Rocky Mount, NC Metro Area","Rocky Mount, NC Metro Area",152392,152375,152415,151788,150867,149863,149091,147549,147245,146769,146021
0100000US,,United States,310M400US40660,40660,"United States - Rome, GA Metro Area","Rome, GA Metro Area",96317,96314,96423,96153,95934,95885,95890,96200,96675,97427,97927
0100000US,,United States,310M400US40900,40900,"United States - Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149151,2153656,2172928,2190556,2211060,2236623,2264065,2292410,2320381,2345210
0100000US,,United States,310M400US40980,40980,"United States - Saginaw, MI Metro Area","Saginaw, MI Metro Area",200169,200169,199862,198883,198354,196798,195254,193314,192525,191996,190800
0100000US,,United States,310M400US41060,41060,"United States - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",189093,189093,189218,190075,190555,191550,193113,195302,196666,198106,199801
0100000US,,United States,310M400US41100,41100,"United States - St. George, UT Metro Area","St. George, UT Metro Area",138115,138115,138392,141245,144146,147004,151109,154680,159337,165859,171700
0100000US,,United States,310M400US41140,41140,"United States - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",127329,127327,127281,127692,127907,127642,127262,126807,126736,126598,126490
0100000US,,United States,310M400US41180,41180,"United States - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",2787701,2787752,2789979,2794881,2796568,2799459,2803516,2807498,2805437,2805850,2805465
0100000US,,United States,310M400US41420,41420,"United States - Salem, OR Metro Area","Salem, OR Metro Area",390738,390750,391496,393980,396138,398141,402269,408278,417284,424968,432102
0100000US,,United States,310M400US41500,41500,"United States - Salinas, CA Metro Area","Salinas, CA Metro Area",415057,415061,416396,420542,425000,427054,428980,431241,434767,435477,435594
0100000US,,United States,310M400US41540,41540,"United States - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",373802,373760,374826,378158,381209,384586,388804,393535,398682,404067,409979
0100000US,,United States,310M400US41620,41620,"United States - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",1087873,1087808,1091480,1106739,1123809,1140176,1151703,1165246,1185219,1205238,1222540
0100000US,,United States,310M400US41660,41660,"United States - San Angelo, TX Metro Area","San Angelo, TX Metro Area",111823,111825,112285,113332,114873,116286,117901,119044,119187,119200,119711
0100000US,,United States,310M400US41700,41700,"United States - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142521,2153038,2193881,2237358,2280585,2329756,2380630,2428326,2474274,2518036
0100000US,,United States,310M400US41740,41740,"United States - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095349,3103306,3137372,3175201,3211248,3250993,3284061,3310280,3325468,3343364
0100000US,,United States,310M400US41860,41860,"United States - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335587,4343782,4395894,4456395,4521312,4587253,4649539,4689132,4710693,4729484
0100000US,,United States,314M400US4186036084,4186036084,"United States - San Francisco-Oakland-Hayward, CA Metro Area - Oakland-Hayward-Berkeley, CA Metro Division","Oakland-Hayward-Berkeley, CA Metro Division",2559296,2559462,2565602,2596450,2631869,2674005,2718032,2759240,2787500,2802994,2816968
0100000US,,United States,314M400US4186041884,4186041884,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Francisco-Redwood City-South San Francisco, CA Metro Division","San Francisco-Redwood City-South San Francisco, CA Metro Division",1523686,1523702,1525275,1544081,1568454,1588854,1608786,1629283,1640999,1647974,1652850
0100000US,,United States,314M400US4186042034,4186042034,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Rafael, CA Metro Division","San Rafael, CA Metro Division",252409,252423,252905,255363,256072,258453,260435,261016,260633,259725,259666
0100000US,,United States,310M400US41940,41940,"United States - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836937,1841596,1868148,1894984,1924569,1950851,1975724,1988816,1993582,1999107
0100000US,,United States,310M400US42020,42020,"United States - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269597,269805,271050,274184,275751,278296,280171,281958,282838,284010
0100000US,,United States,310M400US42100,42100,"United States - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262356,263167,264882,266416,268940,271035,273730,274702,275105,274255
0100000US,,United States,310M400US42140,42140,"United States - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144227,144528,145837,146722,147487,147819,148206,148888,149617,150056
0100000US,,United States,310M400US42200,42200,"United States - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423947,424235,425481,429825,434823,439358,442522,444675,445606,446527
0100000US,,United States,310M400US42220,42220,"United States - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483868,484776,487423,490071,494243,498803,501346,503249,503246,499942
0100000US,,United States,310M400US42340,42340,"United States - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347598,348635,355547,361723,365094,371283,377837,383161,386337,389494
0100000US,,United States,310M400US42540,42540,"United States - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563617,563757,563635,563697,561516,560175,557690,555633,555645,555485
0100000US,,United States,310M400US42660,42660,"United States - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439805,3449275,3499104,3554484,3610838,3672067,3738316,3814369,3884469,3939363
0100000US,,United States,314M400US4266042644,4266042644,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Seattle-Bellevue-Everett, WA Metro Division","Seattle-Bellevue-Everett, WA Metro Division",2644584,2644588,2653882,2696128,2743475,2791779,2843147,2896610,2954297,3007268,3048064
0100000US,,United States,314M400US4266045104,4266045104,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Tacoma-Lakewood, WA Metro Division","Tacoma-Lakewood, WA Metro Division",795225,795217,795393,802976,811009,819059,828920,841706,860072,877201,891299
0100000US,,United States,310M400US42680,42680,"United States - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138272,139100,140485,141913,144469,147478,151248,154314,157413
0100000US,,United States,310M400US42700,42700,"United States - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98634,98477,98222,98088,98606,100222,102191,104060,105424
0100000US,,United States,310M400US43100,43100,"United States - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115510,115521,115197,114767,114704,114998,115239,115099,115235,115456
0100000US,,United States,310M400US43300,43300,"United States - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120875,121030,121417,121854,122371,123615,125647,128331,131214,133991
0100000US,,United States,310M400US43340,43340,"United States - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441133,445089,448329,446890,444829,444104,441793,439631,436341
0100000US,,United States,310M400US43420,43420,"United States - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131357,131822,133111,132026,129608,127352,126502,125782,124990,126770
0100000US,,United States,310M400US43580,43580,"United States - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168873,168969,168552,168565,168531,168643,168947,168218,169045
0100000US,,United States,310M400US43620,43620,"United States - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228262,229098,232128,237027,241777,246146,250053,254820,260521,265653
0100000US,,United States,310M400US43780,43780,"United States - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319213,319054,318893,318296,318565,319315,319543,320772,321447,322424
0100000US,,United States,310M400US43900,43900,"United States - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313289,313677,314768,316415,318481,320994,324316,328459,334130,341298
