,Unnamed: 0_x,address,city,country_left,event_date,event_name,genre,is_presale,latitude_left,longitude_left,max_tickets,num_markets,onsale_date,postalCode,price_max,price_min,sold_out,state,subgenre,url,venue_name_left,Unnamed: 0_y,Venue,City,Capacity,popularity_sk,headliner,support,event_time,id_y,street,zip,metro_area,country_right,city_name
36112,78,500 David J Stern Walk,Sacramento,US,2019-11-23 04:00:00+00:00,Eric Church: Double Down Tour,Country,1,38.580372,-121.500231,,1.0,2019-03-22 17:00:00+00:00,95814,,,1.0,CA,Country,https://www.ticketmaster.com/eric-church-double-down-tour-sacramento-california-11-22-2019/event/1C00566D88592418,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12428199999999999,Eric Church,,2019-11-23 20:00:00-08:00,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
17548,171,500 David J Stern Walk,Sacramento,US,2019-09-08 03:00:00+00:00,Dave Matthews Band,Rock,1,38.580372,-121.500231,,1.0,2019-02-22 18:00:00+00:00,95814,106.1,43.72,0.0,CA,Alternative Rock,https://www.ticketmaster.com/dave-matthews-band-sacramento-california-09-07-2019/event/1C0055939C3536C5,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.363619,Twenty One Pilots,,2019-11-03 20:00:00-08:00,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
32360,167,500 David J Stern Walk,Sacramento,US,2019-09-20 03:00:00+00:00,Post Malone - Runaway Tour,Hip-Hop/Rap,1,38.580372,-121.500231,8,1.0,2019-07-19 17:00:00+00:00,95814,499.91,49.91,0.0,CA,French Rap,https://www.ticketmaster.com/post-malone-runaway-tour-sacramento-california-09-19-2019/event/1C0056EB847528B7,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.363619,Twenty One Pilots,,2019-11-03 20:00:00-08:00,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
34041,71,500 David J Stern Walk,Sacramento,US,2019-09-20 03:00:00+00:00,Post Malone - Runaway Tour,Hip-Hop/Rap,1,38.580372,-121.500231,8,1.0,2019-07-19 17:00:00+00:00,95814,499.91,49.91,0.0,CA,French Rap,https://www.ticketmaster.com/post-malone-runaway-tour-sacramento-california-09-19-2019/event/1C0056EB847528B7,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.363619,Twenty One Pilots,,2019-11-03 20:00:00-08:00,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
348902,97,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-19 00:00:00+00:00,Crown Royal Club Seats: CAKE and Ben Folds,Rock,0,30.13310378,-97.64039993,,2.0,2019-05-13 20:00:00+00:00,78617,250.0,125.0,0.0,TX,Alternative Rock,https://www.ticketmaster.com/crown-royal-club-seats-cake-and-austin-texas-09-18-2019/event/3A0056ADC35C2F3D,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.08081,Chevelle,,2019-09-09 19:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
347131,153,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-19 00:00:00+00:00,CAKE and Ben Folds,Rock,1,30.13310378,-97.64039993,,2.0,2019-04-19 15:00:00+00:00,78617,70.0,45.0,0.0,TX,Alternative Rock,https://www.ticketmaster.com/cake-and-ben-folds-austin-texas-09-18-2019/event/3A005688D8A68AB3,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.08081,Chevelle,,2019-09-09 19:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
36760,98,500 David J Stern Walk,Sacramento,US,2020-07-18 02:30:00+00:00,Ozzy Osbourne: No More Tours 2,Metal,1,38.580372,-121.500231,,1.0,2018-11-09 18:00:00+00:00,95814,246.41,31.41,0.0,CA,Nu-Metal,https://www.ticketmaster.com/ozzy-osbourne-no-more-tours-2-sacramento-california-07-17-2020/event/1C005561AC2C6EC3,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.666628,Chris Brown,Ty Dolla $ign,2019-10-12 18:30:00-07:00,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
10561,44,4900 Marie P. DeBartolo Way,Santa Clara,US,2019-08-19 02:30:00+00:00,The Rolling Stones: 2019 No Filter Tour,Rock,1,37.40367671,-121.97034311,8,1.0,2018-11-30 18:00:00+00:00,95054,1599.0,25.5,0.0,CA,Pop,https://www.ticketmaster.com/the-rolling-stones-2019-no-filter-santa-clara-california-08-18-2019/event/1C005568659E17CE,Levi's Stadium,90.0,Levi's Stadium,Santa Clara,"68,500[16]",0.48186,The Rolling Stones,Vista Kicks,2019-08-18 19:30:00-07:00,2790068,4900 Marie P. DeBartolo Way,95054,SF Bay Area,US,Santa Clara
37794,113,500 David J Stern Walk,Sacramento,US,2019-12-02 03:00:00+00:00,The Chainsmokers/5 Seconds of Summer/Lennon Stella: World War Joy Tour,Dance/Electronic,1,38.580372,-121.500231,,1.0,2019-02-15 18:00:00+00:00,95814,154.5,25.91,0.0,CA,Witchstep,https://www.ticketmaster.com/the-chainsmokers5-seconds-of-summerlennon-stella-sacramento-california-12-01-2019/event/1C005646FE229A8C,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
22837,183,500 David J Stern Walk,Sacramento,US,2019-10-27 02:00:00+00:00,Luke Combs: Beer Never Broke My Heart Tour,Country,1,38.580372,-121.500231,,1.0,2019-04-05 17:00:00+00:00,95814,,,1.0,CA,Country,https://www.ticketmaster.com/luke-combs-beer-never-broke-my-sacramento-california-10-26-2019/event/1C005675A3C651C9,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
24642,21,500 David J Stern Walk,Sacramento,US,2019-09-10 02:30:00+00:00,Iron Maiden - Legacy Of The Beast Tour 2019,Metal,1,38.580372,-121.500231,4,1.0,2018-11-16 18:00:00+00:00,95814,125.91,45.91,0.0,CA,Nu-Metal,https://www.ticketmaster.com/iron-maiden-legacy-of-the-beast-sacramento-california-09-09-2019/event/1C005567C2A78829,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
16203,137,500 David J Stern Walk,Sacramento,US,2019-11-28 04:00:00+00:00,MANÁ: Rayando El Sol Tour 2019,Latin,1,38.580372,-121.500231,,1.0,2019-03-01 19:00:00+00:00,95814,359.5,25.91,0.0,CA,Latin,https://www.ticketmaster.com/mana-rayando-el-sol-tour-2019-sacramento-california-11-27-2019/event/1C00564F14619BB1,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
35720,71,500 David J Stern Walk,Sacramento,US,2019-11-24 04:00:00+00:00,Eric Church: Double Down Tour,Country,1,38.580372,-121.500231,,1.0,2019-03-22 17:00:00+00:00,95814,,,1.0,CA,Country,https://www.ticketmaster.com/eric-church-double-down-tour-sacramento-california-11-23-2019/event/1C00566D885B241B,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
21873,146,500 David J Stern Walk,Sacramento,US,2019-09-12 02:00:00+00:00,CAKE,Rock,1,38.580372,-121.500231,,1.0,2019-04-19 17:00:00+00:00,95814,99.5,59.5,0.0,CA,Alternative Rock,https://www.ticketmaster.com/cake-sacramento-california-09-11-2019/event/1C005688AEEF4FD9,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
12498,94,500 David J Stern Walk,Sacramento,US,2019-09-18 02:30:00+00:00,John Mayer,Rock,1,38.580372,-121.500231,,1.0,2019-05-10 17:00:00+00:00,95814,171.41,55.91,0.0,CA,Pop,https://www.ticketmaster.com/john-mayer-sacramento-california-09-17-2019/event/1C0056999DA63586,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
14340,113,500 David J Stern Walk,Sacramento,US,2019-10-16 02:30:00+00:00,Jonas Brothers: Happiness Begins Tour,Rock,1,38.580372,-121.500231,,1.0,2019-05-10 17:00:00+00:00,95814,496.36,34.95,0.0,CA,Pop,https://www.ticketmaster.com/jonas-brothers-happiness-begins-tour-sacramento-california-10-15-2019/event/1C00569DDC5A4049,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.12541300000000002,Cake,,,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
14921,120,500 David J Stern Walk,Sacramento,US,2019-11-04 04:00:00+00:00,Twenty One Pilots - The Bandito Tour,Rock,1,38.580372,-121.500231,4,1.0,2019-07-19 17:00:00+00:00,95814,72.5,34.5,0.0,CA,Pop,https://www.ticketmaster.com/twenty-one-pilots-the-bandito-tour-sacramento-california-11-03-2019/event/1C0056EADF338362,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.069283,Ben Folds,Tall Heights,2019-09-11 19:00:00-07:00,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
348727,96,9201 Circuit of the Americas Blvd.,Austin,US,2019-10-20 01:00:00+00:00,Crown Royal Club Seats: Bastille,Rock,0,30.13310378,-97.64039993,,2.0,2019-06-18 21:00:00+00:00,78617,250.0,125.0,0.0,TX,Pop,https://www.ticketmaster.com/crown-royal-club-seats-bastille-austin-texas-10-19-2019/event/3A0056D2CEF03BBF,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.353977,Bastille,Joywave,2019-10-19 20:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
347399,180,9201 Circuit of the Americas Blvd.,Austin,US,2019-10-20 01:00:00+00:00,101x & Austin City Limits Radio Present Bastille Doom Days Tour Part 1,Rock,1,30.13310378,-97.64039993,,2.0,2019-05-10 15:00:00+00:00,78617,59.5,29.5,0.0,TX,Pop,https://www.ticketmaster.com/101x-austin-city-limits-radio-present-austin-texas-10-19-2019/event/3A0056A103DD7B95,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.353977,Bastille,Joywave,2019-10-19 20:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
3995,58,2710 Jack Warner Parkway,Tuscaloosa,US,2019-08-17 04:00:00+00:00,Little Big Town,Country,1,33.21155727,-87.57342428,,1.0,2019-02-15 16:00:00+00:00,35406,64.5,13.02,0.0,AL,Country,https://www.ticketmaster.com/little-big-town-tuscaloosa-alabama-08-16-2019/event/200056318957876D,Tuscaloosa Amphitheater,10.0,Tuscaloosa Amphitheater,Tuscaloosa,"7,470",0.021329,Kidz Bop Kids,,2019-08-17 17:00:00-05:00,1227746,2710 Jack Warner Parkway,35401,Birmingham,US,Tuscaloosa
348532,88,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-11 00:00:00+00:00,Crown Royal Club Seats: The National,Rock,0,30.13310378,-97.64039993,,2.0,2019-04-18 22:00:00+00:00,78617,250.0,125.0,0.0,TX,Pop,https://www.ticketmaster.com/crown-royal-club-seats-the-national-austin-texas-09-10-2019/event/3A005692EDEE6824,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.08081,Chevelle,,2019-09-09 19:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
346936,147,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-11 00:00:00+00:00,The National,Rock,1,30.13310378,-97.64039993,,2.0,2019-03-08 16:00:00+00:00,78617,79.5,47.0,0.0,TX,Pop,https://www.ticketmaster.com/the-national-austin-texas-09-10-2019/event/3A00565BA3AF55EE,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.08081,Chevelle,,2019-09-09 19:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
345281,89,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-09 23:00:00+00:00,Breaking Benjamin,Rock,1,30.13310378,-97.64039993,,2.0,2019-02-22 16:00:00+00:00,78617,99.5,39.5,0.0,TX,Alternative Rock,https://www.ticketmaster.com/breaking-benjamin-austin-texas-09-09-2019/event/3A00564ED4823F12,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.08081,Chevelle,,2019-09-09 19:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
352045,39,9201 Circuit of the Americas Blvd.,Austin,US,2019-08-23 00:00:00+00:00,"Nelly, TLC, and Flo Rida",Hip-Hop/Rap,1,30.13310378,-97.64039993,,2.0,2019-03-15 15:00:00+00:00,78617,125.0,25.0,0.0,TX,French Rap,https://www.ticketmaster.com/nelly-tlc-and-flo-rida-austin-texas-08-22-2019/event/3A0056679D5A4740,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
351088,11,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-28 00:00:00+00:00,Meek Mill & Future - The Legendary Nights Tour 2019,Hip-Hop/Rap,1,30.13310378,-97.64039993,,2.0,2019-06-21 15:00:00+00:00,78617,99.5,35.0,0.0,TX,French Rap,https://www.ticketmaster.com/meek-mill-future-the-legendary-nights-austin-texas-09-27-2019/event/3A0056C6CC163CA2,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
345824,93,9201 Circuit of the Americas Blvd.,Austin,US,2019-08-07 23:00:00+00:00,311 & Dirty Heads,Rock,1,30.13310378,-97.64039993,,2.0,2019-03-22 15:00:00+00:00,78617,67.0,27.0,0.0,TX,Pop,https://www.ticketmaster.com/311-dirty-heads-austin-texas-08-07-2019/event/3A005666F91971ED,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
356690,111,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-28 00:00:00+00:00,Crown Royal Club Seats: Meek Mill & Future,Hip-Hop/Rap,0,30.13310378,-97.64039993,,2.0,2019-06-21 15:00:00+00:00,78617,250.0,125.0,0.0,TX,French Rap,https://www.ticketmaster.com/crown-royal-club-seats-meek-mill-austin-texas-09-27-2019/event/3A0056D49B472C3D,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
347940,26,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-06 23:00:00+00:00,"Knotfest Roadshow featuring: Slipknot, Volbeat, Gojira, Behemoth",Metal,1,30.13310378,-97.64039993,8,2.0,2019-03-08 16:00:00+00:00,78617,112.0,39.5,0.0,TX,Nu-Metal,https://www.ticketmaster.com/knotfest-roadshow-featuring-slipknot-volbeat-gojira-austin-texas-09-06-2019/event/3A00565B82411C10,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
347754,194,9201 Circuit of the Americas Blvd.,Austin,US,2019-08-07 22:45:00+00:00,Crown Royal Club Seats: 311 & DIRTY HEADS,Rock,0,30.13310378,-97.64039993,,2.0,2019-04-18 21:00:00+00:00,78617,250.0,125.0,0.0,TX,Pop,https://www.ticketmaster.com/crown-royal-club-seats-311-dirty-austin-texas-08-07-2019/event/3A005692DCA25FF5,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
356311,4,9201 Circuit of the Americas Blvd.,Austin,US,2019-08-23 00:00:00+00:00,"Crown Royal Club Seats: Nelly, TLC, and Flo Rida",Hip-Hop/Rap,0,30.13310378,-97.64039993,,2.0,2019-04-18 21:00:00+00:00,78617,250.0,150.0,0.0,TX,French Rap,https://www.ticketmaster.com/crown-royal-club-seats-nelly-tlc-austin-texas-08-22-2019/event/3A005692DEE96123,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
346161,111,9201 Circuit of the Americas Blvd.,Austin,US,2019-04-20 03:00:00+00:00,Ticket To Rock,Rock,0,30.13310378,-97.64039993,,2.0,2019-02-08 18:00:00+00:00,78617,79.0,79.0,0.0,TX,Alternative Rock,https://www.ticketmaster.com/ticket-to-rock-austin-texas-09-09-2019/event/3A005645E72750CB,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.22284600000000002,Slipknot,Volbeat,,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
36390,87,500 David J Stern Walk,Sacramento,US,2019-10-13 01:30:00+00:00,Chris Brown - Indigoat Tour 2019,R&B,1,38.580372,-121.500231,,1.0,2019-06-14 19:00:00+00:00,95814,249.91,39.91,0.0,CA,R&B,https://www.ticketmaster.com/chris-brown-indigoat-tour-2019-sacramento-california-10-12-2019/event/1C0056C6CCFE597B,Golden 1 Center,88.0,Golden 1 Center,Sacramento,"17,500 ",0.335149,The Chainsmokers,5 Seconds of Summer,2019-12-01 19:00:00-08:00,3144639,500 David J Stern Walk,95814,Sacramento,US,Sacramento
348906,101,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-09 22:30:00+00:00,Crown Royal Club Seats: Breaking Benjamin,Rock,0,30.13310378,-97.64039993,,2.0,2019-04-18 21:30:00+00:00,78617,250.0,125.0,0.0,TX,Alternative Rock,https://www.ticketmaster.com/crown-royal-club-seats-breaking-benjamin-austin-texas-09-09-2019/event/3A005692E7B865BC,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.48059799999999997,Nelly,TLC,2019-08-22 19:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
355100,85,9201 Circuit of the Americas Blvd.,Austin,US,2019-09-06 22:00:00+00:00,Crown Royal Club Seats: Knotfest Roadshow,Metal,0,30.13310378,-97.64039993,,2.0,2019-04-18 21:30:00+00:00,78617,250.0,150.0,0.0,TX,Nu-Metal,https://www.ticketmaster.com/crown-royal-club-seats-knotfest-roadshow-austin-texas-09-06-2019/event/3A005692E3356359,Austin360 Amphitheater,566.0,Austin360 Amphitheater,Austin,"14,000",0.48059799999999997,Nelly,TLC,2019-08-22 19:00:00-05:00,2151799,9201 Circuit of the Americas Blvd.,78617,Austin,US,Austin
196720,0,One MetLife Stadium Drive,East Rutherford,US,2019-09-21 23:00:00+00:00,Romeo Santos Presenta: Utopia The Concert,Latin,1,40.81359000000001,-74.074493,8,3.0,2019-06-07 14:00:00+00:00,07073,377.0,39.0,0.0,NJ,Latin,https://www.ticketmaster.com/romeo-santos-presenta-utopia-the-concert-east-rutherford-new-jersey-09-21-2019/event/000056BFE2277023,MetLife Stadium,409.0,MetLife Stadium,East Rutherford,"82,680",0.07695,Romeo Santos,,2019-09-21 20:00:00-04:00,33587,One MetLife Stadium Drive,07073,Jersey City,US,East Rutherford
3637,51,2710 Jack Warner Parkway,Tuscaloosa,US,2019-08-10 00:00:00+00:00,Dierks Bentley: Burning Man 2019,Country,1,33.21155727,-87.57342428,,1.0,2019-03-01 16:00:00+00:00,35406,249.0,10.0,0.0,AL,Country,https://www.ticketmaster.com/dierks-bentley-burning-man-2019-tuscaloosa-alabama-08-09-2019/event/20005653E326957C,Tuscaloosa Amphitheater,10.0,Tuscaloosa Amphitheater,Tuscaloosa,"7,470",0.021329,Kidz Bop Kids,,2019-08-17 17:00:00-05:00,1227746,2710 Jack Warner Parkway,35401,Birmingham,US,Tuscaloosa
1539,13,2710 Jack Warner Parkway,Tuscaloosa,US,2019-08-23 00:00:00+00:00,Pentatonix: The World Tour with special guest Rachel Platten,Rock,1,33.21155727,-87.57342428,4,1.0,2019-02-15 18:00:00+00:00,35406,144.5,10.0,0.0,AL,Pop,https://www.ticketmaster.com/pentatonix-the-world-tour-with-special-tuscaloosa-alabama-08-22-2019/event/20005646E18BA216,Tuscaloosa Amphitheater,10.0,Tuscaloosa Amphitheater,Tuscaloosa,"7,470",0.021329,Kidz Bop Kids,,2019-08-17 17:00:00-05:00,1227746,2710 Jack Warner Parkway,35401,Birmingham,US,Tuscaloosa
169607,9,1501 Dave Dixon Drive,New Orleans,US,2020-02-07 23:30:00+00:00,Celine Dion: Courage World Tour,Pop,1,29.9489653,-90.079688,,2.0,2019-04-12 15:00:00+00:00,70113,225.5,45.0,0.0,LA,Adult Contemporary,https://www.ticketmaster.com/celine-dion-courage-world-tour-new-orleans-louisiana-02-07-2020/event/1B005675F24DC658,Smoothie King Center,255.0,Smoothie King Center,New Orleans,"17,812 ",0.146425,Celine Dion,,2020-02-07 19:30:00-06:00,2541399,1501 Dave Dixon Drive,70113,New Orleans,US,New Orleans
172284,75,1501 Dave Dixon Drive,New Orleans,US,2019-09-01 20:30:00+00:00,Charlie Wilson,R&B,1,29.9489653,-90.079688,,2.0,2019-05-17 15:00:00+00:00,70113,146.0,41.0,0.0,LA,R&B,https://www.ticketmaster.com/charlie-wilson-new-orleans-louisiana-09-01-2019/event/1B0056A79E312C28,Smoothie King Center,255.0,Smoothie King Center,New Orleans,"17,812 ",0.042381,Charlie Wilson,Johnny Gill,2019-09-01 19:30:00-05:00,2541399,1501 Dave Dixon Drive,70113,New Orleans,US,New Orleans
24007,8,1249 Lockheed View Dr,Burbank,US,2019-08-16 22:30:00+00:00,Air Supply,Pop,1,34.206458000000005,-118.310127,,1.0,2019-04-04 17:00:00+00:00,91501,,,1.0,CA,Adult Contemporary,https://www.ticketmaster.com/air-supply-burbank-california-08-16-2019/event/0900566E9B6E2927,Starlight Bowl,72.0,Starlight Bowl,San Diego,"4,300",0.038748000000000005,Air Supply,,2019-08-16 19:30:00-07:00,101060,1249 Lockheed View Dr.,91504,Los Angeles,US,Burbank
2425,26,2710 Jack Warner Parkway,Tuscaloosa,US,2019-08-26 01:00:00+00:00,Mary J. Blige & Nas,R&B,1,33.21155727,-87.57342428,,1.0,2019-04-19 15:00:00+00:00,35406,496.0,13.02,0.0,AL,R&B,https://www.ticketmaster.com/mary-j-blige-nas-tuscaloosa-alabama-08-25-2019/event/20005689DAC49B5D,Tuscaloosa Amphitheater,10.0,Tuscaloosa Amphitheater,Tuscaloosa,"7,470",0.021329,Kidz Bop Kids,,2019-08-17 17:00:00-05:00,1227746,2710 Jack Warner Parkway,35401,Birmingham,US,Tuscaloosa
264105,16,100 Legends Way,Boston,US,2019-12-14 00:30:00+00:00,Celine Dion: Courage World Tour,Pop,1,42.365841,-71.060724,8,4.0,2019-04-12 14:00:00+00:00,02114,249.5,99.5,0.0,MA,Adult Contemporary,https://www.ticketmaster.com/celine-dion-courage-world-tour-boston-massachusetts-12-13-2019/event/01005674D1B4A7F4,TD Garden,299.0,TD Garden,Boston,"19,600",0.146425,Celine Dion,,2019-12-14 19:30:00-05:00,518,100 Legends Way,02114,Boston / Cambridge,US,Boston
169821,12,1501 Dave Dixon Drive,New Orleans,US,2019-11-12 23:30:00+00:00,Jonas Brothers: Happiness Begins Tour,Rock,1,29.9489653,-90.079688,6 for presales,2.0,2019-05-18 15:00:00+00:00,70113,495.95,45.0,0.0,LA,Pop,https://www.ticketmaster.com/jonas-brothers-happiness-begins-tour-new-orleans-louisiana-11-12-2019/event/1B0056ABF2095DA8,Smoothie King Center,255.0,Smoothie King Center,New Orleans,"17,812 ",0.15529400000000002,Jonas Brothers,Bebe Rexha,2019-11-12 19:30:00-06:00,2541399,1501 Dave Dixon Drive,70113,New Orleans,US,New Orleans
169204,0,1501 Dave Dixon Drive,New Orleans,US,2019-08-20 23:00:00+00:00,Queen + Adam Lambert: The Rhapsody Tour,Rock,1,29.9489653,-90.079688,,2.0,2018-12-07 16:00:00+00:00,70113,190.0,46.5,0.0,LA,Pop,https://www.ticketmaster.com/queen-adam-lambert-the-rhapsody-tour-new-orleans-louisiana-08-20-2019/event/1B00557DD6E8B243,Smoothie King Center,255.0,Smoothie King Center,New Orleans,"17,812 ",0.44865299999999997,Adam Lambert,Queen,2019-08-20 20:00:00-05:00,2541399,1501 Dave Dixon Drive,70113,New Orleans,US,New Orleans
172459,78,1501 Dave Dixon Drive,New Orleans,US,2019-10-29 23:00:00+00:00,The Chainsmokers/5 Seconds of Summer/Lennon Stella: World War Joy Tour,Dance/Electronic,1,29.9489653,-90.079688,,2.0,2019-02-15 16:00:00+00:00,70113,95.5,35.5,0.0,LA,Witchstep,https://www.ticketmaster.com/the-chainsmokers5-seconds-of-summerlennon-stella-new-orleans-louisiana-10-29-2019/event/1B005648F4B8DCEF,Smoothie King Center,255.0,Smoothie King Center,New Orleans,"17,812 ",0.335149,The Chainsmokers,5 Seconds of Summer,2019-10-29 19:00:00-05:00,2541399,1501 Dave Dixon Drive,70113,New Orleans,US,New Orleans
166363,175,151 S. Santa Fe,Salina,US,2020-05-03 23:00:00+00:00,Salina Symphony Presents Timeless Romance,Classical,0,38.838536,-97.608739,,1.0,2019-09-10 17:00:00+00:00,67401,39.0,29.0,0.0,KS,Classical/Vocal,https://www.ticketmaster.com/salina-symphony-presents-timeless-romance-salina-kansas-05-03-2020/event/060056F8B85D467E,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.0,Salina Symphony,,2020-05-03 16:00:00-05:00,30168,151 S Santa Fe,67401,Wichita,US,Salina
140732,28,6920 North Mannheim Road,Rosemont,US,2019-10-18 23:00:00+00:00,Maluma - 11:11 World Tour,Latin,1,42.00499247,-87.88750024,,2.0,2019-03-15 15:00:00+00:00,60018,750.0,52.51,0.0,IL,Latin,https://www.ticketmaster.com/maluma-1111-world-tour-rosemont-illinois-10-18-2019/event/04005662A2C3270D,Allstate Arena,213.0,Allstate Arena,Rosemont,"18,500",0.085551,Maluma,,2019-10-18 23:59:00-05:00,674,6920 North Mannheim Road,60018,Chicago,US,Rosemont
172112,73,1501 Dave Dixon Drive,New Orleans,US,2019-10-04 22:00:00+00:00,Miranda Lambert: Roadside Bars and Pink Guitars Tour,Country,1,29.9489653,-90.079688,,2.0,2019-04-12 17:00:00+00:00,70113,,,1.0,LA,Country,https://www.ticketmaster.com/miranda-lambert-roadside-bars-and-pink-new-orleans-louisiana-10-04-2019/event/1B005683DD07A201,Smoothie King Center,255.0,Smoothie King Center,New Orleans,"17,812 ",0.138219,Miranda Lambert,Maren Morris,2019-10-04 19:00:00-05:00,2541399,1501 Dave Dixon Drive,70113,New Orleans,US,New Orleans
139403,139,6920 North Mannheim Road,Rosemont,US,2020-02-22 23:00:00+00:00,The Lumineers - III: The World Tour,Rock,1,42.00499247,-87.88750024,,2.0,2019-08-16 15:00:00+00:00,60018,299.0,39.0,0.0,IL,Alternative Rock,https://www.ticketmaster.com/the-lumineers-iii-the-world-tour-rosemont-illinois-02-22-2020/event/040056FAC09A2A2B,Allstate Arena,213.0,Allstate Arena,Rosemont,"18,500",0.333328,The Lumineers,,2020-02-22 19:00:00-06:00,674,6920 North Mannheim Road,60018,Chicago,US,Rosemont
