,Unnamed: 0_x,address,city,country_left,event_date,event_name,genre,is_presale,latitude_left,longitude_left,max_tickets,num_markets,onsale_date,postalCode,price_max,price_min,sold_out,state,subgenre,url,venue_name_left,Unnamed: 0_y,Venue,City,Capacity,popularity_sk,headliner,support,event_time,id_y,street,zip,metro_area,country_right,city_name
338988,61,116 5th Avenue North,Nashville,US,2019-10-10 01:00:00+00:00,Josh Turner - Concert For Cumberland Heights,Country,1,36.161101,-86.77886,,1.0,2019-06-21 15:00:00+00:00,37219,49.5,32.5,0.0,TN,Country,https://www.ticketmaster.com/josh-turner-concert-for-cumberland-heights-nashville-tennessee-10-09-2019/event/1B0056B6D98A8049,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.031595,Jon Pardi,Riley Green,2019-10-01 19:30:00-05:00,795,116 5th Avenue North,37219,Nashville,US,Nashville
167143,20,401 W Short St,Lexington,US,2019-08-13 23:30:00+00:00,Melissa Etheridge,Rock,1,38.0495018,-84.49914890000002,8,1.0,2019-05-31 14:00:00+00:00,40507,89.0,89.0,0.0,KY,Pop,https://www.ticketmaster.com/melissa-etheridge-lexington-kentucky-08-13-2019/event/160056B0E6787275,Lexington Opera House,237.0,Lexington Opera House,Lexington,"1,000",0.031516,Melissa Etheridge,,2019-08-13 19:30:00-05:00,2940,401 W Short St,40507,Lexington,US,Lexington
13337,105,3900 W Manchester Blvd.,Inglewood,US,2019-11-24 04:00:00+00:00,MANÁ: Rayando El Sol Tour 2019,Latin,1,33.9583,-118.341868,,1.0,2019-03-01 19:00:00+00:00,90305,404.5,39.5,0.0,CA,Latin,https://www.ticketmaster.com/mana-rayando-el-sol-tour-2019-inglewood-california-11-23-2019/event/09005653F9353D62,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.068719,Maná,,2019-11-24 20:00:00-08:00,16272,3900 W. Manchester Blvd.,90305,Los Angeles,US,Inglewood
72764,124,401 Channelside Dr,Tampa,US,2019-10-25 00:00:00+00:00,Post Malone - Runaway Tour,Hip-Hop/Rap,1,27.942743,-82.45177199999998,8,2.0,2019-07-19 14:00:00+00:00,33602,499.75,49.75,0.0,FL,French Rap,https://www.ticketmaster.com/post-malone-runaway-tour-tampa-florida-10-24-2019/event/0D0056EB911A97A4,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.335149,The Chainsmokers,5 Seconds of Summer,2019-10-25 19:00:00-04:00,1056,401 Channelside Dr.,33602,Tampa,US,Tampa
72763,121,201 E Gregory St,Pensacola,US,2019-09-01 01:00:00+00:00,Widespread Panic - Saturday Show,Rock,0,30.416366,-87.20845899999998,,1.0,2019-05-10 14:00:00+00:00,32502,69.5,59.5,0.0,FL,Alternative Rock,https://www.ticketmaster.com/widespread-panic-saturday-show-pensacola-florida-08-31-2019/event/1B005690A8E63E28,Pensacola Bay Center,151.0,Pensacola Bay Center,Pensacola,"10,500",0.021057,Widespread Panic,,2019-09-01 19:00:00-04:00,2052434,201 E Gregory St,32502,Mobile,US,Pensacola
274319,20,7774 Sashabaw Road,Clarkston,US,2019-09-06 23:30:00+00:00,Kid Rock,Rock,1,42.75098483,-83.38022990000002,4,1.0,2019-04-06 14:00:00+00:00,48348,,,1.0,MI,Pop,https://www.ticketmaster.com/kid-rock-clarkston-michigan-09-06-2019/event/0800567CF0E865DD,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.11886400000000001,Kid Rock,Lee Brice,2019-09-06 19:30:00-04:00,15500,7774 Sashabaw Rd,48348,Detroit,US,Clarkston
66719,4,601 F Street NW,Washington,US,2020-03-11 23:30:00+00:00,Celine Dion: Courage World Tour,Pop,1,38.897412,-77.02002900000002,,1.0,2019-04-12 14:00:00+00:00,20004,245.5,95.0,0.0,DC,Adult Contemporary,https://www.ticketmaster.com/celine-dion-courage-world-tour-washington-district-of-columbia-03-11-2020/event/15005672B308255E,Capital One Arena,125.0,Capital One Arena,Washington,"19,945",0.146425,Celine Dion,,2020-03-11 19:30:00-04:00,3640349,601 F Street NW,20004,Washington,US,Washington
358818,113,4500 Patriot Circle,Fairfax,US,2019-10-13 23:00:00+00:00,Maluma   11:11 World Tour,Latin,1,38.8330513,-77.30985030000002,,1.0,2019-03-15 14:00:00+00:00,22030,500.0,59.0,0.0,VA,Latin,https://www.ticketmaster.com/maluma-1111-world-tour-fairfax-virginia-10-13-2019/event/15005665A1CA296E,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.07968,Maluma,,2019-10-13 19:00:00-04:00,812,4500 Patriot Circle,22030,Washington,US,Fairfax
11909,69,3900 W Manchester Blvd.,Inglewood,US,2019-09-14 02:30:00+00:00,John Mayer,Rock,1,33.9583,-118.341868,,1.0,2019-02-01 20:00:00+00:00,90305,194.5,49.5,0.0,CA,Pop,https://www.ticketmaster.com/john-mayer-inglewood-california-09-13-2019/event/09005637E9F15C1E,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.404712,John Mayer,,2019-09-14 19:30:00-07:00,16272,3900 W. Manchester Blvd.,90305,Los Angeles,US,Inglewood
14599,115,3900 W Manchester Blvd.,Inglewood,US,2019-11-23 04:00:00+00:00,MANÁ: Rayando El Sol Tour 2019,Latin,1,33.9583,-118.341868,,1.0,2019-03-01 19:00:00+00:00,90305,404.5,39.5,0.0,CA,Latin,https://www.ticketmaster.com/mana-rayando-el-sol-tour-2019-inglewood-california-11-22-2019/event/09005653F1DD3C44,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.06997,Maná,,2019-11-23 20:00:00-08:00,16272,3900 W. Manchester Blvd.,90305,Los Angeles,US,Inglewood
130776,15,1401 Bronco Lane,Boise,US,2019-10-20 00:15:00+00:00,Shinedown - ATTENTION ATTENTION World Tour,Rock,1,43.60358,-116.199107,8,2.0,2019-05-17 18:00:00+00:00,83725,73.0,27.5,0.0,ID,Pop,https://www.ticketmaster.com/shinedown-attention-attention-world-tour-boise-idaho-10-19-2019/event/1E0056A3E176497F,Taco Bell Arena,188.0,Taco Bell Arena,Boise,"13,390 ",0.17466199999999998,Shinedown,Papa Roach,2019-10-19 18:15:00-06:00,3550314,1401 Bronco Lane,83725,Boise,US,Boise
11576,66,3900 W Manchester Blvd.,Inglewood,US,2019-09-15 02:30:00+00:00,John Mayer,Rock,1,33.9583,-118.341868,,1.0,2019-02-01 20:00:00+00:00,90305,199.5,49.5,0.0,CA,Pop,https://www.ticketmaster.com/john-mayer-inglewood-california-09-14-2019/event/09005639FB705C1D,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.36247199999999996,Bon Iver,Sharon Van Etten,2019-09-15 19:30:00-07:00,16272,3900 W. Manchester Blvd.,90305,Los Angeles,US,Inglewood
339869,59,116 5th Avenue North,Nashville,US,2019-08-21 23:30:00+00:00,13th Annual ACM Honors,Undefined,1,36.161101,-86.77886,,1.0,2019-06-07 15:00:00+00:00,37219,134.0,81.0,0.0,TN,Undefined,https://www.ticketmaster.com/13th-annual-acm-honors-nashville-tennessee-08-21-2019/event/1B0056BFD6677471,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.0,Acm Honors,,2019-08-21 18:30:00-05:00,795,116 5th Avenue North,37219,Nashville,US,Nashville
233538,165,1400 Edwards Mill Road,Raleigh,US,2019-09-30 22:00:00+00:00,Carrie Underwood: The Cry Pretty Tour 360,Country,1,35.803242,-78.722936,,2.0,2018-08-17 14:00:00+00:00,27607,92.0,42.0,0.0,NC,Country,https://www.ticketmaster.com/carrie-underwood-the-cry-pretty-tour-raleigh-north-carolina-09-30-2019/event/2D005506A7252EFF,PNC Arena,468.0,PNC Arena,Raleigh,"19,350",0.216022,Carrie Underwood,Maddie and Tae,2019-09-30 19:00:00-04:00,1770713,1400 Edwards Mill Road,27607,Raleigh,US,Raleigh
302086,105,4560 Venture Dr,Southaven,US,2019-08-17 23:30:00+00:00,17th Annual Tri- State Blues Festival,Blues,0,34.9305909,-89.9975673,,1.0,2019-04-26 15:00:00+00:00,38671,87.0,35.0,0.0,MS,Blues,https://www.ticketmaster.com/17th-annual-tri-state-blues-festival-southaven-mississippi-08-17-2019/event/1B005698B0CF4D37,Landers Center,353.0,Landers Center,Southaven,"10,045",3.6e-05,Pokey Bear,,2019-08-17 18:30:00-05:00,6164,4560 Venture Dr.,38671,Memphis,US,Southaven
165416,162,151 S. Santa Fe,Salina,US,2019-11-11 03:00:00+00:00,Salina Youth Symphony Presents Fall Concert,Classical,0,38.838536,-97.608739,,1.0,2019-09-10 17:00:00+00:00,67401,19.0,19.0,0.0,KS,Classical/Vocal,https://www.ticketmaster.com/salina-youth-symphony-presents-fall-concert-salina-kansas-11-10-2019/event/060056F8C9384F39,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.0,Salina Symphony,,2020-05-03 16:00:00-05:00,30168,151 S Santa Fe,67401,Wichita,US,Salina
74864,83,100 SW 3rd Ave,Ft Lauderdale,US,2019-08-17 02:30:00+00:00,Pedro the Lion,Rock,0,26.121094,-80.146162,,1.0,2019-05-03 14:00:00+00:00,33312,24.5,24.5,0.0,FL,Alternative Rock,https://www.ticketmaster.com/pedro-the-lion-ft-lauderdale-florida-08-16-2019/event/0D005685D8F2B713,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.029881,George Clinton,Parliament-Funkadelic,2019-08-30 17:00:00-04:00,408111,100 SW 3rd Ave,33312,Fort Lauderdale,US,Fort Lauderdale
66812,39,601 F Street NW,Washington,US,2019-09-22 22:30:00+00:00,Chris Brown - Indigoat Tour 2019,R&B,1,38.897412,-77.02002900000002,,1.0,2019-06-14 16:00:00+00:00,20004,253.5,43.5,0.0,DC,R&B,https://www.ticketmaster.com/chris-brown-indigoat-tour-2019-washington-district-of-columbia-09-22-2019/event/150056C6933D25F1,Capital One Arena,125.0,Capital One Arena,Washington,"19,945",0.666628,Chris Brown,Ty Dolla $ign,2019-09-22 18:30:00-04:00,3640349,601 F Street NW,20004,Washington,US,Washington
138488,121,6920 North Mannheim Road,Rosemont,US,2019-11-09 00:00:00+00:00,Anuel AA: Emmanuel World Tour,Hip-Hop/Rap,1,42.00499247,-87.88750024,,2.0,2019-07-18 15:00:00+00:00,60018,149.0,49.0,0.0,IL,French Rap,https://www.ticketmaster.com/anuel-aa-emmanuel-world-tour-rosemont-illinois-11-08-2019/event/040056A2D2AA55F6,Allstate Arena,213.0,Allstate Arena,Rosemont,"18,500",0.06997,Maná,,2019-10-11 20:00:00-05:00,674,6920 North Mannheim Road,60018,Chicago,US,Rosemont
274560,22,7774 Sashabaw Road,Clarkston,US,2019-09-07 23:30:00+00:00,Kid Rock,Rock,1,42.75098483,-83.38022990000002,4,1.0,2019-04-06 14:00:00+00:00,48348,,,1.0,MI,Pop,https://www.ticketmaster.com/kid-rock-clarkston-michigan-09-07-2019/event/0800567C335E9005,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.11886400000000001,Kid Rock,Lee Brice,2019-09-07 19:30:00-04:00,15500,7774 Sashabaw Rd,48348,Detroit,US,Clarkston
324740,140,400 North Shore Drive,Pittsburgh,US,2019-11-01 23:30:00+00:00,Gryffin Presents Gravity II Tour,Dance/Electronic,1,40.445954,-80.0111627,,1.0,2019-05-23 14:00:00+00:00,15212,30.0,30.0,0.0,PA,Witchstep,https://www.ticketmaster.com/gryffin-presents-gravity-ii-tour-pittsburgh-pennsylvania-11-01-2019/event/160056B098C84BE6,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.035998,Gryffin,,2019-11-01 19:30:00-04:00,1152511,400 North Shore Drive,15212,Pittsburgh,US,Pittsburgh
230898,59,1400 Edwards Mill Road,Raleigh,US,2019-10-20 22:00:00+00:00,MercyMe Imagine Nation Tour,Rock,1,35.803242,-78.722936,,2.0,2019-05-17 14:00:00+00:00,27607,150.0,23.75,0.0,NC,Pop,https://www.ticketmaster.com/mercyme-imagine-nation-tour-raleigh-north-carolina-10-20-2019/event/2D0056A1C4477234,PNC Arena,468.0,PNC Arena,Raleigh,"19,350",0.043005,MercyMe,Crowder,2019-10-20 19:00:00-04:00,1770713,1400 Edwards Mill Road,27607,Raleigh,US,Raleigh
266154,48,100 Legends Way,Boston,US,2019-10-10 23:00:00+00:00,Carrie Underwood: The Cry Pretty Tour 360,Country,1,42.365841,-71.060724,8,4.0,2018-08-17 14:00:00+00:00,02114,95.0,45.0,0.0,MA,Country,https://www.ticketmaster.com/carrie-underwood-the-cry-pretty-tour-boston-massachusetts-10-10-2019/event/01005503CE24CE0B,TD Garden,299.0,TD Garden,Boston,"19,600",0.216022,Carrie Underwood,Maddie and Tae,2019-10-10 19:00:00-04:00,518,100 Legends Way,02114,Boston / Cambridge,US,Boston
264747,27,100 Legends Way,Boston,US,2019-08-10 23:30:00+00:00,Khalid Free Spirit World Tour,R&B,1,42.365841,-71.060724,,4.0,2019-04-05 16:00:00+00:00,02114,94.45,44.45,0.0,MA,R&B,https://www.ticketmaster.com/khalid-free-spirit-world-tour-boston-massachusetts-08-10-2019/event/0100566486F41EA3,TD Garden,299.0,TD Garden,Boston,"19,600",0.32856199999999997,Post Malone,Swae Lee,2019-10-08 20:00:00-04:00,518,100 Legends Way,02114,Boston / Cambridge,US,Boston
228494,4,1400 Edwards Mill Road,Raleigh,US,2019-08-20 23:00:00+00:00,Backstreet Boys: DNA World Tour,Rock,1,35.803242,-78.722936,,2.0,2018-11-14 15:00:00+00:00,27607,180.0,25.0,0.0,NC,Pop,https://www.ticketmaster.com/backstreet-boys-dna-world-tour-raleigh-north-carolina-08-20-2019/event/2D00556878AB15FA,PNC Arena,468.0,PNC Arena,Raleigh,"19,350",0.163117,Backstreet Boys,Baylee Littrell,2019-08-20 19:00:00-04:00,1770713,1400 Edwards Mill Road,27607,Raleigh,US,Raleigh
339875,60,116 5th Avenue North,Nashville,US,2019-10-20 01:00:00+00:00,Jason Isbell and the 400 Unit Ryman Residency,Rock,0,36.161101,-86.77886,,1.0,2019-06-21 15:00:00+00:00,37219,125.0,49.75,0.0,TN,Pop,https://www.ticketmaster.com/jason-isbell-and-the-400-unit-nashville-tennessee-10-19-2019/event/1B0056C7B07062BA,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.023056,Jason Isbell and the 400 Unit,Jason Isbell,2019-10-20 20:00:00-05:00,795,116 5th Avenue North,37219,Nashville,US,Nashville
5611,11,201 East Jefferson Street,Phoenix,US,2019-11-16 03:00:00+00:00,Bad Bunny,Hip-Hop/Rap,1,33.445899,-112.071313,,1.0,2019-04-12 17:00:00+00:00,85004,,,1.0,AZ,French Rap,https://www.ticketmaster.com/bad-bunny-phoenix-arizona-11-15-2019/event/19005674062762AD,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.422184,The Black Keys,Modest Mouse,2019-11-16 19:00:00-07:00,613,201 East Jefferson Street,85004,Phoenix,US,Phoenix
337925,118,191 Beale Street,Memphis,US,2019-10-05 23:00:00+00:00,Chris Stapleton's All American Road Show,Country,1,35.1394709,-90.05149329999998,4,2.0,2019-02-01 16:00:00+00:00,38103,86.75,36.75,0.0,TN,Country,https://www.ticketmaster.com/chris-stapletons-all-american-road-show-memphis-tennessee-10-05-2019/event/1B005636C7F6D3C4,FedExForum,549.0,FedExForum,Memphis,"19,000",0.216022,Carrie Underwood,Maddie and Tae,2019-10-23 19:00:00-05:00,5942,191 Beale Street,38103,Memphis,US,Memphis
142952,108,201 SW Jefferson St.,Peoria,US,2019-10-06 02:30:00+00:00,Chris Young: Raised On Country Tour,Country,1,40.6919471,-89.5919753,,2.0,2019-07-26 15:00:00+00:00,61602,56.75,26.75,0.0,IL,Country,https://www.ticketmaster.com/chris-young-raised-on-country-tour-peoria-illinois-10-05-2019/event/070056EFA47D2327,Peoria Civic Center,212.0,Peoria Civic Center,Peoria,"12,036",0.12878900000000001,Toto,,2019-10-02 19:30:00-05:00,3130764,201 SW Jefferson Ave,61602,Aurora,US,Peoria
19902,20,3900 W Manchester Blvd.,Inglewood,US,2019-08-11 02:00:00+00:00,Young The Giant / Fitz And The Tantrums,Rock,1,33.9583,-118.341868,,1.0,2019-02-22 18:00:00+00:00,90305,69.5,39.5,0.0,CA,Pop,https://www.ticketmaster.com/young-the-giant-fitz-and-the-inglewood-california-08-10-2019/event/0900564E1DB06BD3,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.32856199999999997,Post Malone,Swae Lee,2019-11-20 20:00:00-08:00,16272,3900 W. Manchester Blvd.,90305,Los Angeles,US,Inglewood
321457,161,400 North Shore Drive,Pittsburgh,US,2019-09-22 22:00:00+00:00,Bastille - Doom Days Tour Part 1,Rock,1,40.445954,-80.0111627,6,1.0,2019-05-10 14:00:00+00:00,15212,49.5,49.5,0.0,PA,Pop,https://www.ticketmaster.com/bastille-doom-days-tour-part-1-pittsburgh-pennsylvania-09-22-2019/event/1600569E90C7407B,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.353977,Bastille,Joywave,2019-09-22 18:00:00-04:00,1152511,400 North Shore Drive,15212,Pittsburgh,US,Pittsburgh
274767,23,7774 Sashabaw Road,Clarkston,US,2019-08-13 21:00:00+00:00,KoRn & Alice In Chains,Rock,1,42.75098483,-83.38022990000002,,1.0,2019-03-01 15:00:00+00:00,48348,129.5,32.5,0.0,MI,Alternative Rock,https://www.ticketmaster.com/korn-alice-in-chains-clarkston-michigan-08-13-2019/event/08005654D5FB594D,DTE Energy Music Theatre,321.0,DTE Energy Music Theatre,Clarkston,"15,274",0.198772,Korn,Alice In Chains,2019-08-13 19:00:00-04:00,15500,7774 Sashabaw Rd,48348,Detroit,US,Clarkston
166222,174,151 S. Santa Fe,Salina,US,2020-04-20 02:00:00+00:00,Salina Youth Symphony Presents Spring Concert,Classical,0,38.838536,-97.608739,,1.0,2019-09-10 17:00:00+00:00,67401,19.0,19.0,0.0,KS,Classical/Vocal,https://www.ticketmaster.com/salina-youth-symphony-presents-spring-concert-salina-kansas-04-19-2020/event/060056F8C9374F37,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.0,Salina Symphony,,2020-02-09 16:00:00-06:00,30168,151 S Santa Fe,67401,Wichita,US,Salina
38502,123,3900 W Manchester Blvd.,Inglewood,US,2019-11-21 04:00:00+00:00,Post Malone - Runaway Tour,Hip-Hop/Rap,1,33.9583,-118.341868,8,1.0,2019-07-19 17:00:00+00:00,90305,503.5,53.5,0.0,CA,French Rap,https://www.ticketmaster.com/post-malone-runaway-tour-inglewood-california-11-20-2019/event/090056EBB3F02ADC,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.32856199999999997,Post Malone,Swae Lee,2019-11-21 20:00:00-08:00,16272,3900 W. Manchester Blvd.,90305,Los Angeles,US,Inglewood
321445,157,400 North Shore Drive,Pittsburgh,US,2019-11-09 00:00:00+00:00,The Neighbourhood,Rock,1,40.445954,-80.0111627,6,1.0,2019-05-03 14:00:00+00:00,15212,32.0,32.0,0.0,PA,Pop,https://www.ticketmaster.com/the-neighbourhood-pittsburgh-pennsylvania-11-08-2019/event/16005683BA453947,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.00010400000000000001,The Commonheart,,2019-11-09 19:00:00-05:00,1152511,400 North Shore Drive,15212,Pittsburgh,US,Pittsburgh
263925,14,100 Legends Way,Boston,US,2019-10-29 00:00:00+00:00,An Evening With Fleetwood Mac,Rock,1,42.365841,-71.060724,,4.0,2018-11-12 15:00:00+00:00,02114,225.0,45.0,0.0,MA,Pop,https://www.ticketmaster.com/an-evening-with-fleetwood-mac-boston-massachusetts-10-28-2019/event/0100549E85507063,TD Garden,299.0,TD Garden,Boston,"19,600",0.216022,Carrie Underwood,Maddie and Tae,2019-10-10 19:00:00-04:00,518,100 Legends Way,02114,Boston / Cambridge,US,Boston
155371,131,1 Martin Luther King Jr Blvd,Evansville,US,2019-11-20 00:00:00+00:00,The Avett Brothers,Country,1,37.973402,-87.56756899999998,8,1.0,2019-07-19 15:00:00+00:00,47708,56.5,46.5,0.0,IN,Country,https://www.ticketmaster.com/the-avett-brothers-evansville-indiana-11-19-2019/event/050056EBE7C374B2,Ford Center,217.0,Ford Center,Evansville,"11,000",0.028863,Travis Tritt,,2019-09-20 19:00:00-04:00,2469,"3027 Martin Luther King, Jr. Blvd.",29625,Augusta,US,Anderson
6156,29,201 East Jefferson Street,Phoenix,US,2019-11-17 02:00:00+00:00,The Black Keys - Let's Rock Tour,Rock,1,33.445899,-112.071313,,1.0,2019-03-22 17:00:00+00:00,85004,494.75,34.75,0.0,AZ,Alternative Rock,https://www.ticketmaster.com/the-black-keys-lets-rock-tour-phoenix-arizona-11-16-2019/event/19005665B1653409,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.06997,Maná,,2019-11-17 20:00:00-07:00,613,201 East Jefferson Street,85004,Phoenix,US,Phoenix
188051,185,3570 S Las Vegas Blvd,Las Vegas,US,2019-11-11 04:00:00+00:00,Madonna - Madame X Tour,Rock,1,36.116156,-115.175058,4,1.0,2019-06-10 14:00:00+00:00,89109,694.5,45.87,0.0,NV,Pop,https://www.ticketmaster.com/madonna-madame-x-tour-las-vegas-nevada-11-10-2019/event/39005694D23382A3,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,,2019-11-04 20:00:00-08:00,3473424,3570 S Las Vegas Blvd,89109,Las Vegas,US,Las Vegas
272251,46,100 Legends Way,Boston,US,2019-11-23 00:00:00+00:00,Casting Crowns + Hillsong Worship + Elevation Worship USA Tour,Religious,1,42.365841,-71.060724,,4.0,2019-07-19 14:00:00+00:00,02114,155.0,25.5,0.0,MA,Gospel,https://www.ticketmaster.com/casting-crowns-hillsong-worship-elevation-worship-boston-massachusetts-11-22-2019/event/010056E9C48153BD,TD Garden,299.0,TD Garden,Boston,"19,600",0.396341,Fleetwood Mac,,,518,100 Legends Way,02114,Boston / Cambridge,US,Boston
272112,42,100 Legends Way,Boston,US,2019-08-06 02:00:00+00:00,Khalid Meet & Greet Upgrade Package (TICKET NOT INCLUDED),R&B,0,42.365841,-71.060724,,4.0,2019-04-05 16:00:00+00:00,02114,,,1.0,MA,R&B,https://www.ticketmaster.com/khalid-meet-greet-upgrade-package-ticket-boston-massachusetts-08-10-2019/event/01005683BBCC4B11,TD Garden,299.0,TD Garden,Boston,"19,600",0.396341,Fleetwood Mac,,,518,100 Legends Way,02114,Boston / Cambridge,US,Boston
264423,23,100 Legends Way,Boston,US,2019-11-25 00:30:00+00:00,Jonas Brothers: Happiness Begins Tour,Rock,1,42.365841,-71.060724,8,4.0,2019-05-18 14:00:00+00:00,02114,499.95,64.95,0.0,MA,Pop,https://www.ticketmaster.com/jonas-brothers-happiness-begins-tour-boston-massachusetts-11-24-2019/event/010056A8A3C5417E,TD Garden,299.0,TD Garden,Boston,"19,600",0.396341,Fleetwood Mac,,,518,100 Legends Way,02114,Boston / Cambridge,US,Boston
11211,61,7000 Coliseum Way,Oakland,US,2019-09-17 02:30:00+00:00,KISS: End of the Road World Tour,Rock,1,37.7515541,-122.2015715,,1.0,2018-12-03 18:00:00+00:00,94621,1000.0,46.75,0.0,CA,Pop,https://www.ticketmaster.com/kiss-end-of-the-road-world-oakland-california-09-16-2019/event/1C005570CC548236,Oracle Arena,97.0,Oracle Arena,Oakland,"20,000",0.05703300000000001,The Original Misfits,Rancid,2019-09-11 17:30:00-07:00,615,7000 Coliseum Way,94621,SF Bay Area,US,Oakland
336002,88,116 5th Avenue North,Nashville,US,2019-10-30 00:30:00+00:00,Ray LaMontagne: Just Passing Through,Rock,1,36.161101,-86.77886,,1.0,2019-05-10 15:00:00+00:00,37219,99.5,29.5,0.0,TN,Pop,https://www.ticketmaster.com/ray-lamontagne-just-passing-through-nashville-tennessee-10-29-2019/event/1B00569C1BE97835,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.12878900000000001,Toto,,2019-10-08 19:30:00-05:00,795,116 5th Avenue North,37219,Nashville,US,Nashville
5471,7,201 East Jefferson Street,Phoenix,US,2019-09-14 03:00:00+00:00,MANÁ: Rayando El Sol Tour 2019,Latin,1,33.445899,-112.071313,,1.0,2019-03-01 18:00:00+00:00,85004,224.75,24.75,0.0,AZ,Latin,https://www.ticketmaster.com/mana-rayando-el-sol-tour-2019-phoenix-arizona-09-13-2019/event/19005653A7041C4B,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.266251,Eric Clapton,,2019-09-14 20:00:00-07:00,613,201 East Jefferson Street,85004,Phoenix,US,Phoenix
340197,91,116 5th Avenue North,Nashville,US,2019-10-23 01:00:00+00:00,Jason Isbell and the 400 Unit Ryman Residency,Rock,0,36.161101,-86.77886,,1.0,2019-06-21 15:00:00+00:00,37219,125.0,49.75,0.0,TN,Pop,https://www.ticketmaster.com/jason-isbell-and-the-400-unit-nashville-tennessee-10-22-2019/event/1B0056C7B07862C8,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.023056,Jason Isbell and the 400 Unit,Jason Isbell,2019-10-23 20:00:00-05:00,795,116 5th Avenue North,37219,Nashville,US,Nashville
9260,13,One Verizon Arena Way,North Little Rock,US,2019-08-23 23:00:00+00:00,Chris Stapleton's All American Road Show,Country,1,34.754940999999995,-92.264314,4,1.0,2019-02-01 16:00:00+00:00,72114,89.75,39.75,0.0,AR,Country,https://www.ticketmaster.com/chris-stapletons-all-american-road-show-north-little-rock-arkansas-08-23-2019/event/1B005634D8525CCB,Verizon Arena,30.0,Verizon Arena,North Little Rock,"18,000",0.067656,Chris Stapleton,The Marcus King Band,2019-08-23 19:00:00-05:00,498001,1 Verizon Arena Way,72114,Little Rock,US,North Little Rock
230949,60,333 East Trade Street,Charlotte,US,2019-11-01 23:30:00+00:00,MercyMe Imagine Nation Tour,Rock,1,35.22522199999999,-80.83992099999998,8,3.0,2019-05-17 14:00:00+00:00,28202,153.5,27.25,0.0,NC,Pop,https://www.ticketmaster.com/mercyme-imagine-nation-tour-charlotte-north-carolina-11-01-2019/event/2D0056A9B52D54EC,Spectrum Center,459.0,Spectrum Center,Charlotte,"18,249 ",0.043005,Crowder,MercyMe,2019-11-01 19:30:00-04:00,3382549,333 East Trade Street,28202,Charlotte,US,Charlotte
16576,148,3900 W Manchester Blvd.,Inglewood,US,2019-11-20 03:00:00+00:00,The Black Keys - Let's Rock Tour,Rock,1,33.9583,-118.341868,,1.0,2019-03-22 17:00:00+00:00,90305,499.5,74.5,0.0,CA,Alternative Rock,https://www.ticketmaster.com/the-black-keys-lets-rock-tour-inglewood-california-11-19-2019/event/09005667EB3F44CC,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.32856199999999997,Post Malone,Swae Lee,2019-11-20 20:00:00-08:00,16272,3900 W. Manchester Blvd.,90305,Los Angeles,US,Inglewood
338465,11,116 5th Avenue North,Nashville,US,2019-09-14 01:00:00+00:00,The Mavericks,Country,1,36.161101,-86.77886,,1.0,2019-05-03 15:00:00+00:00,37219,55.0,35.0,0.0,TN,Country,https://www.ticketmaster.com/the-mavericks-nashville-tennessee-09-13-2019/event/1B005691E9FC8E22,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.01127,Drew Holcomb & the Neighbors,Birdtalker,2019-09-14 20:00:00-05:00,795,116 5th Avenue North,37219,Nashville,US,Nashville
