,is_ga,popularity_sg,short_title,listing_count,average_price,median_price,lowest_price,venue_name,venue_popularity,venue_address,venue_city,venue_state,venue_zip,venue_id,headliner
4492,0.0,0.449,Prof,18.0,87.0,62.0,48.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Prof
4493,1.0,0.0,Warbringer with Enforcer,,,,,Lookout Lounge,0,320 South 72nd Street,Omaha,NE,68114,79608,Warbringer
4494,0.0,0.398,Midnight,11.0,123.0,92.0,43.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Midnight
4495,0.0,0.476,Andy Grammer,29.0,133.0,100.0,63.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Andy Grammer
4496,0.0,0.0,Saul,1.0,39.0,39.0,39.0,Slowdown - Front Room,0,729 North 14th Street,Omaha,NE,68102,323416,Saul
4497,0.0,0.498,Tommy Emmanuel,2.0,135.0,62.0,62.0,Rococo Theatre,0,140 North 13th Street,Lincoln,NE,68508,2215,Tommy Emmanuel
4498,1.0,0.451,Melvins with Redd Kross,24.0,117.0,60.0,44.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Melvins
4499,1.0,0.0,Fruit Bats with Sun June,6.0,115.0,96.0,57.0,Slowdown - Front Room,0,729 North 14th Street,Omaha,NE,68102,323416,Fruit Bats
4500,1.0,0.0,Ace Hood,,,,,The Royal Grove,0,340 West Cornhusker Highway,Lincoln,NE,68521,440347,Ace Hood
4501,0.0,0.395,Acid King,15.0,100.0,77.0,35.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Acid King
4502,1.0,0.0,"Koe Wetzel in Wayne, Nebraska",1.0,40.0,40.0,40.0,The Beaumont Event & Concert Hall,0,2611 North Highway 15,Wayne,NE,68787,439639,"Koe Wetzel in Wayne, Nebraska"
4503,1.0,0.461,"Now, Now",3.0,48.0,37.0,36.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,"Now, Now"
4504,1.0,0.0,Doyle,,,,,Lookout Lounge,0,320 South 72nd Street,Omaha,NE,68114,79608,Doyle
4505,0.0,0.389,Koe Wetzel,24.0,94.0,56.0,40.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Koe Wetzel
4506,0.0,0.436,The Band Camino with Valley,30.0,101.0,55.0,44.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Valley
4507,0.0,0.42,Bronco,2.0,140.0,137.0,137.0,Ralston Arena,0,7300 Q St,Ralston,NE,68127,32070,Bronco
4508,0.0,0.352,Wilder Woods,20.0,92.0,69.0,62.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Wilder Woods
4509,1.0,0.0,Mike Watt,5.0,132.0,130.0,110.0,Reverb Lounge,0,6121 Military Avenue,Omaha,NE,68104,72595,Mike Watt
4510,0.0,0.582,The Doobie Brothers,17.0,146.0,135.0,102.0,Orpheum Theater,0,409 S 16th St,Omaha,NE,68102,485,The Doobie Brothers
4511,1.0,0.478,Titus Andronicus,11.0,92.0,88.0,36.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Titus Andronicus
4512,0.0,0.0,Plague Vendor with No Parents,6.0,111.0,89.0,46.0,Slowdown - Front Room,0,729 North 14th Street,Omaha,NE,68102,323416,Plague Vendor
4513,1.0,0.0,Eluveitie,5.0,185.0,184.0,111.0,The Royal Grove,0,340 West Cornhusker Highway,Lincoln,NE,68521,440347,Eluveitie
4514,0.0,0.0,Gary Allan,,,,,Baxter Arena,0,2425 S. 67th St,Omaha,NE,68106,78765,Gary Allan
4515,0.0,0.41,Bowling For Soup with Less Than Jake and Authority Zero,22.0,85.0,64.0,48.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Less Than Jake
4516,0.0,0.544,Mac DeMarco,31.0,107.0,81.0,68.0,Sokol Auditorium,0,2234 S 13th St,Omaha,NE,68108,859,Mac DeMarco
4517,0.0,0.484,Kansas,100.0,178.0,111.0,61.0,Orpheum Theater,0,409 S 16th St,Omaha,NE,68102,485,Kansas
4518,0.0,0.0,Badflower,15.0,186.0,156.0,68.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,Badflower
4519,0.0,0.364,Chop Suey,,,,,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Chop Suey
4520,1.0,0.44,Senses Fail,10.0,79.0,79.0,46.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Senses Fail
4521,0.0,0.443,Sinkane,11.0,84.0,59.0,41.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Sinkane
4522,0.0,0.0,Cold,7.0,118.0,100.0,49.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,5002,Cold
4523,1.0,0.423,Delta Rae with Frances Cone,9.0,85.0,57.0,35.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Delta Rae
4524,0.0,0.388,Hoodie Allen with Jake Miller,27.0,122.0,80.0,67.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Hoodie Allen
4525,0.0,0.421,GWAR with Sacred Reich and Against The Grain and Toxic Holocaust,19.0,116.0,75.0,57.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,GWAR
4526,1.0,0.539,Yonder Mountain String Band,2.0,603.0,58.0,58.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Yonder Mountain String Band
4527,0.0,0.413,Descendents with Joyce Manor and Night Birds,30.0,100.0,81.0,64.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,5002,Descendents
4528,0.0,0.615,Miranda Lambert with Maren Morris,896.0,194.0,162.0,28.0,Pinnacle Bank Arena,0,600 R Street,Lincoln,NE,68508,48918,Miranda Lambert
4529,1.0,0.0,Martin Sexton,1.0,81.0,81.0,81.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Martin Sexton
4530,0.0,0.659,Phil Collins,373.0,413.0,249.0,75.0,CHI Health Center Omaha,0,455 N. 10th Street,Omaha,NE,68102,107,Phil Collins
4531,1.0,0.439,Strung Out with The Casualties,5.0,58.0,53.0,51.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Strung Out
4532,0.0,0.567,Cigarettes After Sex,26.0,122.0,84.0,60.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Cigarettes After Sex
4533,0.0,0.479,Scotty Sire,19.0,87.0,61.0,50.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Scotty Sire
4534,0.0,0.437,Lucy Dacus with Liza Anne,17.0,83.0,65.0,44.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Liza Anne
4535,0.0,0.659,Guns N' Roses,567.0,340.0,287.0,96.0,Pinnacle Bank Arena,0,600 R Street,Lincoln,NE,68508,48918,Guns N' Roses
4536,0.0,0.508,Nelly with Bone Thugs-N-Harmony,258.0,133.0,113.0,69.0,Baxter Arena,0,2425 S. 67th St,Omaha,NE,68106,78765,Bone Thugs-N-Harmony
4537,0.0,0.0,Big K.R.I.T.,5.0,90.0,67.0,64.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,Big K.R.I.T.
4538,1.0,0.0,Rend Collective,4.0,75.0,79.0,53.0,Lincoln Berean Church,0,6400 S. 70th Street,Lincoln,NE,68516,45721,Rend Collective
4539,0.0,0.0,Starset with Palisades,27.0,113.0,68.0,47.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,Palisades
4540,1.0,0.0,"nothing,nowhere.",,,,,Lookout Lounge,0,320 South 72nd Street,Omaha,NE,68114,79608,"nothing,nowhere."
4541,0.0,0.593,Incubus with Wild Belle,145.0,241.0,200.0,103.0,Orpheum Theater,0,409 S 16th St,Omaha,NE,68102,485,Incubus
4542,0.0,0.0,Municipal Waste with Sick Of It All and Napalm Death,20.0,104.0,69.0,57.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,Sick Of It All
4543,1.0,0.445,The Lacs with Black Stone Cherry,13.0,173.0,156.0,59.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Black Stone Cherry
4544,0.0,0.455,Whitney with Lala Lala,21.0,126.0,67.0,53.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Whitney
4545,1.0,0.505,Mike Doughty,9.0,70.0,69.0,57.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Mike Doughty
4546,1.0,0.502,The Japanese House,12.0,56.0,53.0,44.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,The Japanese House
4547,0.0,0.447,Explosions in the Sky,31.0,90.0,62.0,42.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,5002,Explosions in the Sky
4548,1.0,0.552,Justin Townes Earle,15.0,156.0,112.0,49.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Justin Townes Earle
4549,0.0,0.0,Smooth Hound Smith,,,,,O'Leaver's,0,1322 Saddle Creek Road,Omaha,NE,68106,475208,Smooth Hound Smith
4550,0.0,0.0,Scott H. Biram with The Goddamn Gallows,,,,,Duffy's Tavern,0,1412 S St.,Lincoln,NE,68508,30687,Scott H. Biram
4551,0.0,0.445,Moon Hooch with Jaw Gems,8.0,103.0,79.0,57.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Moon Hooch
4552,0.0,0.0,Yheti,10.0,148.0,151.0,86.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,5002,Yheti
4553,0.0,0.765,Chance the Rapper,339.0,255.0,221.0,92.0,CHI Health Center Omaha,0,455 N. 10th Street,Omaha,NE,68102,107,Chance the Rapper
4554,0.0,0.49,Gryffin,33.0,106.0,65.0,49.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Gryffin
4555,1.0,0.0,Tiffany,,,,,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Tiffany
4556,0.0,0.379,Tiffany,12.0,189.0,143.0,57.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,5002,Tiffany
4557,0.0,0.37,ZOSO - The Ultimate Led Zeppelin Experience,25.0,76.0,55.0,43.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Zoso (Led Zeppelin Tribute)
4558,0.0,0.408,Suicide Girls: SuicideGirls: Blackheart Burlesque (18+),18.0,57.0,53.0,46.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Suicide Girls
4559,0.0,0.0,Mandisa's Girls Night Live,,,,,Bellevue Christian Center,0,1400 Harvell Drive,Bellevue,NE,68005,16373,Mandisa's Girls Night Live
4560,0.0,0.447,Devendra Banhart with Black Belt Eagle Scout,28.0,112.0,67.0,55.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Devendra Banhart
4561,0.0,0.463,The Menzingers with Tigers Jaw,20.0,125.0,74.0,49.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,The Menzingers
4562,1.0,0.489,New Found Glory with Hawthorne Heights and Free Throw,21.0,239.0,112.0,59.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Hawthorne Heights
4563,1.0,0.0,Sidewalk Prophets,1.0,33.0,33.0,33.0,St Paul's United Methodist Church,0,324 South Jackson Street,Papillion,NE,68046,428112,Sidewalk Prophets
4564,1.0,0.0,Skizzy Mars,15.0,122.0,98.0,51.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,Skizzy Mars
4565,0.0,0.406,Kris Lager Band,9.0,105.0,89.0,38.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Kris Lager Band
4566,0.0,0.482,Hirie: RDGLDGRN,15.0,142.0,88.0,35.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,RDGLDGRN
4567,1.0,0.412,Clan Of Xymox,6.0,102.0,61.0,40.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,Clan Of Xymox
4568,0.0,0.453,X Ambassadors,31.0,116.0,89.0,70.0,Sokol Auditorium,0,2234 S 13th St,Omaha,NE,68108,859,X Ambassadors
4569,1.0,0.0,Pile,5.0,124.0,107.0,72.0,Slowdown - Front Room,0,729 North 14th Street,Omaha,NE,68102,323416,Pile
4570,1.0,0.0,Powerman 5000 Hed p.e,,,,,The Royal Grove,0,340 West Cornhusker Highway,Lincoln,NE,68521,440347,Powerman 5000 Hed p.e
4571,0.0,0.0,Pigeons Playing Ping Pong with lespecial,20.0,131.0,77.0,46.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,Pigeons Playing Ping Pong
4572,0.0,0.448,Casey Donahew Band,12.0,172.0,156.0,51.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Casey Donahew Band
4573,1.0,0.475,Drake White,10.0,195.0,167.0,52.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Drake White
4574,0.0,0.458,La Arrolladora Banda El Limon,,,,,Ralston Arena,0,7300 Q St,Ralston,NE,68127,32070,La Arrolladora Banda El Limon
4575,1.0,0.0,Nile with Terrorizer,5.0,153.0,151.0,86.0,The Royal Grove,0,340 West Cornhusker Highway,Lincoln,NE,68521,440347,Nile
4576,0.0,0.437,Our Last Night with I See Stars,16.0,64.0,57.0,50.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,I See Stars
4577,0.0,0.0,Amigo The Devil with King Dude,6.0,107.0,96.0,35.0,Slowdown - Front Room,0,729 North 14th Street,Omaha,NE,68102,323416,King Dude
4578,0.0,0.547,Wilco,211.0,178.0,137.0,67.0,Orpheum Theater,0,409 S 16th St,Omaha,NE,68102,485,Wilco
4579,1.0,0.438,Aqueous,,,,,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Aqueous
4580,0.0,0.463,Yelawolf,15.0,171.0,122.0,67.0,Sokol Auditorium,0,2234 S 13th St,Omaha,NE,68108,859,Yelawolf
4581,0.0,0.409,BEAR GRILLZ,19.0,126.0,77.0,47.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,BEAR GRILLZ
4582,0.0,0.398,Helmet,23.0,86.0,72.0,49.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Helmet
4583,0.0,0.43,Neon Indian,23.0,115.0,67.0,51.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Neon Indian
4584,1.0,0.0,The Hu,1.0,35.0,35.0,35.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,The Hu
4585,0.0,0.308,The Prince Experience,18.0,83.0,56.0,48.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,The Prince Experience
4586,1.0,0.522,Allah-Las with Mapache,19.0,121.0,60.0,39.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,Allah-Las
4587,0.0,0.693,Jonas Brothers with Bebe Rexha,902.0,238.0,199.0,65.0,CHI Health Center Omaha,0,455 N. 10th Street,Omaha,NE,68102,107,Jonas Brothers
4588,0.0,0.492,Jim Brickman,2.0,96.0,96.0,96.0,Rococo Theatre,0,140 North 13th Street,Lincoln,NE,68508,2215,Jim Brickman
4589,1.0,0.412,The Motet with Exmag,6.0,76.0,57.0,46.0,The Waiting Room,0,6212 Maple Street,Omaha,NE,68104,1290,The Motet
4590,0.0,0.0,Chase Rice with Cale Dodds,26.0,127.0,93.0,68.0,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,Chase Rice
4591,0.0,0.0,Static-X with DevilDriver and Dope and Wednesday 13,,,,,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,216010,DevilDriver
4592,0.0,0.398,Wednesday 13,,,,,Bourbon Theatre,0,1415 O Street,Lincoln,NE,68508,5002,Wednesday 13
4593,0.0,0.431,The Wood Brothers with Katie Pruitt,18.0,131.0,92.0,58.0,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,The Wood Brothers
4594,0.0,0.616,Five Finger Death Punch,473.0,191.0,164.0,67.0,CHI Health Center Omaha,0,455 N. 10th Street,Omaha,NE,68102,107,Five Finger Death Punch
4595,0.0,0.0,Home Free,67.0,181.0,121.0,44.0,Orpheum Theater,0,409 S 16th St,Omaha,NE,68102,485,Home Free
4596,0.0,0.307,PetRock,,,,,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,PetRock
4597,0.0,0.305,PetRock,,,,,Slowdown,0,729 North 14th Street,Omaha,NE,68102,942,PetRock
4598,0.0,0.0,Yellowjackets with Luciana Souza,3.0,186.0,201.0,128.0,Kiewit Hall At Holland Performing Arts Center,0,1200 Douglas Street,Omaha,NE,68102,8751,Yellowjackets
4599,0.0,0.0,Luke Combs,197.0,209.0,176.0,102.0,Wild West Arena,0,2400 N Buffalo Bill Ave,North Platte,NE,69101,8822,Luke Combs
4600,0.0,0.0,Toby Keith,26.0,110.0,100.0,74.0,Wild West Arena,0,2400 N Buffalo Bill Ave,North Platte,NE,69101,8822,Toby Keith
4601,0.0,0.0,Hitzville,4.0,116.0,113.0,88.0,V Theater at Planet Hollywood Resort and Casino - Las Vegas,0,3667 Las Vegas Blvd S,Las Vegas,NV,89109,4361,Hitzville
4602,0.0,0.0,The Australian Bee Gees,2.0,124.0,102.0,102.0,Tournament of Kings Arena at Excalibur Hotel and Casino,0,3850 Las Vegas Blvd,Las Vegas,NV,89109,4579,The Australian Bee Gees
4603,1.0,0.0,Backtrack,,,,,American Legion Post 8,0,749 North Veterans Memorial Drive,Las Vegas,NV,89101,431982,Backtrack
4604,0.0,0.638,Tenors of Rock,3.0,204.0,204.0,148.0,Planet Hollywood Resort & Casino	- Las Vegas,0,3667 Las Vegas Boulevard South,Las Vegas,NV,89109,1535,Tenors of Rock
4605,0.0,0.592,Opium,1.0,152.0,152.0,152.0,The Cosmopolitan of Las Vegas,0,3708 South Las Vegas Boulevard,Las Vegas,NV,89109,3846,Opium
4606,0.0,0.0,The Bronx Wanderers,,,,,The Showroom at The Quad,0,3535 Las Vegas Blvd,Las Vegas,NV,89109,65028,The Bronx Wanderers
4607,0.0,0.0,Purple Reign,1.0,98.0,98.0,98.0,Tropicana Hotel Las Vegas,0,3801 Las Vegas Boulevard,Las Vegas,NV,89109,8284,Purple Reign
4608,1.0,0.0,A Boogie Wit Da Hoodie,,,,,Marquee Nightclub,0,3708 S Las Vegas Blvd,Las Vegas,NV,89109,11676,A Boogie Wit Da Hoodie
4609,0.0,0.0,BeatleShow,2.0,94.0,88.0,88.0,Saxe Theater,0,3663 Las Vegas Blvd.,Las Vegas,NV,89109,5511,B (Beatles Tribute)
4610,0.0,0.0,Hitzville,4.0,116.0,113.0,88.0,V Theater at Planet Hollywood Resort and Casino - Las Vegas,0,3667 Las Vegas Blvd S,Las Vegas,NV,89109,4361,Hitzville
4611,0.0,0.0,The Australian Bee Gees,2.0,124.0,102.0,102.0,Tournament of Kings Arena at Excalibur Hotel and Casino,0,3850 Las Vegas Blvd,Las Vegas,NV,89109,4579,The Australian Bee Gees
4612,0.0,0.0,Scott Bradlee's Postmodern Jukebox,,,,,1 Oak at The Mirage,0,3400 S. Las Vegas Blvd,Las Vegas,NV,89109,12437,Scott Bradlee's Postmodern Jukebox
4613,0.0,0.0,The Rat Pack is Back!,4.0,101.0,95.0,83.0,Copa Room at Tuscany Suites and Casino,0,255 E Flamingo Rd,Las Vegas,NV,89169,179366,The Rat Pack is Back!
4614,0.0,0.748,Tenors of Rock,6.0,155.0,145.0,130.0,Planet Hollywood Resort & Casino	- Las Vegas,0,3667 Las Vegas Boulevard South,Las Vegas,NV,89109,1535,Tenors of Rock
4615,0.0,0.488,Erra with Currents,1.0,71.0,71.0,71.0,Jub Jub's Thirst Parlor,0,71 South Wells Avenue,Reno,NV,89502,26420,Erra
4616,0.0,0.0,Paula Abdul,12.0,198.0,180.0,128.0,Flamingo Las Vegas,0,3555 Las Vegas Boulevard South,Las Vegas,NV,89109,4404,Paula Abdul
4617,0.0,0.0,The Bronx Wanderers,,,,,The Showroom at The Quad,0,3535 Las Vegas Blvd,Las Vegas,NV,89109,65028,The Bronx Wanderers
4618,0.0,0.0,Purple Reign,6.0,112.0,104.0,90.0,Tropicana Hotel Las Vegas,0,3801 Las Vegas Boulevard,Las Vegas,NV,89109,8284,Purple Reign
4619,1.0,0.0,OMNIA Tuesdays,,,,,Omnia Las Vegas,0,3570 S Las Vegas Blvd,Las Vegas,NV,89109,77894,OMNIA Tuesdays
4620,0.0,0.0,Hitzville,4.0,116.0,113.0,88.0,V Theater at Planet Hollywood Resort and Casino - Las Vegas,0,3667 Las Vegas Blvd S,Las Vegas,NV,89109,4361,Hitzville
4621,0.0,0.0,BeatleShow,2.0,94.0,88.0,88.0,Saxe Theater,0,3663 Las Vegas Blvd.,Las Vegas,NV,89109,5511,B (Beatles Tribute)
4622,0.0,0.0,The Australian Bee Gees,4.0,125.0,104.0,102.0,Tournament of Kings Arena at Excalibur Hotel and Casino,0,3850 Las Vegas Blvd,Las Vegas,NV,89109,4579,The Australian Bee Gees
4623,0.0,0.615,Young The Giant with Fitz and the Tantrums,11.0,94.0,84.0,80.0,Grand Sierra Theatre,0,2500 East Second Street,Reno,NV,89595,423,Fitz and the Tantrums
4624,0.0,0.0,Scott Bradlee's Postmodern Jukebox,,,,,1 Oak at The Mirage,0,3400 S. Las Vegas Blvd,Las Vegas,NV,89109,12437,Scott Bradlee's Postmodern Jukebox
4625,0.0,0.626,Tenors of Rock,3.0,204.0,204.0,148.0,Planet Hollywood Resort & Casino	- Las Vegas,0,3667 Las Vegas Boulevard South,Las Vegas,NV,89109,1535,Tenors of Rock
4626,0.0,0.513,Lake Street Dive,13.0,82.0,83.0,72.0,Montbleu Resort & Casino,0,55 Highway 50,Stateline,NV,89449,1839,Lake Street Dive
4627,0.0,0.0,The Bronx Wanderers,,,,,The Showroom at The Quad,0,3535 Las Vegas Blvd,Las Vegas,NV,89109,65028,The Bronx Wanderers
4628,0.0,0.741,Def Leppard,118.0,365.0,216.0,112.0,Planet Hollywood Resort & Casino	- Las Vegas,0,3667 Las Vegas Boulevard South,Las Vegas,NV,89109,1535,Def Leppard
4629,0.0,0.584,Opium,1.0,152.0,152.0,152.0,The Cosmopolitan of Las Vegas,0,3708 South Las Vegas Boulevard,Las Vegas,NV,89109,3846,Opium
4630,0.0,0.594,Diana Ross,3.0,206.0,193.0,134.0,Wynn Las Vegas,0,3131 South Las Vegas Boulevard,Las Vegas,NV,89109,3243,Diana Ross
4631,0.0,0.0,Janet Jackson,7.0,476.0,499.0,291.0,Park MGM Las Vegas,0,3770 South Las Vegas Boulevard,Las Vegas,NV,89109,431354,Janet Jackson
4632,0.0,0.0,Sexxy The Show with Jennifer Romas (18+),,,,,Westgate Las Vegas Resort & Casino,0,3000 Paradise Road,Las Vegas,NV,89109,1492,Sexxy The Show
4633,1.0,0.0,F#%kin' Kaos Thursdays,2.0,136.0,112.0,112.0,Kaos @ Palms Casino Resort,0,4321 West Flamingo Road,Las Vegas,NV,89103,48577,F#%kin' Kaos Thursdays
4634,1.0,0.0,Corrosion Of Conformity,1.0,108.0,108.0,108.0,DAYLIGHT Beach Club,0,3950 South Las Vegas Boulevard,Las Vegas,NV,89119,51306,Corrosion Of Conformity
4635,0.0,0.0,Hitzville,8.0,118.0,116.0,88.0,V Theater at Planet Hollywood Resort and Casino - Las Vegas,0,3667 Las Vegas Blvd S,Las Vegas,NV,89109,4361,Hitzville
4636,0.0,0.0,The Australian Bee Gees,4.0,125.0,104.0,102.0,Tournament of Kings Arena at Excalibur Hotel and Casino,0,3850 Las Vegas Blvd,Las Vegas,NV,89109,4579,The Australian Bee Gees
4637,0.0,0.659,JoJo Siwa with The Belles,302.0,193.0,126.0,67.0,Reno Events Center,0,400 North Center Street,Reno,NV,89501,637,JoJo Siwa
4638,0.0,0.0,Scott Bradlee's Postmodern Jukebox,,,,,1 Oak at The Mirage,0,3400 S. Las Vegas Blvd,Las Vegas,NV,89109,12437,Scott Bradlee's Postmodern Jukebox
4639,0.0,0.0,The Rat Pack is Back!,10.0,116.0,112.0,83.0,Copa Room at Tuscany Suites and Casino,0,255 E Flamingo Rd,Las Vegas,NV,89169,179366,The Rat Pack is Back!
4640,0.0,0.637,Tenors of Rock,5.0,162.0,149.0,130.0,Planet Hollywood Resort & Casino	- Las Vegas,0,3667 Las Vegas Boulevard South,Las Vegas,NV,89109,1535,Tenors of Rock
4641,0.0,0.583,Opium,2.0,154.0,152.0,152.0,The Cosmopolitan of Las Vegas,0,3708 South Las Vegas Boulevard,Las Vegas,NV,89109,3846,Opium
4642,0.0,0.0,Paula Abdul,13.0,239.0,231.0,127.0,Flamingo Las Vegas,0,3555 Las Vegas Boulevard South,Las Vegas,NV,89109,4404,Paula Abdul
4643,1.0,0.0,Rave:1,,,,,CMXX DTLV,0,920 South Commerce Street,Las Vegas,NV,89106,480910,Rave:1
4644,0.0,0.0,The Bronx Wanderers,,,,,The Showroom at The Quad,0,3535 Las Vegas Blvd,Las Vegas,NV,89109,65028,The Bronx Wanderers
4645,0.0,0.0,Purple Reign,6.0,112.0,104.0,90.0,Tropicana Hotel Las Vegas,0,3801 Las Vegas Boulevard,Las Vegas,NV,89109,8284,Purple Reign
4646,1.0,0.0,Empress Of,,,,,Bunkhouse Saloon,0,124 South 11th Street,Las Vegas,NV,89101,11131,Empress Of
4647,0.0,0.585,Opium,1.0,152.0,152.0,152.0,The Cosmopolitan of Las Vegas,0,3708 South Las Vegas Boulevard,Las Vegas,NV,89109,3846,Opium
4648,1.0,0.0,Bass Camp Presents,,,,,The Bluebird,0,555 East 4th Street,Reno,NV,89512,425033,Bass Camp Presents
4649,0.0,0.0,Sexxy The Show with Jennifer Romas (18+),2.0,118.0,101.0,101.0,Westgate Las Vegas Resort & Casino,0,3000 Paradise Road,Las Vegas,NV,89109,1492,Sexxy The Show
4650,1.0,0.624,Drai's Nightclub (21+),,,,,Drai's Beachclub & Nightclub,0,3595 South Las Vegas Boulevard,Las Vegas,NV,89109,60309,Drai's Nightclub
4651,1.0,0.0,Drais Beachclub Guestlist,,,,,Drai's Beachclub & Nightclub,0,3595 South Las Vegas Boulevard,Las Vegas,NV,89109,60309,Drais Beachclub Guestlist
4652,0.0,0.0,Alesso (21+),,,,,Encore Beach Club,0,3131 South Las Vegas Boulevard,Las Vegas,NV,89109,8719,Alesso
4653,0.0,0.0,The Bronx Wanderers,,,,,The Showroom at The Quad,0,3535 Las Vegas Blvd,Las Vegas,NV,89109,65028,The Bronx Wanderers
4654,0.0,0.0,Hitzville,8.0,118.0,116.0,88.0,V Theater at Planet Hollywood Resort and Casino - Las Vegas,0,3667 Las Vegas Blvd S,Las Vegas,NV,89109,4361,Hitzville
4655,0.0,0.652,EpicRaves & Underground Events Presents,,,,,Hard Rock Live,0,3771 South Las Vegas Boulevard,Las Vegas,NV,89109,6128,EpicRaves & Underground Events Presents
4656,0.0,0.746,Lynyrd Skynyrd with Bad Company,194.0,136.0,53.0,15.0,T-Mobile Arena,0,3780 Las Vegas Boulevard,Las Vegas,NV,89158,161601,Lynyrd Skynyrd
4657,0.0,0.587,Phantogram with Bob Moses,12.0,124.0,105.0,98.0,Grand Sierra Theatre,0,2500 East Second Street,Reno,NV,89595,423,Phantogram
4658,0.0,0.0,Scott Bradlee's Postmodern Jukebox,,,,,1 Oak at The Mirage,0,3400 S. Las Vegas Blvd,Las Vegas,NV,89109,12437,Scott Bradlee's Postmodern Jukebox
4659,0.0,0.685,Tenors of Rock,3.0,145.0,130.0,71.0,Planet Hollywood Resort & Casino	- Las Vegas,0,3667 Las Vegas Boulevard South,Las Vegas,NV,89109,1535,Tenors of Rock
4660,0.0,0.0,The Rat Pack is Back!,8.0,108.0,97.0,83.0,Copa Room at Tuscany Suites and Casino,0,255 E Flamingo Rd,Las Vegas,NV,89169,179366,The Rat Pack is Back!
