,is_ga,popularity_sg,short_title,listing_count,average_price,median_price,lowest_price,venue_name,venue_popularity,venue_address,venue_city,venue_state,venue_zip,venue_id,headliner
0,0.0,0.0,Vandoliers,,,,,The Nick,0,2514 10th Ave S,Birmingham,AL,35205,479986,Vandoliers
1,0.0,0.496,Jamie Kent with Jimmy Hall,,,,,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Jimmy Hall
2,0.0,0.513,Jamie Kent,,,,,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Jamie Kent
3,0.0,0.474,Jen Kirkman (18+),3.0,58.0,57.0,57.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Jen Kirkman
4,0.0,0.0,Adam Hood with The Red Clay Strays,,,,,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Adam Hood
5,0.0,0.582,Midland: Little Big Town,65.0,82.0,79.0,26.0,Tuscaloosa Amphitheater,0,2710 Jack Warner Pkwy.,Tuscaloosa,AL,35401,3990,Little Big Town
6,0.0,0.552,The SteelDrivers,9.0,81.0,78.0,53.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,The SteelDrivers
7,1.0,0.0,Summer Supper & KJAMS,,,,,The Plant,0,308 N Saint Andrews St,Dothan,AL,36303,436602,Summer Supper & KJAMS
8,0.0,0.51,Jimmy Hall,15.0,72.0,55.0,50.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Jimmy Hall
9,0.0,0.664,Country Megaticket: Brad Paisley,,,,,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,Brad Paisley
10,0.0,0.723,Thomas Rhett with Dustin Lynch and Russell Dickerson,85.0,145.0,115.0,73.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,Dustin Lynch
11,0.0,0.45,Johnny Gill (21+),,,,,Wind Creek Casino and Hotel Wetumpka,0,100 River Oaks Drive,Wetumpka,AL,36092,74518,Johnny Gill
12,1.0,0.502,Bun B (18+),11.0,86.0,81.0,69.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Bun B
13,0.0,0.627,Midland: Little Big Town,139.0,81.0,74.0,22.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290,Little Big Town
14,0.0,0.0,Matt Stell,,,,,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Matt Stell
15,0.0,0.608,Heart with Brandi Carlile and Elle King,274.0,179.0,114.0,13.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,Brandi Carlile
16,0.0,0.626,Pentatonix with Rachel Platten,198.0,151.0,128.0,30.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290,Rachel Platten
17,1.0,0.0,Crowbar with Lo-Pan (18+),,,,,The Merry Widow,0,51 S Conception St,Mobile,AL,36602,150708,Crowbar
18,1.0,0.0,Blacktop Mojo,,,,,SIDETRACKS MUSIC HALL,0,415 E Church Street Northwest,Huntsville,AL,35801,429506,Blacktop Mojo
19,0.0,0.729,Why Don't We,213.0,123.0,100.0,29.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,Why Don't We
20,0.0,0.561,Judah & The Lion,1.0,76.0,76.0,76.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115,Judah & The Lion
21,1.0,0.0,Bartok's Sonata for Two Pianos and Percussion,,,,,Rusell Erskine,0,115 Clinton Ave West,Huntsville,AL,35801,481465,Bartok's Sonata for Two Pianos and Percussion
22,0.0,0.592,Pentatonix with Rachel Platten,130.0,172.0,140.0,27.0,Tuscaloosa Amphitheater,0,2710 Jack Warner Pkwy.,Tuscaloosa,AL,35401,3990,Rachel Platten
23,0.0,0.68,Brad Paisley with Chris Lane,229.0,118.0,125.0,29.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290,Brad Paisley
24,1.0,0.458,The Bird and the Bee with Samantha Sidley (18+),5.0,38.0,38.0,36.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,The Bird and the Bee
25,0.0,0.0,Dirty Dozen Brass Band,1.0,40.0,40.0,40.0,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Dirty Dozen Brass Band
26,0.0,0.569,The Mavericks,70.0,88.0,80.0,53.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,The Mavericks
27,0.0,0.0,Jason Isbell,,,,,Amphitheater at the City of Auburn Lawn and Porch,0,910 South College Street,Auburn,AL,36830,480940,Jason Isbell
28,1.0,0.0,The Raconteurs,,,,,Shoals Community Theatre,0,123 North Seminary Street,Florence,AL,35630,9620,The Raconteurs
29,1.0,0.0,TAUK,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,TAUK
30,0.0,0.575,Winston Ramble (18+),,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Winston Ramble
31,0.0,0.443,Muscadine Bloodline,7.0,49.0,49.0,44.0,Druid City Music Hall,0,1307 University Blvd,Tuscaloosa,AL,35401,128059,Muscadine Bloodline
32,0.0,0.0,CBDB,,,,,Bourbon Street Bar,0,103 N College St,Auburn,AL,36830,27009,CBDB
33,1.0,0.0,Jameson Rodgers (18+),3.0,35.0,34.0,31.0,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Jameson Rodgers
34,1.0,0.0,Bach By Candlelight,,,,,The Cooper House,0,405 Randolph Avenue Southeast,Huntsville,AL,35801,454010,Bach By Candlelight
35,1.0,0.0,Afternoon Bassoons,,,,,The Cooper House,0,405 Randolph Avenue Southeast,Huntsville,AL,35801,454010,Afternoon Bassoons
36,0.0,0.577,Family Worship,12.0,42.0,42.0,42.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808,Family Worship
37,0.0,0.0,Margo Price,,,,,Shoals Community Theatre,0,123 North Seminary Street,Florence,AL,35630,9620,Margo Price
38,1.0,0.444,The Molly Ringwalds,18.0,108.0,64.0,36.0,Avondale Brewing Company,0,201 41st St S,Birmingham,AL,35222,45538,The Molly Ringwalds
39,0.0,0.0,Michael Feinstein,,,,,Woltosz Theatre at Gogue Performing Arts Center at Auburn University,0,910 South College Street,Auburn,AL,36830,480740,Michael Feinstein
40,1.0,0.0,Framing Hanley with Shallow Side,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,Framing Hanley
41,0.0,0.544,The Black Jacket Symphony,84.0,166.0,87.0,57.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281,The Black Jacket Symphony
42,0.0,0.491,Pedro The Lion with mewithoutYou,18.0,112.0,64.0,48.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,mewithoutYou
43,0.0,0.391,Walden with Stop Light Observations,,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Stop Light Observations
44,0.0,0.593,Mary J. Blige with Nas,128.0,190.0,172.0,36.0,Tuscaloosa Amphitheater,0,2710 Jack Warner Pkwy.,Tuscaloosa,AL,35401,3990,Mary J. Blige
45,0.0,0.59,Beck with Spoon and Sunflower Bean and Cage The Elephant,224.0,119.0,85.0,21.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,Beck
46,0.0,0.631,Chris Stapleton with Brent Cobb and The Marcus King Band,308.0,233.0,186.0,120.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808,Brent Cobb
47,1.0,0.469,Anderson East: The Revivalists with Great Peacock (21+),3.0,129.0,129.0,124.0,Avondale Brewing Company,0,201 41st St S,Birmingham,AL,35222,45538,The Revivalists
48,0.0,0.0,The Revivalists,2.0,123.0,115.0,115.0,Avondale Brewery,0,3336 North Milwaukee Avenue,Birmingham,AL,35222,54070,The Revivalists
49,0.0,0.517,Sawyer Brown,56.0,81.0,82.0,57.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Sawyer Brown
50,1.0,0.479,Buckcherry with Joyous Wolf (16+),17.0,104.0,66.0,47.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Buckcherry
51,1.0,0.0,Dillon Carmichael,,,,,SIDETRACKS MUSIC HALL,0,415 E Church Street Northwest,Huntsville,AL,35801,429506,Dillon Carmichael
52,0.0,0.459,Valerie June with Mick Flannery (18+),5.0,59.0,57.0,49.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Valerie June
53,0.0,0.695,Chris Stapleton with Brent Cobb and The Marcus King Band,199.0,268.0,233.0,167.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290,Brent Cobb
54,1.0,0.546,Caleb Lee Hutchinson (18+),,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Caleb Lee Hutchinson
55,1.0,0.0,Sebastian Bach 30th Anniversary Tour: Sebastian Bach (19+),1.0,97.0,97.0,97.0,SIDETRACKS MUSIC HALL,0,415 E Church Street Northwest,Huntsville,AL,35801,429506,Sebastian Bach
56,0.0,0.675,Backstreet Boys,139.0,212.0,168.0,46.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115,Backstreet Boys
57,1.0,0.474,The Band Camino with Valley,18.0,109.0,58.0,44.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Valley
58,0.0,0.0,Old Crow Medicine Show,65.0,99.0,87.0,57.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691,Old Crow Medicine Show
59,1.0,0.0,"Marty Haggard - A Tribute to My Dad, Merle Haggard - Russellville",,,,,Historic Roxy Theatre,0,205 Jackson Avenue N,Russellville,AL,35653,76506,Marty Haggard
60,0.0,0.574,Old Crow Medicine Show,53.0,108.0,97.0,63.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Old Crow Medicine Show
61,0.0,0.0,Republican Hair,,,,,The Nick,0,2514 10th Ave S,Birmingham,AL,35205,479986,Republican Hair
62,0.0,0.509,Jim Parkers Songwriters Series,26.0,58.0,57.0,53.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808,Jim Parkers Songwriters Series
63,0.0,0.642,Hootie & The Blowfish with Barenaked Ladies,84.0,265.0,180.0,80.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,Barenaked Ladies
64,0.0,0.485,Tucka with MC Lightfoot and Calvin Richardson,51.0,92.0,93.0,74.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Calvin Richardson
65,1.0,0.0,Steve Poltz,,,,,WorkPlay Theatre,0,500 23rd St S,Birmingham,AL,35233,1164,Steve Poltz
66,1.0,0.487,Mark Farina (18+),2.0,40.0,39.0,39.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Mark Farina
67,0.0,0.0,Waker,,,,,Bourbon Street Bar,0,103 N College St,Auburn,AL,36830,27009,Waker
68,0.0,0.566,"Marty Haggard - A Tribute to My Dad, Merle Haggard - Foley",,,,,Mobile Civic Center,0,401 Civic Center Drive,Mobile,AL,36602,1381,Marty Haggard
69,1.0,0.0,Yacht Rock Revue,1.0,83.0,83.0,83.0,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,Yacht Rock Revue
70,0.0,0.648,JoJo Siwa with The Belles,161.0,198.0,108.0,73.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115,JoJo Siwa
71,0.0,0.527,Boz Scaggs,32.0,98.0,94.0,77.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Boz Scaggs
72,1.0,0.461,Buku with Esseks,18.0,128.0,58.0,37.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Buku
73,0.0,0.0,Black Pumas,,,,,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Black Pumas
74,1.0,0.0,In This Moment (16+),17.0,181.0,125.0,82.0,The Plant,0,308 N Saint Andrews St,Dothan,AL,36303,436602,In This Moment
75,1.0,0.0,Hinder,,,,,SIDETRACKS MUSIC HALL,0,415 E Church Street Northwest,Huntsville,AL,35801,429506,Hinder
76,0.0,0.0,Mike and The Moonpies,2.0,56.0,54.0,54.0,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Mike and The Moonpies
77,0.0,0.51,Hinder with Red,3.0,122.0,117.0,112.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Hinder
78,0.0,0.568,Gary Allan,86.0,176.0,127.0,62.0,BJCC Concert Hall,0,2100 Richard Arrington Blvd,Birmingham,AL,35203,1281,Gary Allan
79,0.0,0.55,Buddy Guy with Tom Hambridge,20.0,168.0,121.0,106.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Buddy Guy
80,1.0,0.0,Kim Richey,2.0,46.0,46.0,46.0,WorkPlay Theatre,0,500 23rd St S,Birmingham,AL,35233,1164,Kim Richey
81,0.0,0.544,Flow Tribe (18+),1.0,71.0,71.0,71.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Flow Tribe
82,0.0,0.0,The Black Jacket Symphony,53.0,79.0,77.0,64.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691,The Black Jacket Symphony
83,0.0,0.465,Band of Skulls with Demob Happy (18+),15.0,142.0,93.0,40.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Band of Skulls
84,0.0,0.0,Taylor Hollingsworth,,,,,The Nick,0,2514 10th Ave S,Birmingham,AL,35205,479986,Taylor Hollingsworth
85,0.0,0.478,Black Jacket Symphony,52.0,88.0,88.0,67.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,The Black Jacket Symphony
86,0.0,0.48,Jenny Lewis with The Watson Twins,4.0,100.0,92.0,89.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Jenny Lewis
87,1.0,0.0,BATTLE FOR BIRMINGHAM Battle of the Bands,,,,,Legion Field,0,400 Graymont Avenue West,Birmingham,AL,35204,2830,BATTLE FOR BIRMINGHAM Battle of the Bands
88,0.0,0.435,Wilder Woods,2.0,80.0,78.0,78.0,WorkPlay Theatre,0,500 23rd St S,Birmingham,AL,35233,1164,Wilder Woods
89,1.0,0.57,Matthew Sweet (18+),,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Matthew Sweet
90,0.0,0.0,Big Daddy Weave,4.0,608.0,56.0,42.0,Eastmont Baptist Church,0,4505 Atlanta Hwy.,Montgomery,AL,36109,420375,Big Daddy Weave
91,0.0,0.479,Whitney with Hand Habits (18+),23.0,117.0,68.0,41.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Whitney
92,1.0,0.0,Quando Rondo,,,,,The Merry Widow,0,51 S Conception St,Mobile,AL,36602,150708,Quando Rondo
93,0.0,0.425,Whitey Morgan,18.0,90.0,56.0,46.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Whitey Morgan
94,0.0,0.0,Marlowe Shepherd,10.0,134.0,128.0,128.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Marlowe Shepherd
95,1.0,0.0,All That Remains,11.0,191.0,167.0,87.0,The Plant,0,308 N Saint Andrews St,Dothan,AL,36303,436602,All That Remains
96,0.0,0.37,Whitey Morgan,23.0,87.0,66.0,49.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Whitey Morgan
97,1.0,0.415,Zoso,21.0,70.0,56.0,41.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Zoso (Led Zeppelin Tribute)
98,0.0,0.0,Chris Lane,4.0,63.0,49.0,46.0,Druid City Music Hall,0,1307 University Blvd,Tuscaloosa,AL,35401,2364,Chris Lane
99,1.0,0.443,Bob Mould with Will Johnson (18+),3.0,100.0,109.0,78.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Bob Mould
100,1.0,0.513,Snarky Puppy (18+),21.0,104.0,79.0,66.0,Avondale Brewing Company,0,201 41st St S,Birmingham,AL,35222,45538,Snarky Puppy
101,1.0,0.0,Interstellar Echoes - A Tribute to Pink Floyd,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,Interstellar Echoes
102,0.0,0.457,Honey Island Swamp Band,,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Honey Island Swamp Band
103,0.0,0.593,Lee Greenwood,54.0,86.0,83.0,59.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Lee Greenwood
104,0.0,0.473,PUP with Illuminati Hotties (18+),14.0,55.0,50.0,43.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,PUP
105,1.0,0.527,The White Buffalo (18+),2.0,68.0,66.0,66.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,The White Buffalo
106,0.0,0.568,Daryl Hall with John Oates,299.0,143.0,134.0,21.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,John Oates
107,0.0,0.469,Songhoy Blues (18+),1.0,57.0,57.0,57.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Songhoy Blues
108,0.0,0.439,Drive-By Truckers,15.0,165.0,106.0,88.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Drive-By Truckers
109,1.0,0.493,Demon Hunter,12.0,96.0,55.0,47.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Demon Hunter
110,0.0,0.557,Dirt Monkey with Lucii (18+),11.0,52.0,53.0,33.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Dirt Monkey
111,1.0,0.505,Stephen Kellogg with Will Hoge and Gentlemen of the Road,2.0,52.0,52.0,52.0,WorkPlay Theatre,0,500 23rd St S,Birmingham,AL,35233,1164,Stephen Kellogg
112,0.0,0.477,Drew Holcomb with Birdtalker,45.0,94.0,84.0,61.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Drew Holcomb
113,1.0,0.469,Dropkick Murphys with Clutch and Hatebreed,25.0,128.0,98.0,71.0,Avondale Brewing Company,0,201 41st St S,Birmingham,AL,35222,45538,Clutch
114,0.0,0.621,Jamey Johnson with Cody Jinks,157.0,200.0,148.0,90.0,Oak Mountain Amphitheatre,0,1000 Amphitheater Road,Pelham,AL,35124,175,Jamey Johnson
115,1.0,0.0,"Come To The Table Tour | Birmingham, AL",,,,,Mountain Brook Community Church,0,3001 Hwy 280 East,Birmingham,AL,35243,476885,Come To The Table Tour
116,1.0,0.0,Shooter Jennings,,,,,The Plant,0,308 N Saint Andrews St,Dothan,AL,36303,436602,Shooter Jennings
117,1.0,0.416,Calexico with Iron & Wine and Natalie Prass,21.0,104.0,80.0,62.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Calexico
118,1.0,0.457,Minnesota with Pigeon Hole (18+),3.0,57.0,50.0,45.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Minnesota
119,1.0,0.512,Bad Religion with Dave Hause,25.0,126.0,87.0,64.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Bad Religion
120,0.0,0.497,Snarky Puppy,20.0,98.0,69.0,53.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Snarky Puppy
121,0.0,0.0,Jacob Bryant with Ray Fulcher,,,,,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Ray Fulcher
122,0.0,0.436,Hiss Golden Messenger with Dee White (18+),6.0,62.0,55.0,43.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Hiss Golden Messenger
123,0.0,0.59,Lynyrd Skynyrd with Cody Jinks,268.0,258.0,159.0,41.0,The Wharf,0,4673 Wharf Pkwy.,Orange Beach,AL,36561,290,Lynyrd Skynyrd
124,0.0,0.373,David Leonard (18+),4.0,54.0,45.0,36.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,David Leonard
125,1.0,0.0,Lacey Sturm (18+),3.0,167.0,160.0,153.0,Zydeco,0,2001 15th Avenue South,Birmingham,AL,35205,3671,Lacey Sturm
126,0.0,0.596,Scott Bradlee's Postmodern Jukebox,15.0,179.0,176.0,168.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Scott Bradlee's Postmodern Jukebox
127,1.0,0.391,Sheer Mag with Tweens (18+),2.0,75.0,60.0,60.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Tweens
128,1.0,0.585,Motionless in White with Twiztid and We Came As Romans and After The Burial,16.0,147.0,84.0,52.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Twiztid
129,0.0,0.477,Mike Mills with Chuck Leavell,34.0,166.0,170.0,79.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Chuck Leavell
130,0.0,0.39,Bit Brigade,3.0,59.0,65.0,46.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Bit Brigade
131,1.0,0.0,Greensky Bluegrass,14.0,118.0,87.0,62.0,Avondale Brewing Company,0,201 41st Street South,Birmingham,AL,35222,471311,Greensky Bluegrass
132,0.0,0.523,Little Steven And The Disciples Of Soul,17.0,60.0,56.0,48.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Little Steven And The Disciples Of Soul
133,1.0,0.583,Dawes,4.0,362.0,76.0,69.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,Dawes
134,0.0,0.486,JD McPherson (18+),5.0,67.0,67.0,64.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,JD McPherson
135,0.0,0.488,Jim Parkers Songwriters Series,33.0,58.0,57.0,54.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808,Jim Parkers Songwriters Series
136,0.0,0.0,Danny Gokey,5.0,50.0,49.0,46.0,Dauphin Way Baptist Church,0,3661 Dauphin St,Mobile,AL,36608,142998,Danny Gokey
137,0.0,0.0,Hudson Moore,,,,,Tin Roof Birmingham,0,2709 7th Avenue S.,Birmingham,AL,35233,34976,Hudson Moore
138,0.0,0.0,Tauren Wells,5.0,50.0,49.0,46.0,Healing Place Church,0,5709 Trussville Clay Rd,Trussville,AL,35173,473689,Tauren Wells
139,0.0,0.587,Alabama with The Charlie Daniels Band,281.0,219.0,110.0,39.0,Legacy Arena at The BJCC,0,2100 Richard Arrington Jr. Blvd,Birmingham,AL,35203,115,The Charlie Daniels Band
140,0.0,0.614,Chad Prather (18+),51.0,78.0,76.0,59.0,Mobile Civic Center,0,401 Civic Center Drive,Mobile,AL,36602,1381,Chad Prather
141,0.0,0.0,Moon Taxi,99.0,106.0,75.0,62.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691,Moon Taxi
142,1.0,0.454,Bad Suns,16.0,144.0,124.0,72.0,WorkPlay Theatre,0,500 23rd St S,Birmingham,AL,35233,1164,Bad Suns
143,0.0,0.456,Generationals with Neighbor Lady (18+),3.0,48.0,47.0,33.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Generationals
144,1.0,0.0,Hangar Fest 4,,,,,The Hangar Bar & Grill/ Bessemer Airport,0,800 Mitchell Field Road,Bessemer,AL,35022,481800,Hangar Fest 4
145,0.0,0.497,Black Jacket Symphony,36.0,197.0,89.0,61.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,The Black Jacket Symphony
146,1.0,0.0,Who's Bad: The Ultimate Michael Jackson Tribute Band,,,,,The Mercantile,0,115 Clinton Ave N.,Huntsville,AL,35801,467636,Who's Bad
147,0.0,0.537,Black Jacket Symphony,199.0,102.0,81.0,67.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,The Black Jacket Symphony
148,0.0,0.536,The Black Jacket Symphony,191.0,102.0,81.0,68.0,Von Braun Center Concert Hall,0,700 Monroe Street,Huntsville,AL,35801,1447,The Black Jacket Symphony
149,1.0,0.466,Municipal Waste with Napalm Death and Sick Of It All,11.0,93.0,56.0,43.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Sick Of It All
150,0.0,0.426,Penny & Sparrow with Caroline Spence (18+),12.0,59.0,48.0,38.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Caroline Spence
151,1.0,0.466,Jenny Lewis,34.0,100.0,63.0,49.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Jenny Lewis
152,1.0,0.482,Steel Panther,12.0,66.0,55.0,49.0,Soul Kitchen,0,219 Dauphin St.,Mobile,AL,36602,3626,Steel Panther
153,0.0,0.438,KONGOS with Fitness (18+),5.0,55.0,52.0,50.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,KONGOS
154,0.0,0.462,Toto,104.0,173.0,126.0,86.0,Alabama Theatre,0,1817 Third Ave. North,Birmingham,AL,35203,618,Toto
155,0.0,0.487,Luna (18+),6.0,61.0,57.0,49.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Luna
156,1.0,0.0,Theory Of A Deadman (16+),15.0,164.0,112.0,83.0,The Plant,0,308 N Saint Andrews St,Dothan,AL,36303,436602,Theory Of A Deadman
157,0.0,0.478,Andy Grammer,27.0,119.0,77.0,57.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Andy Grammer
158,1.0,0.0,Camellia Concert Series featuring Flatt Lonesome,,,,,Chapel Valley Farms,0,5788 County Road 1043,Vinemont,AL,35179,480318,Camellia Concert Series
159,0.0,0.0,Tim Hawkins,,,,,The Church at Wills Creek,0,2730 Wills Creek Rd,Gadsden,AL,35904,447183,Tim Hawkins
160,0.0,0.53,Michael W. Smith,79.0,135.0,130.0,94.0,The Lyric Theatre,0,1800 3rd Ave N,Birmingham,AL,35203,216877,Michael W. Smith
161,0.0,0.0,Anthony Hamilton,3.0,248.0,250.0,231.0,Alys Stephens Center,0,1200 10th Ave South,Birmingham,AL,35294,2255,Anthony Hamilton
162,0.0,0.512,Cheap Trick,66.0,156.0,120.0,78.0,Montgomery Performing Arts Centre,0,201 Tallapoosa Street,Montgomery,AL,36104,1037,Cheap Trick
163,0.0,0.463,Mudhoney with Pissed Jeans (18+),4.0,60.0,63.0,48.0,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Mudhoney
164,0.0,0.0,Alison Krauss,13.0,313.0,258.0,155.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691,Alison Krauss
165,0.0,0.5,Shannon and the Clams,,,,,Saturn,0,200 41st Street South,Birmingham,AL,35222,78349,Shannon and the Clams
166,0.0,0.512,Parmalee,4.0,70.0,66.0,64.0,Von Braun Center Propst Arena,0,700 Monroe St SW,Huntsville,AL,35801,1808,Parmalee
167,0.0,0.0,Tim Hawkins,,,,,Clements Baptist Church,0,8690 U.S. 72,Athens,AL,35611,467454,Tim Hawkins
168,0.0,0.0,Alter Bridge with Skillet,94.0,141.0,104.0,71.0,Saenger Theatre Mobile,0,6 South Joachim Street,Mobile,AL,36602,57691,Skillet
169,1.0,0.437,Houndmouth,15.0,142.0,73.0,40.0,Iron City,0,513 22nd Street South,Birmingham,AL,35233,38866,Houndmouth
170,1.0,0.0,Alter Bridge & Skillet,15.0,161.0,110.0,71.0,Avondale Brewing Company,0,201 41st Street South,Birmingham,AL,35222,471311,Alter Bridge & Skillet
