,address,city,country,event_date,event_name,genre,is_presale,latitude_left,longitude_left,max_tickets,num_markets,onsale_date,postalCode,price_max,price_min,sold_out,state,subgenre,url,venue_name_left,popularity,headliner,support,event_time,id_y,capacity,street,zip,metro_area
850,39 Norwich Westerly Road,Mashantucket,US,2019-10-13 20:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-13-2019/event/1D00564594710F6A,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
851,39 Norwich Westerly Road,Mashantucket,US,2019-10-17 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-17-2019/event/1D00564594790F77,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
852,39 Norwich Westerly Road,Mashantucket,US,2019-10-15 15:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-15-2019/event/1D00564594920F95,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
853,39 Norwich Westerly Road,Mashantucket,US,2019-10-15 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-15-2019/event/1D00564594740F6F,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
854,39 Norwich Westerly Road,Mashantucket,US,2019-10-16 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-16-2019/event/1D00564594760F71,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
855,39 Norwich Westerly Road,Mashantucket,US,2019-10-18 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-18-2019/event/1D005645947C0F79,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
856,39 Norwich Westerly Road,Mashantucket,US,2019-10-19 20:30:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-19-2019/event/1D005645947F0F7B,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
857,39 Norwich Westerly Road,Mashantucket,US,2019-10-20 20:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-20-2019/event/1D00564594810F7D,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
858,39 Norwich Westerly Road,Mashantucket,US,2019-10-22 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-22-2019/event/1D00564594840F7F,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
859,39 Norwich Westerly Road,Mashantucket,US,2019-10-22 15:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-22-2019/event/1D00564594940F98,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
860,39 Norwich Westerly Road,Mashantucket,US,2019-10-23 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-23-2019/event/1D00564594870F81,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
861,39 Norwich Westerly Road,Mashantucket,US,2019-10-24 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-24-2019/event/1D005645948A0F87,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
862,39 Norwich Westerly Road,Mashantucket,US,2019-10-25 21:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-25-2019/event/1D005645948C0F8A,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
863,39 Norwich Westerly Road,Mashantucket,US,2019-10-26 20:30:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-26-2019/event/1D00564594970F9A,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
864,39 Norwich Westerly Road,Mashantucket,US,2019-10-27 20:00:00+00:00,Legends In Concert,Undefined,0,41.4489233,-71.975699,,4.0,2019-02-15 15:00:00+00:00,6355,45.0,35.0,0.0,CT,Undefined,https://www.ticketmaster.com/legends-in-concert-mashantucket-connecticut-10-27-2019/event/1D005645949A0F9C,The Fox Theater at Foxwoods Resort Casino,0.000263,ABBA The Concert,,2020-01-31 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
865,1 Mohegan Sun Blvd,Uncasville,US,2019-09-16 00:00:00+00:00,Ian Anderson Presents: Jethro Tull  - 50th Anniversary Tour,Rock,1,41.4915974,-72.09145629999998,8,4.0,2018-12-14 15:00:00+00:00,6382,55.0,35.0,0.0,CT,Pop,https://www.ticketmaster.com/ian-anderson-presents-jethro-tull-50th-uncasville-connecticut-09-15-2019/event/1D005586E9A42F01,Mohegan Sun Arena,0.056583,Jethro Tull,,2019-09-15 20:00:00-04:00,56485,9000.0,1 Mohegan Sun Boulevard,06382,Providence
866,39 Norwich Westerly Road,Mashantucket,US,2019-10-18 21:00:00+00:00,Toto – 40 Trips Around The Sun,Rock,1,41.4783608,-71.9630872,6,4.0,2019-05-03 14:00:00+00:00,6355,45.0,25.0,0.0,CT,Pop,https://www.ticketmaster.com/toto-40-trips-around-the-sun-mashantucket-connecticut-10-18-2019/event/1D00569792A41281,The Grand Theater at Foxwoods Resort Casino,0.126528,Toto,,2019-10-18 20:00:00-04:00,16384,,39 Norwich Westerly Road,06339,Mashantucket
867,1 Mohegan Sun Blvd,Uncasville,US,2019-11-11 04:00:00+00:00,Paul Anka - Anka Sings Sinatra: Back By Popular Demand!,Pop,1,41.4915974,-72.09145629999998,8,4.0,2019-05-03 14:00:00+00:00,6382,49.0,29.0,0.0,CT,Adult Contemporary,https://www.ticketmaster.com/paul-anka-anka-sings-sinatra-back-uncasville-connecticut-11-10-2019/event/1D005697B3D721FA,Mohegan Sun Arena,0.025006,Paul Anka,,2019-11-10 19:00:00-05:00,56485,9000.0,1 Mohegan Sun Boulevard,06382,Providence
868,247 College Street,New Haven,US,2019-09-29 20:30:00+00:00,Pink Martini,Rock,1,41.3065411,-72.92921820000002,,2.0,2019-06-07 13:30:00+00:00,6510,64.0,44.0,0.0,CT,Pop,https://www.ticketmaster.com/pink-martini-new-haven-connecticut-09-29-2019/event/1D0056B7E6B74829,Shubert Theatre,0.026829000000000002,Pink Martini,,2019-09-29 18:30:00-04:00,2198104,,247 College Street,06510,Bridgeport
869,39 Norwich Westerly Road,Mashantucket,US,2019-09-21 21:00:00+00:00,Adam Ant,Rock,0,41.4489233,-71.975699,,4.0,2019-03-22 14:00:00+00:00,6355,,,1.0,CT,Alternative Rock,https://www.ticketmaster.com/adam-ant-mashantucket-connecticut-09-21-2019/event/1D00566FCCD8398A,The Fox Theater at Foxwoods Resort Casino,0.019816,Adam Ant,,2019-09-21 20:00:00-04:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
870,39 Norwich Westerly Road,Mashantucket,US,2019-11-29 22:00:00+00:00,Darlene Love,Rock,0,41.4489233,-71.975699,,4.0,2019-07-12 14:00:00+00:00,6355,69.0,39.0,0.0,CT,Oldies & Classics,https://www.ticketmaster.com/darlene-love-mashantucket-connecticut-11-29-2019/event/1D0056E4EA563549,The Fox Theater at Foxwoods Resort Casino,0.014328,Darlene Love,,2019-11-29 20:00:00-05:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
871,247 College Street,New Haven,US,2019-10-18 21:00:00+00:00,Glenn Miller Orchestra,Jazz,0,41.3065411,-72.92921820000002,,2.0,2019-04-05 13:30:00+00:00,6510,,,1.0,CT,Jazz,https://www.ticketmaster.com/glenn-miller-orchestra-new-haven-connecticut-10-18-2019/event/1D00567D9BF91EB8,Shubert Theatre,0.00626,Glenn Miller Orchestra,,2019-10-18 19:00:00-04:00,2198104,,247 College Street,06510,Bridgeport
872,39 Norwich Westerly Road,Mashantucket,US,2019-09-27 21:00:00+00:00,Wynonna and The Big Noise,Country,1,41.4489233,-71.975699,,4.0,2019-03-15 14:00:00+00:00,6355,63.0,33.0,0.0,CT,Country,https://www.ticketmaster.com/wynonna-and-the-big-noise-mashantucket-connecticut-09-27-2019/event/1D005668D8AA3341,The Fox Theater at Foxwoods Resort Casino,0.01223,Wynonna,,2019-09-27 20:00:00-04:00,166573,,39 Norwich Westerly Rd,06339,Mashantucket
873,631 S. College Ave,Newark,US,2019-09-13 00:00:00+00:00,The Avett Brothers live at Bob Carpenter Center,Country,0,39.6798913,-75.75373420000003,,1.0,2019-06-21 14:00:00+00:00,19716,75.0,45.0,0.0,DE,Country,https://www.ticketmaster.com/the-avett-brothers-live-at-bob-newark-delaware-09-12-2019/event/020056CDF610BDE6,Bob Carpenter Center at University of Delaware,0.11489100000000001,The Avett Brothers,,2019-09-12 20:00:00-04:00,4013484,,,19716,Wilmington
874,631 S. College Ave,Newark,US,2019-11-02 23:30:00+00:00,Justin Moore,Country,1,39.6798913,-75.75373420000003,,1.0,2019-08-30 14:00:00+00:00,19716,58.75,38.75,0.0,DE,Country,https://www.ticketmaster.com/justin-moore-newark-delaware-11-02-2019/event/02005702E366A189,Bob Carpenter Center at University of Delaware,0.053499,Justin Moore,Granger Smith,2019-11-02 19:30:00-04:00,4013484,,,19716,Wilmington
875,"1100 Oak Drive, SE",Washington,US,2019-08-24 00:00:00+00:00,Hammer's House Party,Pop,1,38.844976,-76.99144100000002,10,1.0,2019-06-24 14:00:00+00:00,20032,75.0,35.0,0.0,DC,Pop,https://www.ticketmaster.com/hammers-house-party-washington-district-of-columbia-08-23-2019/event/150056CE1C8C7DDA,Entertainment & Sports Arena,0.000349,Travis Collins,,2019-11-30 19:00:00+11:00,62085,,Corner of Crown & Harbour Streets,2500,Wollongong
876,18th & C Streets N.W.,Washington,US,2019-08-17 23:00:00+00:00,R&B Royalty Concert - Jagged Edge - 112 - Ginuwine - Carl Thomas - Mya,R&B,0,38.8934837,-77.04174909999998,,1.0,2019-06-27 14:00:00+00:00,20006,125.0,59.0,0.0,DC,R&B,https://www.ticketmaster.com/rb-royalty-concert-jagged-edge-112-washington-district-of-columbia-08-17-2019/event/150056D3A2063C07,DAR Constitution Hall,0.092076,Jagged Edge,112,2019-08-17 19:00:00-04:00,1095,3702.0,"1776 D Street, NW",20006,Washington
877,601 F Street NW,Washington,US,2019-08-13 21:30:00+00:00,SHAWN MENDES: THE TOUR,Rock,1,38.897412,-77.02002900000002,,1.0,2018-05-19 14:00:00+00:00,20004,695.0,25.5,0.0,DC,Pop,https://www.ticketmaster.com/shawn-mendes-the-tour-washington-district-of-columbia-08-13-2019/event/1500549BD86F628A,Capital One Arena,0.335149,The Chainsmokers,5 Seconds of Summer,2019-10-15 19:00:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
878,601 F Street NW,Washington,US,2019-08-15 23:30:00+00:00,Jonas Brothers: Happiness Begins Tour,Rock,1,38.897412,-77.02002900000002,,1.0,2019-05-10 14:00:00+00:00,20004,499.95,84.95,0.0,DC,Pop,https://www.ticketmaster.com/jonas-brothers-happiness-begins-tour-washington-district-of-columbia-08-15-2019/event/15005697AFB52A19,Capital One Arena,0.15529400000000002,Jonas Brothers,Bebe Rexha,2019-08-15 19:30:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
879,601 F Street NW,Washington,US,2020-03-11 23:30:00+00:00,Celine Dion: Courage World Tour,Pop,1,38.897412,-77.02002900000002,,1.0,2019-04-12 14:00:00+00:00,20004,245.5,95.0,0.0,DC,Adult Contemporary,https://www.ticketmaster.com/celine-dion-courage-world-tour-washington-district-of-columbia-03-11-2020/event/15005672B308255E,Capital One Arena,0.146425,Celine Dion,,2020-03-11 19:30:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
880,601 F Street NW,Washington,US,2019-09-20 23:00:00+00:00,Banda MS Tour Con Todas Las Fuerzas,Latin,1,38.897412,-77.02002900000002,,1.0,2019-05-17 14:00:00+00:00,20004,139.0,39.0,0.0,DC,Latin,https://www.ticketmaster.com/banda-ms-tour-con-todas-las-washington-district-of-columbia-09-20-2019/event/150056A3E97872D9,Capital One Arena,0.009406,BANDA MS,,2019-09-20 20:00:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
881,601 F Street NW,Washington,US,2019-10-13 00:00:00+00:00,Post Malone - Runaway Tour,Hip-Hop/Rap,1,38.897412,-77.02002900000002,,1.0,2019-07-19 14:00:00+00:00,20004,503.5,53.5,0.0,DC,French Rap,https://www.ticketmaster.com/post-malone-runaway-tour-washington-district-of-columbia-10-12-2019/event/150056BED6263C17,Capital One Arena,0.32856199999999997,Post Malone,Swae Lee,2019-10-12 20:00:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
882,601 F Street NW,Washington,US,2019-10-11 23:00:00+00:00,Chance The Rapper: The Big Day - Plus Special Guests,Hip-Hop/Rap,1,38.897412,-77.02002900000002,4,1.0,2019-08-02 14:00:00+00:00,20004,129.95,59.95,0.0,DC,French Rap,https://www.ticketmaster.com/chance-the-rapper-the-big-day-washington-district-of-columbia-10-11-2019/event/150056EBC4254458,Capital One Arena,0.27961199999999997,Chance the Rapper,,2019-10-11 19:00:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
883,601 F Street NW,Washington,US,2020-02-28 23:00:00+00:00,The Lumineers - III: The World Tour,Rock,1,38.897412,-77.02002900000002,,1.0,2019-08-16 14:00:00+00:00,20004,95.0,35.0,0.0,DC,Alternative Rock,https://www.ticketmaster.com/the-lumineers-iii-the-world-tour-washington-district-of-columbia-02-28-2020/event/150056F9DB9F48D9,Capital One Arena,0.333328,The Lumineers,,2020-02-28 19:00:00-05:00,3640349,20278.0,601 F Street NW,20004,Washington
884,18th & C Streets N.W.,Washington,US,2019-08-25 00:00:00+00:00,A Night Of Class with Dionne Warwick and special guests,Pop,0,38.8934837,-77.04174909999998,,1.0,2019-06-10 14:00:00+00:00,20006,150.0,70.0,0.0,DC,Adult Contemporary,https://www.ticketmaster.com/a-night-of-class-with-dionne-washington-district-of-columbia-08-24-2019/event/150056C6F1174D57,DAR Constitution Hall,0.036137999999999997,Dionne Warwick,Peabo Bryson,2019-08-24 20:00:00-04:00,1095,3702.0,"1776 D Street, NW",20006,Washington
885,601 F Street NW,Washington,US,2019-09-22 22:30:00+00:00,Chris Brown - Indigoat Tour 2019,R&B,1,38.897412,-77.02002900000002,,1.0,2019-06-14 16:00:00+00:00,20004,253.5,43.5,0.0,DC,R&B,https://www.ticketmaster.com/chris-brown-indigoat-tour-2019-washington-district-of-columbia-09-22-2019/event/150056C6933D25F1,Capital One Arena,0.666628,Chris Brown,Ty Dolla $ign,2019-09-22 18:30:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
886,601 F Street NW,Washington,US,2019-10-04 21:00:00+00:00,Carrie Underwood: The Cry Pretty Tour 360,Country,1,38.897412,-77.02002900000002,,1.0,2018-08-17 14:00:00+00:00,20004,99.5,49.5,0.0,DC,Country,https://www.ticketmaster.com/carrie-underwood-the-cry-pretty-tour-washington-district-of-columbia-10-04-2019/event/150054F2BCBD57B1,Capital One Arena,0.216022,Carrie Underwood,Maddie and Tae,2019-10-04 19:00:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
887,601 F Street NW,Washington,US,2019-12-15 23:30:00+00:00,Andrea Bocelli,Classical,1,38.897412,-77.02002900000002,12,1.0,2019-04-01 14:00:00+00:00,20004,,,1.0,DC,Classical/Vocal,https://www.ticketmaster.com/andrea-bocelli-washington-district-of-columbia-12-15-2019/event/1500564EE8B6540E,Capital One Arena,0.064526,Andrea Bocelli,,,3640349,20278.0,601 F Street NW,20004,Washington
888,601 F Street NW,Washington,US,2019-10-15 23:00:00+00:00,The Chainsmokers/5 Seconds of Summer/Lennon Stella: World War Joy Tour,Dance/Electronic,1,38.897412,-77.02002900000002,,1.0,2019-02-15 15:00:00+00:00,20004,159.5,29.5,0.0,DC,Witchstep,https://www.ticketmaster.com/the-chainsmokers5-seconds-of-summerlennon-stella-washington-district-of-columbia-10-15-2019/event/15005646F1B37600,Capital One Arena,0.335149,The Chainsmokers,5 Seconds of Summer,2019-10-15 19:00:00-04:00,3640349,20278.0,601 F Street NW,20004,Washington
889,601 F Street NW,Washington,US,2019-11-22 00:00:00+00:00,Casting Crowns + Hillsong Worship + Elevation Worship USA Tour,Religious,1,38.897412,-77.02002900000002,,1.0,2019-07-19 14:00:00+00:00,20004,149.5,20.0,0.0,DC,Gospel,https://www.ticketmaster.com/casting-crowns-hillsong-worship-elevation-worship-washington-district-of-columbia-11-21-2019/event/150056D1E73948A0,Capital One Arena,0.056606,Casting Crowns,Hillsong Worship,2019-11-21 19:00:00-05:00,3640349,20278.0,601 F Street NW,20004,Washington
890,"1100 Oak Drive, SE",Washington,US,2019-08-10 23:00:00+00:00,Gospel Fest 2019,Religious,0,38.844976,-76.99144100000002,10,1.0,2019-07-09 14:00:00+00:00,20032,60.0,25.0,0.0,DC,Gospel,https://www.ticketmaster.com/gospel-fest-2019-washington-district-of-columbia-08-10-2019/event/150056E896531DD5,Entertainment & Sports Arena,0.044871,Go West,Wang Chung,2019-11-17 20:00:00+11:00,62085,,Corner of Crown & Harbour Streets,2500,Wollongong
891,"620 T Street, NW",Washington,US,2019-08-17 00:00:00+00:00,Beres Hammond,Reggae,0,38.91543378,-77.02113555,,1.0,2019-05-16 14:00:00+00:00,20001,39.5,39.5,0.0,DC,Reggae,https://www.ticketmaster.com/beres-hammond-washington-district-of-columbia-08-16-2019/event/150056A9E0926A51,Howard Theatre,0.012353,Beres Hammond,,2019-08-15 20:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
892,"620 T Street, NW",Washington,US,2019-08-16 00:00:00+00:00,Beres Hammond,Reggae,0,38.91543378,-77.02113555,,1.0,2019-05-16 14:00:00+00:00,20001,39.5,39.5,0.0,DC,Reggae,https://www.ticketmaster.com/beres-hammond-washington-district-of-columbia-08-15-2019/event/150056A9E0906A4A,Howard Theatre,0.012353,Beres Hammond,,2019-08-15 20:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
893,"620 T Street, NW",Washington,US,2019-08-14 00:00:00+00:00,Molotov,Latin,0,38.91543378,-77.02113555,,1.0,2019-05-14 13:00:00+00:00,20001,39.5,39.5,0.0,DC,Latin,https://www.ticketmaster.com/molotov-washington-district-of-columbia-08-13-2019/event/150056A7B729359B,Howard Theatre,0.020509,Molotov,,2019-08-13 20:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
894,"620 T Street, NW",Washington,US,2019-08-09 22:00:00+00:00,OkayAfrica Presents: Adekunle Gold & The 79th Element,World,0,38.91543378,-77.02113555,,1.0,2019-06-25 19:49:00+00:00,20001,39.5,39.5,0.0,DC,World,https://www.ticketmaster.com/okayafrica-presents-adekunle-gold-the-79th-washington-district-of-columbia-08-09-2019/event/150056D9C2804D20,Howard Theatre,0.001117,Adekunle Gold,,2019-08-09 18:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
895,18th & C Streets N.W.,Washington,US,2019-11-24 04:30:00+00:00,"Googoosh & Martik: Friendship Tour, Live In Concert",World,0,38.8934837,-77.04174909999998,,1.0,2019-07-29 14:00:00+00:00,20006,150.0,60.0,0.0,DC,World,https://www.ticketmaster.com/googoosh-martik-friendship-tour-live-in-washington-district-of-columbia-11-23-2019/event/150056F8ABD02AFD,DAR Constitution Hall,0.002315,Googoosh,,2019-11-23 20:30:00-05:00,1095,3702.0,"1776 D Street, NW",20006,Washington
896,"620 T Street, NW",Washington,US,2019-08-09 02:00:00+00:00,G Spot Productions Presents  Chocquibtown Us Tour,Hip-Hop/Rap,0,38.91543378,-77.02113555,,1.0,2019-08-02 20:06:08+00:00,20001,60.0,60.0,0.0,DC,French Rap,https://www.ticketmaster.com/g-spot-productions-presents-chocquibtown-us-washington-district-of-columbia-08-08-2019/event/15005702E26E6C34,Howard Theatre,0.0061719999999999995,ChocQuibTown US Tour,ChocQuibTown,2019-08-08 19:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
897,"620 T Street, NW",Washington,US,2020-02-09 01:00:00+00:00,Jody Watley,R&B,0,38.91543378,-77.02113555,,1.0,2019-08-01 14:00:00+00:00,20001,42.5,42.5,0.0,DC,R&B,https://www.ticketmaster.com/jody-watley-washington-district-of-columbia-02-08-2020/event/150056D3AF1B4324,Howard Theatre,0.008887,Jody Watley,,2020-02-08 20:00:00-05:00,74872,1242.0,"620 T Street, NW",20001,Washington
898,"620 T Street, NW",Washington,US,2020-03-29 00:00:00+00:00,Lyfe Jennings,R&B,0,38.91543378,-77.02113555,,1.0,2019-06-27 16:00:00+00:00,20001,37.5,37.5,0.0,DC,R&B,https://www.ticketmaster.com/lyfe-jennings-washington-district-of-columbia-03-28-2020/event/150056C9247B74C7,Howard Theatre,0.025416,Lyfe Jennings,,2020-03-28 20:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
899,18th & C Streets N.W.,Washington,US,2019-10-12 23:30:00+00:00,Cedric The Entertainer & Friends,Comedy,1,38.8934837,-77.04174909999998,,1.0,2019-06-24 14:00:00+00:00,20006,119.0,49.5,0.0,DC,Comedy,https://www.ticketmaster.com/cedric-the-entertainer-friends-washington-district-of-columbia-10-12-2019/event/150056AA96C33798,DAR Constitution Hall,0.002315,Googoosh,,2019-11-23 20:30:00-05:00,1095,3702.0,"1776 D Street, NW",20006,Washington
900,18th & C Streets N.W.,Washington,US,2019-10-12 23:30:00+00:00,Cedric The Entertainer & Friends,Comedy,1,38.8934837,-77.04174909999998,,1.0,2019-06-24 14:00:00+00:00,20006,119.0,49.5,0.0,DC,Comedy,https://www.ticketmaster.com/cedric-the-entertainer-friends-washington-district-of-columbia-10-12-2019/event/150056AA96C33798,DAR Constitution Hall,0.002315,Googoosh,,2019-11-23 20:30:00-05:00,1095,3702.0,"1776 D Street, NW",20006,Washington
901,601 F Street NW,Washington,US,2019-12-11 00:30:00+00:00,Cher: Here We Go Again Tour,Rock,1,38.897412,-77.02002900000002,,1.0,2019-04-05 14:00:00+00:00,20004,,,1.0,DC,Pop,https://www.ticketmaster.com/cher-here-we-go-again-tour-washington-district-of-columbia-12-10-2019/event/15005674D3DE4792,Capital One Arena,0.087289,Cher,Nile Rodgers,2019-12-10 19:30:00-05:00,3640349,20278.0,601 F Street NW,20004,Washington
902,"620 T Street, NW",Washington,US,2019-10-06 00:00:00+00:00,Sheila E.,Rock,0,38.91543378,-77.02113555,,1.0,2018-12-13 17:00:00+00:00,20001,49.5,49.5,0.0,DC,Pop,https://www.ticketmaster.com/sheila-e-washington-district-of-columbia-10-05-2019/event/15005586A3454073,Howard Theatre,0.011826999999999999,Sheila E.,,2019-10-05 20:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
903,"620 T Street, NW",Washington,US,2019-10-25 00:00:00+00:00,Rata Blanca,Rock,0,38.91543378,-77.02113555,,1.0,2019-04-22 16:00:00+00:00,20001,43.0,43.0,0.0,DC,Pop,https://www.ticketmaster.com/rata-blanca-washington-district-of-columbia-10-24-2019/event/1500568CBE3D4952,Howard Theatre,0.0050100000000000006,Rata Blanca,,2019-10-24 18:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
904,"620 T Street, NW",Washington,US,2019-09-18 01:00:00+00:00,The Lox,Hip-Hop/Rap,0,38.91543378,-77.02113555,,1.0,2019-02-09 17:00:00+00:00,20001,30.0,30.0,0.0,DC,French Rap,https://www.ticketmaster.com/the-lox-washington-district-of-columbia-09-17-2019/event/15005645D69B406D,Howard Theatre,0.014556,The Lox,,2019-09-17 21:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
905,"620 T Street, NW",Washington,US,2019-08-21 00:00:00+00:00,Paul Wall,Hip-Hop/Rap,0,38.91543378,-77.02113555,,1.0,2019-06-25 23:31:00+00:00,20001,20.0,20.0,0.0,DC,French Rap,https://www.ticketmaster.com/paul-wall-washington-district-of-columbia-08-20-2019/event/150056D9F65D6AB7,Howard Theatre,0.03555,Paul Wall,,2019-08-20 20:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
906,"620 T Street, NW",Washington,US,2019-08-18 02:00:00+00:00,"Junkyard Band, Sugar Bear & EU, Be'La Donna, & Sweat Band",R&B,0,38.91543378,-77.02113555,,1.0,2019-06-21 04:00:00+00:00,20001,25.0,25.0,0.0,DC,Funk,https://www.ticketmaster.com/junkyard-band-sugar-bear-eu-bela-washington-district-of-columbia-08-17-2019/event/150056D4B3E84DB7,Howard Theatre,0.001131,Junkyard Band,Sugar Bear,2019-08-17 22:00:00-04:00,74872,1242.0,"620 T Street, NW",20001,Washington
