,id,popularity_sk,type,venue_id,headliner,support,event_time
0,38048224,6.6e-05,Concert,2868,Jose Negroni,Negroni's Trio,2019-08-23 20:00:00-04:00
1,38049129,6.6e-05,Concert,2868,Jose Negroni,Negroni's Trio,2019-09-29 17:00:00-04:00
2,37362664,0.000643,Concert,2868,Benise,,2019-10-12 20:00:00-04:00
3,38998599,0.000194,Concert,2868,Enrique Chia,,2019-10-13 15:00:00-04:00
4,38971387,6e-06,Concert,2868,Meme Solis,,2019-10-19 20:00:00-04:00
5,38364779,0.059744,Concert,3476389,Chris Isaak,,2019-08-22 20:00:00-05:00
6,37895099,0.017495,Concert,3476389,Pepe Aguilar,Angela Aguilar,2019-09-05 20:00:00-05:00
7,39056202,0.007932,Concert,3476389,The Oak Ridge Boys,,2019-10-05 19:30:00-05:00
8,38968864,0.199991,Concert,16521,Tim McGraw,,2019-08-17 20:00:00-04:00
9,38340279,0.269926,Concert,16521,Journey,,2019-10-02 20:00:00-04:00
10,38121884,0.343875,Concert,1274086,Nickelback,,2019-08-16 20:00:00-05:00
11,38077529,0.049127,Festival,682,MAX,Resurrection - A Journey Tribute,
12,37313724,0.0236,Concert,682,Why Don't We,Eben (Pop),2019-08-13 19:30:00-05:00
13,37112469,0.096055,Concert,682,Pentatonix,Rachel Platten,2019-08-14 19:30:00-05:00
14,39031367,0.096055,Concert,682,Pentatonix,,2019-08-14 23:59:00-05:00
15,38989442,0.004245,Concert,682,Restless Heart,Ryan Griffin,2019-08-15 20:00:00-05:00
16,37318059,0.421008,Concert,682,Snoop Dogg,Tha Dogg Pound,2019-08-16 19:30:00-05:00
17,37714604,0.135345,Concert,682,Shinedown,,2019-08-17 19:30:00-05:00
18,38995589,0.002526,Concert,682,Tucker Beathard,,
19,37622529,0.042534,Concert,682,Rachel Wammack,Reba McEntire,2019-08-18 19:30:00-05:00
20,38231984,0.005798,Concert,2666598,Dirty Dozen Brass Band,,
21,38042054,0.002221,Concert,2666598,The Brothers Comatose,,2019-08-18 16:00:00-06:00
22,39042263,0.00068,Concert,2666598,The Yawpers,CITRA,2019-08-22 18:00:00-06:00
23,39056609,2.4e-05,Concert,2666598,Kind Dub,DJ Cavem Moetavation,2019-08-24 06:00:00-06:00
24,38063119,0.000734,Concert,2666598,The Copper Children,,2019-08-29 18:00:00-06:00
25,38941734,0.004905,Concert,2666598,Wild Rivers,,
26,38049814,0.007642,Concert,2666598,Dessa,MONAKR,
27,39016089,0.000161,Concert,2666598,Cary Morin,,2019-09-07 16:00:00-06:00
28,38545294,0.000167,Concert,2666598,TNERTLE,LYFTD,2019-09-13 18:00:00-06:00
29,38196239,0.002414,Concert,2666598,Low Cut Connie,Christopher the Conquered,2019-09-14 18:00:00-06:00
30,36658319,0.035836,Concert,2666598,Three Dog Night,Firefall,2019-09-27 16:00:00-06:00
31,36942689,0.035836,Concert,2666598,Three Dog Night,Firefall,2019-09-27 17:30:00-06:00
32,38390509,0.024688,Concert,1018,Hellyeah,Sleep Signals,2019-08-13 19:45:00-05:00
33,38666664,0.070712,Concert,1018,Josh Turner,Mo Pitney,2019-08-16 20:00:00-05:00
34,38402859,0.038575,Concert,1018,Buddy Guy,Kenny Wayne Shepherd,2019-08-27 19:00:00-05:00
35,35497959,3.5e-05,Concert,1018,Suicide Girls,,2019-09-14 20:00:00-05:00
36,38984735,0.084089,Concert,1018,Bone Thugs-n-Harmony,,2019-09-19 19:00:00-05:00
37,38773744,0.007176,Concert,1018,Avatar,,
38,39061052,0.043893,Concert,1018,Randy Houser,,2019-10-17 19:00:00-05:00
39,39061061,0.0,Concert,1018,Dawn of the Dub X,,2019-10-18 19:00:00-05:00
40,38494799,0.078831,Concert,1018,Theory of a Deadman,Spirit Animal,2019-10-23 19:30:00-05:00
41,38995375,0.024342,Concert,1018,Steel Panther,,2019-12-13 20:30:00-06:00
42,39036356,0.024342,Concert,1018,Steel Panther,,2019-12-13 03:30:00-06:00
43,38981473,0.000304,Concert,310111,Swells,Angelica Garcia,2019-08-12 20:00:00-04:00
44,39008468,8e-06,Concert,310111,Jamal Moore,Dance Candy,2019-08-15 20:00:00-04:00
45,39042567,0.0,Concert,310111,Jamal Moore,,2019-08-15 19:00:00-04:00
46,38141849,8.8e-05,Concert,310111,Steady Flow,,2019-08-16 20:00:00-04:00
47,39008221,2.8e-05,Concert,310111,psychic graveyard,Hex Machine,2019-08-24 20:00:00-04:00
48,38422019,0.002838,Concert,310111,Big Business,,2019-08-25 20:00:00-04:00
49,38439874,4.8e-05,Concert,310111,Chance McCoy,,2019-09-06 20:30:00-04:00
50,38668014,0.0,Concert,310111,Mosquito Cabaret,,2019-09-08 20:00:00-04:00
51,38867029,4.9e-05,Concert,310111,Abigail Dowd,Rebekah Todd,2019-09-11 19:00:00-04:00
52,38439929,0.006041,Concert,310111,Ray Wylie Hubbard,,2019-09-20 20:00:00-04:00
53,38942074,0.000108,Concert,310111,Justin Peter Kinkel-Schuster,Spencer Thomas,2019-09-21 20:00:00-04:00
54,38494564,0.000652,Concert,310111,David Leonard,,2019-09-25 20:00:00-04:00
55,38523964,0.003784,Concert,310111,Acid King,Wizard Rifle,2019-10-02 20:00:00-04:00
56,38400804,0.001932,Concert,310111,Fred Eaglesmith,,2019-10-05 20:00:00-04:00
57,38681244,4e-06,Concert,310111,Jon Worthy,,
58,38985477,0.000133,Concert,310111,Captured! By Robots,,2019-10-12 20:00:00-04:00
59,38614409,0.002462,Concert,310111,Mike Watt,,2019-10-14 20:30:00-04:00
60,38950667,0.014405,Concert,310111,Noah Gundersen,,2019-10-20 20:00:00-04:00
61,38704024,0.004826,Concert,310111,City of the Sun,Old Sea Brigade,2019-10-22 20:00:00-04:00
62,39047987,0.000619,Concert,310111,Aqueous,Lespecial,2019-11-02 20:00:00-04:00
63,38513704,0.005449,Concert,310111,Robyn Hitchcock,,2019-11-16 20:00:00-05:00
64,37216549,0.001942,Concert,310111,She Past Away,,2019-12-13 20:30:00-05:00
65,39039165,0.003667,Concert,3068729,Pigeons Playing Ping Pong,,2019-10-04 20:00:00-04:00
66,38867104,0.030359,Concert,3068729,White Denim,Abram Shook,2019-10-06 19:00:00-04:00
67,39028068,0.011836,Concert,3068729,The Dangerous Summer,Locket (CA),2019-11-21 19:30:00-05:00
68,38988577,0.001882,Concert,3068729,Riley Green,Travis Denning,2019-12-12 19:00:00-05:00
69,38736964,0.0,Concert,3148,ChocQuibTown US Tour,,2019-08-17 19:00:00-04:00
70,37484324,0.062708,Concert,3148,Bad Company,,
71,38021959,0.016278,Concert,3148,Gladys Knight,,2019-08-25 20:00:00-04:00
72,37404364,0.003947,Concert,3148,Leo Dan,,2019-08-31 20:00:00-04:00
73,38114794,0.027757,Concert,3148,Tesla,,2019-09-13 20:00:00-04:00
74,38147304,0.015519,Concert,3148,The Association,The Grass Roots,2019-09-21 20:00:00-04:00
75,38851319,0.038283,Concert,3148,Bobby Brown,,2019-09-27 20:00:00-04:00
76,38380049,0.001492,Concert,3148,Dennis DeYoung,,2019-09-28 20:00:00-04:00
77,38787059,0.000653,Concert,3148,Rumours Of Fleetwood Mac,,2019-10-04 20:00:00-04:00
78,38961735,0.001555,Concert,3148,Alvaro Torres,Amaury Gutiérrez,2019-10-11 20:00:00-04:00
79,38992501,0.001555,Concert,3148,Alvaro Torres,Amaury Gutiérrez,2019-10-12 20:00:00-04:00
80,37838409,0.038733,Concert,3148,Air Supply,,2019-10-18 20:00:00-04:00
81,39013196,0.0,Festival,3148,,,2019-10-24 19:30:00-04:00
82,38373569,0.005446,Concert,3148,Home Free,,2019-11-02 20:00:00-04:00
83,38474649,0.028159,Concert,3148,Marshall Tucker Band,The Outlaws,2019-11-03 20:00:00-05:00
84,38214349,0.024882,Concert,3148,Paul Anka,,2019-11-07 19:30:00-05:00
85,38579514,0.014173,Concert,3148,Gilberto Santa Rosa,,2019-11-08 20:00:00-05:00
86,38499349,0.014936,Concert,3148,Herman's Hermits,,2019-11-09 19:00:00-05:00
87,39051159,0.001773,Concert,3148,Christine D'Clario,,2019-11-10 19:00:00-05:00
88,37819449,0.012176,Concert,3148,George Winston,,2019-11-16 20:00:00-05:00
89,38623534,5e-06,Concert,3148,Arrival From Sweden,,2019-11-20 20:00:00-05:00
90,37958939,0.009916,Concert,3148,Los Temerarios,,2019-11-24 20:00:00-05:00
91,38829564,0.022504,Concert,3148,Brian Wilson,,2020-01-24 20:00:00-05:00
92,38550104,0.014862,Concert,3331399,Big Head Todd & The Monsters,,2019-08-15 21:00:00-04:00
93,39006056,0.010224,Concert,3331399,The Polish Ambassador,Bluetech,2019-09-21 21:00:00-04:00
94,39006059,0.029164,Concert,3331399,G. Love & Special Sauce,,2019-09-22 17:00:00-04:00
95,38941269,0.003644,Concert,3331399,The Motet,Star Kitchen,2019-09-27 21:00:00-04:00
96,39038512,0.000156,Concert,3331399,Gran Torino,,2019-09-28 21:00:00-04:00
97,38867139,0.030359,Concert,3331399,White Denim,Abram Shook,2019-10-10 17:00:00-04:00
98,38948838,0.030359,Concert,3331399,White Denim,,2019-10-10 21:00:00-04:00
99,38960330,0.004647,Concert,3331399,Anders Osborne,,2019-10-17 21:00:00-04:00
100,38983480,0.004287,Concert,3331399,The California Honeydrops,,2019-10-26 22:00:00-04:00
101,39035234,0.001376,Concert,3331399,John Craigie,,
102,39006143,0.014569,Concert,3331399,Lee Fields & The Expressions,,2019-11-01 21:00:00-04:00
103,39039529,0.0,Concert,1126176,Tierra Adentro,,2019-08-31 19:30:00-04:00
104,37994709,0.005575,Concert,1126176,Demons & Wizards,Lizzy Borden,2019-09-05 18:30:00-04:00
105,38557929,0.000608,Concert,1126176,Danny Gonzalez,,2019-09-11 20:00:00-04:00
106,38233649,0.056642,Concert,1126176,Angels And Airwaves,The New Regime,2019-09-17 18:30:00-04:00
107,39031195,0.056642,Concert,1126176,Angels And Airwaves,,2019-09-17 03:30:00-04:00
108,38986642,1e-06,Concert,1126176,Profundo Rosso,,2019-09-20 19:00:00-04:00
109,38845854,0.034312,Concert,1126176,Chase Rice,,2019-10-11 19:00:00-04:00
110,38023159,0.012376,Concert,1126176,Eluveitie,Korpiklaani,2019-10-14 18:00:00-04:00
111,37576314,0.038353,Concert,1126176,Max Richter,,2019-10-20 10:00:00-04:00
112,38130014,0.03913,Concert,1126176,Max Richter,,2019-10-20 20:00:00-04:00
113,39013823,0.179598,Concert,1126176,Alessia Cara,,2019-10-23 18:30:00-04:00
114,38997260,0.115383,Concert,1126176,Cypress Hill,,2019-10-25 20:00:00-04:00
115,39018370,0.000716,Concert,1126176,Jade Cicada,Detox Unit,2019-10-26 19:00:00-04:00
116,38955319,0.003881,Concert,1126176,ScaryPoolParty,Aranda,2019-10-28 20:00:00-04:00
117,39039176,0.003667,Concert,1126176,Pigeons Playing Ping Pong,,2019-11-01 20:30:00-04:00
118,38219004,0.017464,Concert,1126176,Sabaton,Hammerfall,2019-11-02 19:00:00-04:00
119,38905964,0.013294,Concert,1126176,Hobo Johnson,Mom Jeans,2019-11-07 19:00:00-05:00
120,38558099,0.005608,Concert,1126176,Todrick Hall,,2019-11-08 19:30:00-05:00
121,39042101,0.0,Concert,1126176,Lil Juicez,,2022-06-25 23:00:00-04:00
122,37896449,0.093644,Concert,4169244,Doobie Brothers,,
123,37722219,0.130142,Concert,4169244,The Head and the Heart,Illiterate Light,
124,38490064,0.056788,Concert,4169244,AJR,,
125,38461319,0.011867,Festival,561,Ambrosia,Stephen Bishop,
126,38334004,0.010299,Concert,561,Atlanta Rhythm Section,Pure Prairie League,2019-08-18 19:00:00-04:00
127,37774609,0.021514,Concert,561,Brothers Osborne,,2019-08-22 19:30:00-04:00
128,37091999,0.131651,Concert,561,Foreigner,,2019-08-23 19:00:00-04:00
129,37704559,0.085485,Concert,561,Squeeze,KT Tunstall,2019-08-27 19:30:00-04:00
130,37783429,0.061879,Concert,561,The Four Tops,,2019-08-30 20:00:00-04:00
131,38294894,0.067418,Concert,4015119,Alabama,Don McLean,2019-09-27 19:00:00-04:00
132,38335974,0.043888,Concert,627,The Drifters,The Platters,2019-08-15 20:00:00-07:00
133,37816104,0.007572,Concert,627,The Fabulous Thunderbirds,,2019-08-16 20:00:00-07:00
134,39015936,0.014707,Concert,627,L.A. Guns,Taz Taylor,
135,39018335,0.000803,Concert,627,Tracii Guns,,
136,38146964,0.00275,Concert,627,Justin Hayward,,2019-08-21 20:00:00-07:00
137,39024547,0.020452,Concert,627,The English Beat,,2019-08-23 20:00:00-07:00
138,39001617,0.000223,Concert,627,Marilyn McCoo,Billy Davis Jr,2019-08-24 20:00:00-07:00
139,37617469,0.00352,Concert,627,Savoy Brown,,2019-08-29 20:00:00-07:00
140,37838584,0.001242,Concert,627,Tom Keifer,,2019-08-30 20:00:00-07:00
141,39037679,1e-06,Concert,627,Imani Chyle,,2019-08-31 20:00:00-07:00
142,38807259,0.006561,Concert,627,The Babys,,2019-09-07 20:00:00-07:00
143,37668674,0.006269,Concert,627,Glenn Miller Orchestra,,2019-09-08 19:00:00-07:00
144,37384449,0.003388,Concert,627,Adrian Belew,Saul Zonana,2019-09-12 20:00:00-07:00
145,39013285,0.003335,Concert,627,Junior Brown,,2019-09-13 20:00:00-07:00
146,38431099,0.006512,Concert,627,Led Zepagain,,2019-09-14 20:00:00-07:00
147,38406239,0.004147,Concert,627,Scott Stapp,,2019-09-15 19:00:00-07:00
148,38948409,0.008873,Concert,627,Al Di Meola,,2019-09-19 20:00:00-07:00
149,39032063,0.008873,Concert,627,Al Di Meola,,2019-09-19 16:30:00-07:00
150,35436259,0.015078,Concert,627,Herman's Hermits,,2019-09-20 20:00:00-07:00
151,35436239,0.015078,Concert,627,Herman's Hermits,,2019-09-21 20:00:00-07:00
152,36577644,0.006109,Concert,627,Gary Puckett And The Union Gap,Gary Puckett,2019-09-22 19:00:00-07:00
153,37792299,0.000104,Concert,627,Queen Nation,,2019-09-27 20:00:00-07:00
154,37791834,0.000104,Concert,627,Queen Nation,,2019-09-28 20:00:00-07:00
155,39031917,0.000106,Concert,627,Queen Nation,,2019-09-29 19:00:00-07:00
156,38995347,0.014888,Concert,627,Hayes Carll,,2019-10-02 20:00:00-07:00
157,39024196,7.9e-05,Concert,627,Rod Melancon,,
158,38980048,0.000759,Concert,627,Jim Messina,,2019-10-03 20:00:00-07:00
159,38312699,0.002016,Concert,627,Trashcan Sinatras,,2019-10-04 20:00:00-07:00
160,38408549,0.00086,Concert,627,Geoff Tate,Mindcrime,2019-10-05 20:00:00-07:00
161,37782814,0.066977,Concert,627,Don McLean,,2019-10-06 19:00:00-07:00
162,38951579,0.009752,Concert,627,North Mississippi Allstars,,2019-10-10 20:00:00-07:00
163,37894204,0.017023,Concert,627,Dokken,hIPNOSTIC,2019-10-11 20:00:00-07:00
164,37593289,0.012099,Concert,627,Judy Collins,,2019-10-13 19:00:00-07:00
165,39036649,0.00984,Concert,627,Big Bad Voodoo Daddy,,2019-10-18 20:00:00-07:00
166,39029193,0.000217,Concert,627,Which One's Pink?,,2019-10-19 20:00:00-07:00
167,38777359,0.00514,Concert,627,Rick Wakeman,,2019-10-20 19:00:00-07:00
168,37363629,0.005011,Concert,627,Tab Benoit,,2019-10-24 20:00:00-07:00
169,39017291,0.000407,Concert,627,Al Jardine,,2019-10-25 20:00:00-07:00
170,38604734,0.000813,Concert,627,Desperado,,2019-10-26 20:00:00-07:00
171,39004769,0.008992,Concert,627,Todd Snider,,2019-10-27 19:00:00-07:00
172,38432189,0.012365,Concert,627,Tyrone Wells,,2019-11-02 20:00:00-07:00
173,38948404,0.01216,Concert,627,Molly Hatchet,,2019-11-07 20:00:00-08:00
174,38073579,0.000311,Concert,627,Super Diamond,Wayward Sons,2019-11-08 20:00:00-08:00
175,38222729,0.003498,Concert,627,David Wilcox,Brooke Ramel,2019-11-10 19:00:00-08:00
176,39013343,0.015601,Concert,627,Ozomatli,,2019-11-23 20:00:00-08:00
177,38979841,0.01795,Concert,627,Jonny Lang,,2019-12-06 20:00:00-08:00
178,38238889,0.088339,Concert,627,Blue Öyster Cult,,2019-12-07 20:00:00-08:00
179,38799304,0.002568,Concert,627,Gary Hoey,,2019-12-20 20:00:00-08:00
180,38222939,0.01177,Concert,627,Ambrosia,,2019-12-21 20:00:00-08:00
181,38291334,0.006256,Concert,627,David Benoit,,2019-12-22 20:00:00-08:00
182,38685174,0.034481,Concert,2850,The Bird and the Bee,Alex Lilly,2019-08-15 20:00:00-04:00
183,38685164,0.001507,Concert,2850,Spirit Family Reunion,Sabine McCalla,2019-08-16 20:00:00-04:00
184,38184714,0.010814,Concert,2850,Black Joe Lewis & The Honeybears,,2019-08-17 21:00:00-04:00
185,38138244,0.00443,Concert,2850,Godflesh,Jarboe,2019-08-24 21:00:00-04:00
186,38883053,0.039984,Concert,2850,Surfer Blood,Twin Foxes,2019-08-27 20:00:00-04:00
187,38901044,0.000212,Concert,2850,Shana Falana,,2019-09-06 20:00:00-04:00
188,38920854,0.001687,Concert,2850,Guerilla Toss,,2019-09-10 20:00:00-04:00
189,38667119,0.00269,Concert,2850,The Body,Lingua Ignota,2019-09-13 21:00:00-04:00
190,38961328,0.001558,Concert,2850,Josiah Johnson,"The Sea, The Sea",2019-09-19 20:00:00-04:00
191,38949746,0.002348,Concert,2850,River Whyless,The Dead Tongues,2019-09-20 19:00:00-04:00
192,39017763,0.000906,Concert,2850,Maggie Koerner,,2019-09-21 20:00:00-04:00
193,38995630,0.000698,Concert,2850,Moor Mother,Jerusalem in My Heart,2019-09-25 20:00:00-04:00
194,38980456,0.003517,Concert,2850,Little Wings,Diane Cluck,2019-09-27 20:00:00-04:00
195,38980469,0.002302,Concert,2850,Juan Wauters,,2019-09-28 21:00:00-04:00
196,39006125,0.005563,Concert,2850,Vundabar,And The Kids,2019-10-11 20:00:00-04:00
197,38985084,0.006483,Concert,2850,Rhett Miller,,2019-10-17 20:00:00-04:00
198,38869849,0.001047,Concert,2850,Mark Mulcahy,,2019-10-19 20:00:00-04:00
199,37212094,0.029423,Concert,2850,Jenny Lewis,,2019-11-03 20:00:00-05:00
200,38949684,0.011751,Concert,2850,Mandolin Orange,Sunny War,2019-11-16 19:30:00-05:00
201,38550434,0.005452,Concert,2850,Robyn Hitchcock,,2019-11-23 20:00:00-05:00
202,39028952,0.018227,Concert,3962974,CHON,Between The Buried And Me,2019-12-05 18:30:00-05:00
203,36676159,0.017391,Concert,3199,Dodie,,2019-09-10 19:00:00-04:00
204,38002069,0.009429,Concert,3199,PUP,AJJ,
205,38078694,0.012851,Concert,3199,POLO & PAN,,2019-09-13 20:00:00-04:00
206,35258469,0.013749,Concert,3199,Kamelot,Sonata Arctica,2019-09-14 19:00:00-04:00
207,38381039,0.013307,Concert,3199,BABYMETAL,Avatar,2019-09-15 19:00:00-04:00
208,38754944,0.000387,Concert,3199,Midland (US),,
209,37452524,0.020099,Concert,3199,Judah & the Lion,,2019-09-20 19:00:00-04:00
210,38918899,0.094944,Concert,3199,Alter Bridge,Skillet,2019-09-24 18:00:00-04:00
211,38313799,0.016929,Concert,3199,Yung Gravy,,2019-09-28 20:00:00-04:00
212,38237399,0.031831,Concert,3199,Caravan Palace,,2019-10-04 19:00:00-04:00
213,39032176,0.042483,Concert,3199,Rich Brian,,2019-10-07 20:00:00-04:00
214,37898384,0.081529,Concert,3199,Lauv,Bulow,2019-10-10 19:00:00-04:00
215,37898509,0.081529,Concert,3199,Lauv,Bulow,2019-10-11 19:00:00-04:00
216,38321234,0.0103,Concert,3199,IDLES,Preoccupations,2019-10-17 19:00:00-04:00
217,38997268,0.159709,Concert,3199,Charli XCX,,2019-10-21 19:00:00-04:00
218,38818159,0.159709,Concert,3199,Charli XCX,Allie X,2019-10-22 19:00:00-04:00
219,39026704,0.097797,Concert,3199,Kevin Gates,,
220,38749649,0.017445,Concert,3199,Alec Benjamin,,2019-10-25 19:00:00-04:00
221,38397744,0.127948,Concert,3199,X Ambassadors,Bear Hands,2019-10-30 19:30:00-04:00
222,39024642,0.018798,Concert,3199,King Princess,,2019-11-01 19:00:00-04:00
223,39009236,0.018798,Concert,3199,King Princess,,2019-11-02 19:00:00-04:00
224,38654839,0.022417,Concert,3199,Maitre Gim's,,2019-11-08 20:00:00-05:00
225,39029559,0.029631,Concert,3199,Dwight Yoakam,,2019-11-09 19:00:00-05:00
226,39045121,0.003415,Concert,3199,Noah Guthrie,,2019-11-09 19:00:00-05:00
227,38676164,0.006767,Concert,3199,Conan Gray,,2019-11-12 19:00:00-05:00
228,38958597,0.022518,Concert,3199,Jay Park,,2019-11-14 19:00:00-05:00
229,37387934,0.098887,Concert,3199,Taking Back Sunday,,2019-11-15 19:00:00-05:00
230,37387984,0.098887,Concert,3199,Taking Back Sunday,,2019-11-16 19:00:00-05:00
231,39054116,0.141056,Concert,3199,Beartooth,A Day to Remember,2019-11-19 18:30:00-05:00
232,39057290,0.049032,Concert,3199,Louis the Child,,2019-11-21 19:00:00-05:00
233,38664869,0.109399,Concert,3199,Matt and Kim,The Frights,
234,38011009,0.130489,Concert,3199,Beirut,,2019-12-01 19:00:00-05:00
235,38966785,0.029164,Concert,3331354,G. Love & Special Sauce,,2019-08-13 20:00:00-05:00
236,39024543,0.005945,Concert,3331354,Reignwolf,,2019-08-16 20:30:00-05:00
237,39021414,8e-06,Concert,3331354,Wicked Peace,Ivyrye,2019-08-23 19:00:00-05:00
238,38518619,0.003017,Concert,3331354,Goddamn Gallows,Koffin Kats,2019-08-30 21:00:00-05:00
239,38411544,4.8e-05,Concert,3331354,Chance McCoy,,2019-09-20 21:00:00-05:00
240,39003258,0.000646,Concert,3331354,Future Thieves,Hardcastle,
241,39056323,0.003399,Concert,3331354,Shawn James,,
242,38121659,0.0412,Concert,3331354,The Growlers,,2019-09-26 19:00:00-05:00
243,38981784,0.003903,Concert,3331354,Saintseneca,,
244,38881643,0.001374,Concert,3331354,Smooth Hound Smith,,
245,38978808,0.001745,Concert,3331354,Mo Lowda & the Humble,,2019-10-18 20:00:00-05:00
246,39051342,0.000266,Concert,3331354,Kelsey Waldon,,
247,38974912,0.036043,Concert,3331354,Cursive,Cloud Nothings,2019-11-09 20:00:00-06:00
248,38957826,0.003716,Concert,3331354,Rising Appalachia,Raye Zaragoza,
249,38821654,1.6e-05,Concert,1643083,Death on Fire,Never We See,2019-09-01 20:00:00-05:00
250,39045543,1.4e-05,Concert,1643083,Silence in the Snow,,2019-09-08 20:00:00-05:00
251,39047706,3.7e-05,Concert,1643083,The Well (Austin),,
252,39013571,0.008909,Concert,2781088,Moonchild,,
253,39017433,0.005137,Concert,2781088,Tyler Bryant & the Shakedown,,
254,38926799,0.023369,Concert,370831,John Michael Montgomery,,2019-09-20 19:00:00-05:00
255,39010152,2.3e-05,Concert,370831,Roots & Boots,,2019-10-18 19:00:00-05:00
256,39036182,0.0283,Concert,18394,Marshall Tucker Band,,2020-07-17 20:00:00-07:00
257,38998272,0.026231,Concert,15323,Kari Jobe,,
258,39038046,0.001577,Concert,15323,Cody Carnes,,
259,38129044,0.004032,Concert,11216,Chuck Negron,Gary Puckett,2019-08-18 19:00:00-05:00
260,38968244,0.008244,Concert,11216,Cody Jinks,Sunny Sweeney,2019-08-23 17:00:00-05:00
261,36930449,0.053172,Concert,11216,"""Weird Al"" Yankovic",,
262,36942999,0.04275,Concert,11216,Alabama,,2019-09-14 19:00:00-05:00
263,37953294,0.019599,Concert,11216,Diamond Rio,,
264,39013510,0.056325,Concert,11216,Dream Theater,,2019-10-01 20:00:00-05:00
265,39008993,0.081404,Concert,11216,Chris Young,Matt Stell,2019-10-05 19:30:00-05:00
266,38797364,0.041224,Concert,11216,In This Moment,New Years Day,2019-10-08 19:00:00-05:00
267,38873674,0.098678,Concert,11216,Switchfoot,,2019-10-10 19:30:00-05:00
268,36877714,0.067656,Concert,11216,Chris Stapleton,Brothers Osborne,2019-10-25 19:00:00-05:00
269,39029219,0.136279,Concert,11216,ZZ Top,Marquise Knox,2019-11-03 19:00:00-06:00
270,39016890,0.237944,Concert,11216,The Goo Goo Dolls,The Unlikely Candidates,2019-11-05 20:00:00-06:00
271,39054088,0.007932,Concert,11216,The Oak Ridge Boys,,2019-11-22 18:30:00-06:00
272,39012485,0.190899,Concert,11216,Five Finger Death Punch,Three Days Grace,2019-12-08 18:30:00-06:00
273,39008868,0.041552,Concert,11216,Joe Bonamassa,,2020-03-05 20:00:00-06:00
274,38836879,0.042822,Concert,67952,Reba McEntire,,2019-08-24 20:30:00-04:00
275,38643514,0.013239,Concert,67952,The Mavericks,,2019-09-27 21:00:00-04:00
276,39015310,0.037387,Concert,4803,Newsboys,,2019-10-25 19:00:00-05:00
277,38189739,0.021196,Concert,4803,Aaron Lewis,,2019-11-08 20:00:00-06:00
278,38625364,0.000115,Concert,4803,Ben Danaher,,
279,38635319,0.000767,Concert,37421,Alexandra Kay,Harper and Lee,2019-08-16 20:00:00-05:00
280,38997300,1.4e-05,Concert,37421,Hazer,Mayhem Like Me,2019-08-17 19:00:00-05:00
281,38831479,0.003273,Concert,37421,King 810,Jim,2019-08-20 19:00:00-05:00
282,38894613,5.5e-05,Concert,37421,One Of Us,,2019-08-23 21:30:00-05:00
283,38831714,0.000789,Concert,37421,Zealots,Cold Kingdom,2019-08-24 21:00:00-05:00
284,39041667,3.5e-05,Concert,37421,Sideshow Bob,,2019-08-30 18:00:00-05:00
285,39026914,7e-06,Concert,37421,Faces Turned Ashen,NonGrata,2019-08-31 21:00:00-05:00
286,38831754,3.6e-05,Concert,37421,Almas,Mixed Company,2019-09-01 19:00:00-05:00
287,39041717,0.000243,Concert,37421,Zoot,The Alumni,2019-09-06 20:00:00-05:00
288,38831734,0.001134,Concert,37421,Entheos,Too Pure To Die,2019-09-07 13:00:00-05:00
289,39054915,1.4e-05,Concert,37421,Youth Gone Wild,,2019-09-13 21:30:00-05:00
290,39057368,0.000121,Concert,37421,Dan D,,2019-09-14 19:00:00-05:00
291,38957007,1.4e-05,Concert,37421,Tinderbox Circus Sideshow,,2019-09-18 19:00:00-05:00
292,39019793,3e-05,Concert,37421,Marlsincharge,Zuul,2019-09-20 21:00:00-05:00
293,39026928,2.8e-05,Concert,37421,Hazer,In The Attic,2019-09-21 21:00:00-05:00
294,39057407,1.3e-05,Concert,37421,Illegal Smile,,2019-09-28 19:00:00-05:00
295,38972023,0.000789,Concert,37421,One Of Us,Zachary Daniels Band,2019-10-05 19:00:00-05:00
296,38832044,0.003668,Concert,37421,Goddamn Gallows,Scott H. Biram,2019-10-23 19:00:00-05:00
297,38102689,0.004509,Concert,37421,Jinjer,The Browning,2019-10-24 18:30:00-05:00
298,39041650,0.003525,Concert,3386829,Exmag,,2019-08-16 21:00:00-05:00
299,39041664,0.008121,Concert,3386829,Mark Farina,,2019-08-23 21:00:00-05:00
300,39060082,0.001162,Concert,3386829,Volac,Phlegmatic Dogs,
301,39017405,0.000572,Concert,3386829,Golf Clap,,
302,39022617,0.000937,Concert,3386829,Sacha Robotti,,2019-11-08 21:00:00-06:00
303,38345289,0.009703,Concert,33749,Whiskey Myers,The Vegabonds,2019-08-17 20:00:00-04:00
304,39046700,0.000464,Concert,33749,Sweet Crude,,
305,38151859,0.0412,Concert,33749,The Growlers,,2019-09-11 19:00:00-04:00
306,39014415,0.000173,Concert,33749,BAILEN,,
307,38998451,0.02634,Concert,33749,Com Truise,,
308,38821574,0.026782,Concert,33749,COIN,,2019-10-11 20:30:00-04:00
309,39008016,0.000358,Concert,33749,Max Creek,,
310,38543814,0.002739,Concert,33749,Ripe,Castlecomer,
311,38575944,0.007936,Concert,4050449,mxmtoon,Alexander 23,2019-09-27 19:00:00-07:00
312,38684054,0.007936,Concert,4050449,mxmtoon,Alexander 23,2019-09-28 19:00:00-07:00
