,links,metro_code,postal_code,timezone,has_upcoming_events,id,city,stats,extended_address,display_location,state,score,location,access_method,num_upcoming_events,address,capacity,slug,name,url,country,popularity,name_v2,tm_venue
537,[],547,43604,America/New_York,True,2541,Toledo,{'event_count': 56},"Toledo, OH 43604","Toledo, OH",OH,0.6225744,"{'lat': 41.6512, 'lon': -83.5366}",,56,500 Jefferson Ave,8000,huntington-center,Huntington Center,https://seatgeek.com/venues/huntington-center/tickets,US,0,Huntington Center,Huntington Center
538,[],515,45230,America/New_York,True,86,Cincinnati,{'event_count': 2},"Cincinnati, OH 45230","Cincinnati, OH",OH,0.74042535,"{'lat': 39.0546, 'lon': -84.414}","{'employee_only': False, 'created_at': '2019-05-30T17:53:35Z', 'method': 'QRCODE'}",2,6295 Kellogg Avenue,20500,riverbend-music-center,Riverbend Music Center,https://seatgeek.com/venues/riverbend-music-center/tickets,US,0,Riverbend Music Center,Riverbend Music Center
539,[],535,43215,America/New_York,True,243,Columbus,{'event_count': 22},"Columbus, OH 43215","Columbus, OH",OH,0.5479401,"{'lat': 39.9697, 'lon': -83.0095}","{'employee_only': False, 'created_at': '2015-10-23T21:12:43Z', 'method': 'QRCODE_TM'}",22,405 Neil Avenue,4500,express-live,Express Live!,https://seatgeek.com/venues/express-live/tickets,US,0,Express Live!,EXPRESS LIVE!
540,[],510,44114,America/New_York,True,360,Cleveland,{'event_count': 40},"Cleveland, OH 44114","Cleveland, OH",OH,0.51093584,"{'lat': 41.4992, 'lon': -81.6906}",,40,308 Euclid Ave,1200,house-of-blues-cleveland,House Of Blues - Cleveland,https://seatgeek.com/venues/house-of-blues-cleveland/tickets,US,0,House Of Blues - Cleveland,House of Blues Cleveland presented by Cricket Wireless
541,[],535,43215,America/New_York,True,984,Columbus,{'event_count': 39},"Columbus, OH 43215","Columbus, OH",OH,0.5778561,"{'lat': 39.9623, 'lon': -83.0017}",,39,34 West Broad Street,2823,palace-theatre-columbus,Palace Theatre Columbus,https://seatgeek.com/venues/palace-theatre-columbus/tickets,US,0,Palace Theatre Columbus,Palace Theatre Columbus
542,[],510,44308,America/New_York,True,1089,Akron,{'event_count': 35},"Akron, OH 44308","Akron, OH",OH,0.5543914,"{'lat': 41.0842, 'lon': -81.5141}",,35,182 South Main Street,2592,akron-civic-theatre,Akron Civic Theatre,https://seatgeek.com/venues/akron-civic-theatre/tickets,US,0,Akron Civic Theatre,Akron Civic Theatre
543,[],510,44325,America/New_York,True,1199,Akron,{'event_count': 36},"Akron, OH 44325","Akron, OH",OH,0.58173686,"{'lat': 41.0785, 'lon': -81.5153}",,36,198 Hill Street,2955,ej-thomas-hall,EJ Thomas Hall,https://seatgeek.com/venues/ej-thomas-hall/tickets,US,0,EJ Thomas Hall,E.J. Thomas Hall - The University of Akron
544,[],510,44067,America/New_York,True,57469,Northfield,{'event_count': 27},"Northfield, OH 44067","Northfield, OH",OH,0.53985786,"{'lat': 41.3502, 'lon': -81.5267}",,27,10777 Northfield Rd,2200,mgm-northfield-park-center-stage,MGM Northfield Park - Center Stage,https://seatgeek.com/venues/mgm-northfield-park-center-stage/tickets,US,0,MGM Northfield Park - Center Stage,MGM Northfield Park - Center Stage (formerly Hard Rock Live)
545,[],515,45202,America/New_York,True,1372,Cincinnati,{'event_count': 66},"Cincinnati, OH 45202","Cincinnati, OH",OH,0.5779758,"{'lat': 39.102, 'lon': -84.5075}",,66,317 East 5th Street,2500,taft-theatre,Taft Theatre,https://seatgeek.com/venues/taft-theatre/tickets,US,0,Taft Theatre,Taft Theatre
546,[],535,43201,America/New_York,True,821,Columbus,{'event_count': 38},"Columbus, OH 43201","Columbus, OH",OH,0.45090106,"{'lat': 39.9975, 'lon': -83.0073}",,38,1722 North High Street,1700,newport-music-hall,Newport Music Hall,https://seatgeek.com/venues/newport-music-hall/tickets,US,0,Newport Music Hall,Newport Music Hall
547,[],515,45230,America/New_York,True,280,Cincinnati,{'event_count': 3},"Cincinnati, OH 45230","Cincinnati, OH",OH,0.60717237,"{'lat': 39.0546, 'lon': -84.414}",,3,6295 Kellogg Ave.,20500,pnc-pavilion,PNC Pavilion,https://seatgeek.com/venues/pnc-pavilion/tickets,US,0,PNC Pavilion,PNC PAVILION
548,[],536,44483,America/New_York,True,6278,Warren,{'event_count': 12},"Warren, OH 44483","Warren, OH",OH,0.54945046,"{'lat': 41.2513, 'lon': -80.8305}",,12,1703 Mahoning Avenue Northwest,2500,w-d-packard-music-hall,W.D. Packard Music Hall,https://seatgeek.com/venues/w-d-packard-music-hall/tickets,US,0,W.D. Packard Music Hall,Packard Music Hall
549,[],535,43203,America/New_York,True,3973,Columbus,{'event_count': 16},"Columbus, OH 43203","Columbus, OH",OH,0.44749564,"{'lat': 39.9673, 'lon': -82.9805}",,16,769 East Long Street,582,lincoln-theatre-3,Lincoln Theatre,https://seatgeek.com/venues/lincoln-theatre-3/tickets,US,0,Lincoln Theatre,Lincoln Theatre
550,[],535,43215,America/New_York,True,7037,Columbus,{'event_count': 25},"Columbus, OH 43215","Columbus, OH",OH,0.46017572,"{'lat': 39.9612, 'lon': -82.9988}",,25,391 Neil Ave,0,a-and-r-music-bar,A and R Music Bar,https://seatgeek.com/venues/a-and-r-music-bar/tickets,US,0,A and R Music Bar,A and R Music Bar
551,[],535,43201,America/New_York,True,760,Columbus,{'event_count': 29},"Columbus, OH 43201","Columbus, OH",OH,0.43464097,"{'lat': 39.9694, 'lon': -83.01}",,29,391 Neil Ave.,200,the-basement,The Basement,https://seatgeek.com/venues/the-basement/tickets,US,0,The Basement,The Basement
552,[],510,44113,America/New_York,True,481,Cleveland,{'event_count': 1},"Cleveland, OH 44113","Cleveland, OH",OH,0.6180617,"{'lat': 41.4963, 'lon': -81.7029}",,1,2014 Sycamore Street,5000,jacobs-pavilion-at-nautica,Jacobs Pavilion at Nautica,https://seatgeek.com/venues/jacobs-pavilion-at-nautica/tickets,US,0,Jacobs Pavilion at Nautica,Jacobs Pavilion at Nautica (formerly Nautica Pavilion)
553,[],535,43201,America/New_York,True,2655,Columbus,{'event_count': 18},"Columbus, OH 43201","Columbus, OH",OH,0.36863118,"{'lat': 39.9859, 'lon': -83.0056}",,18,1151 North High Street,0,skully-s-music-diner,Skully's Music-Diner,https://seatgeek.com/venues/skully-s-music-diner/tickets,US,0,Skully's Music-Diner,Skullys Music Diner
554,[],535,43228,America/New_York,True,79197,Columbus,{'event_count': 4},"Columbus, OH 43228","Columbus, OH",OH,0.0,"{'lat': 39.9437, 'lon': -83.1058}",,4,3990 Sullivant Ave,0,la-boom-columbus,La Boom - Columbus,https://seatgeek.com/venues/la-boom-columbus/tickets,US,0,La Boom - Columbus,La Boom Columbus
555,[],535,43215,America/New_York,True,1427,Columbus,{'event_count': 19},"Columbus, OH 43215","Columbus, OH",OH,0.51320565,"{'lat': 39.9606, 'lon': -83.0004}",,19,77 S High St,903,speaker-jo-ann-davidson-theatre,Speaker Jo Ann Davidson Theatre,https://seatgeek.com/venues/speaker-jo-ann-davidson-theatre/tickets,US,0,Speaker Jo Ann Davidson Theatre,Speaker Jo Ann Davidson Theatre (formerly Capitol Theatre)
556,[],510,44113,America/New_York,True,3238,Cleveland,{'event_count': 8},"Cleveland, OH 44113","Cleveland, OH",OH,0.46307284,"{'lat': 41.5, 'lon': -81.7}",,8,1295 Old River Road,0,the-odeon-concert-club,The Odeon Concert Club,https://seatgeek.com/venues/the-odeon-concert-club/tickets,US,0,The Odeon Concert Club,Odeon
557,[],535,43215,America/New_York,True,552,Columbus,{'event_count': 51},"Columbus, OH 43215","Columbus, OH",OH,0.48796186,"{'lat': 39.9562, 'lon': -82.9988}",,51,21 E Main St,900,southern-theatre,Southern Theatre,https://seatgeek.com/venues/southern-theatre/tickets,US,0,Southern Theatre,Southern Theatre
558,[],535,43202,America/New_York,True,8607,Columbus,{'event_count': 14},"Columbus, OH 43202","Columbus, OH",OH,0.32219347,"{'lat': 40.0147, 'lon': -83.0004}",,14,2507 Summit Street,0,rumba-cafe,Rumba Cafe,https://seatgeek.com/venues/rumba-cafe/tickets,US,0,Rumba Cafe,RUMBA CAFE
559,[],535,43212,America/New_York,True,39078,Columbus,{'event_count': 19},"Columbus, OH 43212","Columbus, OH",OH,0.32219347,"{'lat': 39.985, 'lon': -83.0377}",,19,1200 W 3rd Ave,0,woodlands-tavern-1,Woodlands Tavern,https://seatgeek.com/venues/woodlands-tavern-1/tickets,US,0,Woodlands Tavern,Woodlands Tavern
560,[],510,,America/New_York,False,86994,Geneva,{'event_count': 0},"Geneva, OH ","Geneva, OH",OH,0.0,"{'lat': 41.8609, 'lon': -80.9473}",,0,,0,the-cove-niteclub-syko-maffia-3-zombie-crawl,The Cove Niteclub - Syko-Maffia 3 Zombie Crawl,https://seatgeek.com/venues/the-cove-niteclub-syko-maffia-3-zombie-crawl/tickets,US,0,The Cove Niteclub - Syko-Maffia 3 Zombie Crawl,The Cove
561,[],510,44067,America/New_York,True,57469,Northfield,{'event_count': 27},"Northfield, OH 44067","Northfield, OH",OH,0.53985786,"{'lat': 41.3502, 'lon': -81.5267}",,27,10777 Northfield Rd,2200,mgm-northfield-park-center-stage,MGM Northfield Park - Center Stage,https://seatgeek.com/venues/mgm-northfield-park-center-stage/tickets,US,0,MGM Northfield Park - Center Stage,MGM Northfield Park - Neon Room (formerly Club Velvet)
562,[],542,45506,America/New_York,True,6184,Springfield,{'event_count': 10},"Springfield, OH 45506","Springfield, OH",OH,0.3828895,"{'lat': 39.9213, 'lon': -83.8097}",,10,300 S Fountain Avenue,0,kuss-auditorium-at-clark-state-performing-arts-center,Kuss Auditorium at Clark State Performing Arts Center,https://seatgeek.com/venues/kuss-auditorium-at-clark-state-performing-arts-center/tickets,US,0,Kuss Auditorium at Clark State Performing Arts Center,Kuss Auditorium at Clark State Performing Arts Center
563,[],515,45209,America/New_York,True,1435,Cincinnati,{'event_count': 3},"Cincinnati, OH 45209","Cincinnati, OH",OH,0.44747362,"{'lat': 39.1513, 'lon': -84.4329}",,3,3021 Madison Road,400,20th-century-theater,20th Century Theater,https://seatgeek.com/venues/20th-century-theater/tickets,US,0,20th Century Theater,20th Century Theater
564,[],671,74103,America/Chicago,True,85,Tulsa,{'event_count': 77},"Tulsa, OK 74103","Tulsa, OK",OK,0.7418175,"{'lat': 36.1528, 'lon': -95.9962}","{'employee_only': False, 'created_at': '2016-07-01T15:39:05Z', 'method': 'QRCODE_TM'}",77,200 South Denver,19199,bok-center,BOK Center,https://seatgeek.com/venues/bok-center/tickets,US,0,BOK Center,BOK Center
565,[],650,73102,America/Chicago,True,208,Oklahoma City,{'event_count': 61},"Oklahoma City, OK 73102","Oklahoma City, OK",OK,0.77679795,"{'lat': 35.4634, 'lon': -97.5151}","{'employee_only': False, 'created_at': '2015-10-08T22:02:44Z', 'method': 'QRCODE_TM'}",61,100 West Reno Avenue,20817,chesapeake-energy-arena,Chesapeake Energy Arena,https://seatgeek.com/venues/chesapeake-energy-arena/tickets,US,0,Chesapeake Energy Arena,Chesapeake Energy Arena
566,[],657,74701,America/Chicago,True,2207,Durant,{'event_count': 12},"Durant, OK 74701","Durant, OK",OK,0.65166295,"{'lat': 33.9517, 'lon': -96.4126}",,12,4216 US 69,5500,choctaw-grand-theater,Choctaw Grand Theater,https://seatgeek.com/venues/choctaw-grand-theater/tickets,US,0,Choctaw Grand Theater,Choctaw Grand Theater
567,[],623,73459,America/Chicago,False,9173,Thackerville,{'event_count': 0},"Thackerville, OK 73459","Thackerville, OK",OK,0.45645997,"{'lat': 33.7559, 'lon': -97.1343}",,0,777 Casino Avenue,0,global-event-center-at-winstar-world-resort,Global Event Center at WinStar World Resort,https://seatgeek.com/venues/global-event-center-at-winstar-world-resort/tickets,US,0,Global Event Center at WinStar World Resort,Global Event Center at WinStar World Casino and Resort
568,[],671,74103,America/Chicago,False,1931,Tulsa,{'event_count': 0},"Tulsa, OK 74103","Tulsa, OK",OK,0.54623526,"{'lat': 36.3635, 'lon': -95.8449}",,0,100 Civic Center,9768,cox-business-center,Cox Business Center,https://seatgeek.com/venues/cox-business-center/tickets,US,0,Cox Business Center,Cox Business Center Ballroom
569,[],671,74103,America/Chicago,True,9172,Tulsa,{'event_count': 4},"Tulsa, OK 74103","Tulsa, OK",OK,0.41624087,"{'lat': 36.159, 'lon': -95.9941}",,4,222 North Main Street,499,the-vanguard,The Vanguard,https://seatgeek.com/venues/the-vanguard/tickets,US,0,The Vanguard,The Vanguard
570,[],820,97227,America/Los_Angeles,True,218,Portland,{'event_count': 22},"Portland, OR 97227","Portland, OR",OR,0.59547657,"{'lat': 45.532, 'lon': -122.67}",,22,300 Winning Way,13000,veterans-memorial-coliseum-3,Veterans Memorial Coliseum,https://seatgeek.com/venues/veterans-memorial-coliseum-3/tickets,US,0,Veterans Memorial Coliseum,Veterans Memorial Coliseum
571,[],820,97227,America/Los_Angeles,True,256,Portland,{'event_count': 80},"Portland, OR 97227","Portland, OR",OR,0.7514695,"{'lat': 45.5316, 'lon': -122.667}","{'employee_only': False, 'created_at': '2015-08-04T00:00:00Z', 'method': 'QRCODE_TM'}",80,1 Center Court,20630,moda-center,Moda Center,https://seatgeek.com/venues/moda-center/tickets,US,0,Moda Center,Moda Center
572,[],820,97209,America/Los_Angeles,True,543,Portland,{'event_count': 44},"Portland, OR 97209","Portland, OR",OR,0.5415633,"{'lat': 45.5232, 'lon': -122.676}",,44,10 Northwest 6th Ave.,1550,roseland-theater,Roseland Theater,https://seatgeek.com/venues/roseland-theater/tickets,US,0,Roseland Theater,Roseland Theater
573,[],820,97227,America/Los_Angeles,False,54705,Portland,{'event_count': 0},"Portland, OR 97227","Portland, OR",OR,0.0,"{'lat': 45.532, 'lon': -122.668}",,0,1 Center Court,0,theater-of-the-clouds,Theater of the Clouds,https://seatgeek.com/venues/theater-of-the-clouds/tickets,US,0,Theater of the Clouds,Theater of the Clouds at Moda Center
574,[],813,97502,America/Los_Angeles,False,426048,Central Point,{'event_count': 0},"Central Point, OR 97502","Central Point, OR",OR,0.0,"{'lat': 42.3807, 'lon': -122.906}",,0,1 Peninger Rd,0,jackson-county-expo,Jackson County Expo,https://seatgeek.com/venues/jackson-county-expo/tickets,US,0,Jackson County Expo,Jackson County Expo
575,[],821,97701,America/Los_Angeles,True,31514,Bend,{'event_count': 1},"Bend, OR 97701","Bend, OR",OR,0.0,"{'lat': 44.0597, 'lon': -121.308}",,1,51 Northwest Greenwood Avenue,0,midtown-ballroom,Midtown Ballroom,https://seatgeek.com/venues/midtown-ballroom/tickets,US,0,Midtown Ballroom,Midtown Ballroom
576,[],820,97204,America/Los_Angeles,True,479983,Portland,{'event_count': 3},"Portland, OR 97204","Portland, OR",OR,0.0,"{'lat': 45.5229, 'lon': -122.673}",,3,6 SW 3rd,0,new-paris-theatre-1,New Paris Theatre,https://seatgeek.com/venues/new-paris-theatre-1/tickets,US,0,New Paris Theatre, New Paris Theatre
577,[],801,97401,America/Los_Angeles,True,1191,Eugene,{'event_count': 16},"Eugene, OR 97401","Eugene, OR",OR,0.433454,"{'lat': 44.0512, 'lon': -123.097}",,16,291 West 8th Avenue,400,wow-hall,WOW Hall,https://seatgeek.com/venues/wow-hall/tickets,US,0,WOW Hall,Wow Hall
578,[],820,97209,America/Los_Angeles,True,6524,Portland,{'event_count': 25},"Portland, OR 97209","Portland, OR",OR,0.47222054,"{'lat': 45.5234, 'lon': -122.677}",,25,13 NW Sixth Avenue,500,star-theater,Star Theater,https://seatgeek.com/venues/star-theater/tickets,US,0,Star Theater,Star Theater
579,[],820,97209,America/Los_Angeles,True,5500,Portland,{'event_count': 19},"Portland, OR 97209","Portland, OR",OR,0.39034033,"{'lat': 45.523, 'lon': -122.674}",,19,350 West Burnside Street,0,dante-s,Dante's,https://seatgeek.com/venues/dante-s/tickets,US,0,Dante's,Dante's
580,[],820,97204,,False,474176,Portland,{'event_count': 0},"Portland, OR 97204","Portland, OR",OR,0.0,"{'lat': 45.5195, 'lon': -122.676}",,0,529 Southwest 4th Avenue,0,the-jack-london-revue,The Jack London Revue,https://seatgeek.com/venues/the-jack-london-revue/tickets,US,0,The Jack London Revue,Jack London Revue
581,[],821,97701,America/Los_Angeles,True,3514,Bend,{'event_count': 2},"Bend, OR 97701","Bend, OR",OR,0.38424858,"{'lat': 44.0597, 'lon': -121.308}",,2,51 NW Greenwood Ave,0,domino-room,Domino Room,https://seatgeek.com/venues/domino-room/tickets,US,0,Domino Room,Domino Room
582,[],820,97212,America/Los_Angeles,True,578,Portland,{'event_count': 67},"Portland, OR 97212","Portland, OR",OR,0.48230886,"{'lat': 45.5407, 'lon': -122.663}",,67,128 NE Russell  St,1700,wonder-ballroom,Wonder Ballroom,https://seatgeek.com/venues/wonder-ballroom/tickets,US,0,Wonder Ballroom,Wonder Ballroom
583,[],512,21251,America/New_York,True,3332,Baltimore,{'event_count': 1},"Baltimore, MD 21251","Baltimore, MD",MD,0.4322624,"{'lat': 39.3448, 'lon': -76.5842}",,1,1700 East Cold Spring Lane,0,morgan-state-university,Morgan State University,https://seatgeek.com/venues/morgan-state-university/tickets,US,0,Morgan State University,Morgan State University
584,[],512,21201,America/New_York,True,679,Baltimore,{'event_count': 22},"Baltimore, MD 21201","Baltimore, MD",MD,0.6991824,"{'lat': 39.2886, 'lon': -76.6187}","{'employee_only': False, 'created_at': '2016-07-01T16:20:35Z', 'method': 'QRCODE'}",22,201 West Baltimore St.,11286,royal-farms-arena,Royal Farms Arena,https://seatgeek.com/venues/royal-farms-arena/tickets,US,0,Royal Farms Arena,Royal Farms Arena (formerly Baltimore Arena)
585,[],512,21250,America/New_York,True,437845,Baltimore,{'event_count': 28},"Baltimore, MD 21250","Baltimore, MD",MD,0.0,"{'lat': 39.2556, 'lon': -76.711}",,28,1000 Hilltop Circle,0,umbc-event-center,UMBC Event Center,https://seatgeek.com/venues/umbc-event-center/tickets,US,0,UMBC Event Center,UMBC Event Center
586,[],511,20910,America/New_York,True,6103,Silver Spring,{'event_count': 63},"Silver Spring, MD 20910","Silver Spring, MD",MD,0.5515456,"{'lat': 38.9974, 'lon': -77.0276}",,63,8656 Colesville Road,2000,the-fillmore-silver-spring,The Fillmore Silver Spring,https://seatgeek.com/venues/the-fillmore-silver-spring/tickets,US,0,The Fillmore Silver Spring,The Fillmore Silver Spring presented by Cricket Wireless
587,[],512,21202,America/New_York,True,6260,Baltimore,{'event_count': 46},"Baltimore, MD 21202","Baltimore, MD",MD,0.47385508,"{'lat': 39.45, 'lon': -76.7602}",,46,124 Market Place,1000,baltimore-soundstage,Baltimore Soundstage,https://seatgeek.com/venues/baltimore-soundstage/tickets,US,0,Baltimore Soundstage,Baltimore Soundstage
588,[],512,21202,America/New_York,True,648,Baltimore,{'event_count': 2},"Baltimore, MD 21202","Baltimore, MD",MD,0.63509566,"{'lat': 39.284, 'lon': -76.6044}",,2,731 Eastern Ave,4400,mecu-pavilion,MECU Pavilion,https://seatgeek.com/venues/mecu-pavilion/tickets,US,0,MECU Pavilion,MECU Pavilion
589,[],511,,America/New_York,False,176176,Bethesda,{'event_count': 0},"Bethesda, MD ","Bethesda, MD",MD,0.0,"{'lat': 38.9847, 'lon': -77.0947}",,0,,0,union-jacks-rio,Union Jacks Rio,https://seatgeek.com/venues/union-jacks-rio/tickets,US,0,Union Jacks Rio,Union Jack's - Rio
590,[],512,21201,America/New_York,True,1095,Baltimore,{'event_count': 37},"Baltimore, MD 21201","Baltimore, MD",MD,0.6355551,"{'lat': 39.3039, 'lon': -76.6191}",,37,1212 Cathedral Street,2443,joseph-meyerhoff-symphony-hall,Joseph Meyerhoff Symphony Hall,https://seatgeek.com/venues/joseph-meyerhoff-symphony-hall/tickets,US,0,Joseph Meyerhoff Symphony Hall,Meyerhoff Symphony Hall
591,[],512,,America/New_York,False,167447,Annapolis,{'event_count': 0},"Annapolis, MD ","Annapolis, MD",MD,0.0,"{'lat': 38.9818, 'lon': -76.5386}",,0,,0,union-jacks-annapolis,Union Jacks Annapolis,https://seatgeek.com/venues/union-jacks-annapolis/tickets,US,0,Union Jacks Annapolis,Union Jack's Annapolis
592,[],512,21251,America/New_York,True,3332,Baltimore,{'event_count': 1},"Baltimore, MD 21251","Baltimore, MD",MD,0.4322624,"{'lat': 39.3448, 'lon': -76.5842}",,1,1700 East Cold Spring Lane,0,morgan-state-university,Morgan State University,https://seatgeek.com/venues/morgan-state-university/tickets,US,0,Morgan State University,Morgan State University - Murphy Fine Arts Center 
593,[],506,02035,America/New_York,True,33,Foxborough,{'event_count': 15},"Foxborough, MA 02035","Foxborough, MA",MA,0.8983344,"{'lat': 42.0906, 'lon': -71.2674}","{'employee_only': False, 'created_at': '2018-08-22T15:36:58Z', 'method': 'NONE'}",15,1 Patriot Place,68756,gillette-stadium,Gillette Stadium,https://seatgeek.com/venues/gillette-stadium/tickets,US,0,Gillette Stadium,Gillette Stadium
594,[],506,02114,America/New_York,True,1544,Boston,{'event_count': 107},"Boston, MA 02114","Boston, MA",MA,0.8403977,"{'lat': 42.3653, 'lon': -71.0618}","{'employee_only': False, 'created_at': '2015-07-07T00:00:00Z', 'method': 'QRCODE_TM'}",107,100 Legends Way,19580,td-garden,TD Garden,https://seatgeek.com/venues/td-garden/tickets,US,0,TD Garden,TD Garden
595,[],506,02108,America/New_York,True,1239,Boston,{'event_count': 24},"Boston, MA 02108","Boston, MA",MA,0.66707915,"{'lat': 42.3566, 'lon': -71.0615}",,24,1 Hamilton Place,2700,orpheum-theatre-1,Orpheum Theatre,https://seatgeek.com/venues/orpheum-theatre-1/tickets,US,0,Orpheum Theatre,Orpheum Theatre
596,[],506,01608,America/New_York,True,1320,Worcester,{'event_count': 56},"Worcester, MA 01608","Worcester, MA",MA,0.6915371,"{'lat': 42.2661, 'lon': -71.7986}","{'employee_only': False, 'created_at': '2018-08-10T22:21:34Z', 'method': 'NONE'}",56,50 Foster St.,14800,dcu-center,DCU Center,https://seatgeek.com/venues/dcu-center/tickets,US,0,DCU Center,DCU Center
597,[],521,02048,America/New_York,True,60,Mansfield,{'event_count': 3},"Mansfield, MA 02048","Mansfield, MA",MA,0.7799726,"{'lat': 41.9923, 'lon': -71.219}","{'employee_only': False, 'created_at': '2015-07-21T00:00:00Z', 'method': 'QRCODE_TM'}",3,885 S Main St,19900,xfinity-center,Xfinity Center,https://seatgeek.com/venues/xfinity-center/tickets,US,0,Xfinity Center,Xfinity Center
598,[],506,02116,America/New_York,True,469,Boston,{'event_count': 75},"Boston, MA 02116","Boston, MA",MA,0.644666,"{'lat': 42.3503, 'lon': -71.065}","{'employee_only': False, 'created_at': '2015-11-10T16:02:49Z', 'method': 'QRCODE_TM'}",75,270 Tremont Street,3600,boch-center-wang-theatre,Boch Center Wang Theatre,https://seatgeek.com/venues/boch-center-wang-theatre/tickets,US,0,Boch Center Wang Theatre,Boch Center Wang Theatre
599,[],506,02215,America/New_York,True,952,Boston,{'event_count': 62},"Boston, MA 02215","Boston, MA",MA,0.64840597,"{'lat': 42.3522, 'lon': -71.1177}",,62,925 Commonwealth Ave.,7200,agganis-arena,Agganis Arena,https://seatgeek.com/venues/agganis-arena/tickets,US,0,Agganis Arena,Agganis Arena
600,[],506,02215,America/New_York,True,517,Boston,{'event_count': 80},"Boston, MA 02215","Boston, MA",MA,0.63200724,"{'lat': 42.3474, 'lon': -71.0957}","{'employee_only': False, 'created_at': '2015-08-04T00:00:00Z', 'method': 'QRCODE_TM'}",80,15 Lansdowne Street,2425,house-of-blues-boston,House of Blues - Boston,https://seatgeek.com/venues/house-of-blues-boston/tickets,US,0,House of Blues - Boston,House of Blues Boston presented by Cricket Wireless
601,[],506,02134,America/New_York,True,1446,Boston,{'event_count': 59},"Boston, MA 02134","Boston, MA",MA,0.4743713,"{'lat': 42.3529, 'lon': -71.1326}",,59,158 Brighton Avenue,476,brighton-music-hall,Brighton Music Hall,https://seatgeek.com/venues/brighton-music-hall/tickets,US,0,Brighton Music Hall,Brighton Music Hall presented by Citizens Bank
602,[],506,02215,America/New_York,True,540,Boston,{'event_count': 73},"Boston, MA 02215","Boston, MA",MA,0.527157,"{'lat': 42.352, 'lon': -71.1195}","{'employee_only': False, 'created_at': '2015-11-20T18:44:12Z', 'method': 'QRCODE_TM'}",73,967 Commonwealth Ave.,650,paradise-rock-club,Paradise Rock Club,https://seatgeek.com/venues/paradise-rock-club/tickets,US,0,Paradise Rock Club,Paradise Rock Club presented by Citizens Bank
603,[],506,01915,America/New_York,True,434210,Beverly,{'event_count': 21},"Beverly, MA 01915","Beverly, MA",MA,0.0,"{'lat': 42.5513, 'lon': -70.8787}",,21,286 Cabot Street,0,the-cabot,The Cabot,https://seatgeek.com/venues/the-cabot/tickets,US,0,The Cabot,The Cabot
604,[],543,01103,America/New_York,True,2342,Springfield,{'event_count': 3},"Springfield, MA 01103","Springfield, MA",MA,0.56222343,"{'lat': 42.1013, 'lon': -72.5893}",,3,34 Court Street,2611,springfield-symphony-hall,Springfield Symphony Hall,https://seatgeek.com/venues/springfield-symphony-hall/tickets,US,0,Springfield Symphony Hall,Springfield Symphony Hall
605,[],506,02210,America/New_York,True,484264,Boston,{'event_count': 22},"Boston, MA 02210","Boston, MA",MA,0.0,"{'lat': 42.3542, 'lon': -71.0514}",,22,470 Atlantic Avenue,0,big-night-live,Big Night Live,https://seatgeek.com/venues/big-night-live/tickets,US,0,Big Night Live,Big Night Live
606,[],506,01952,America/New_York,True,4873,Salisbury,{'event_count': 41},"Salisbury, MA 01952","Salisbury, MA",MA,0.42939514,"{'lat': 42.8436, 'lon': -70.8163}",,41,4 Oceanfront North,500,blue-ocean-music-hall,Blue Ocean Music Hall,https://seatgeek.com/venues/blue-ocean-music-hall/tickets,US,0,Blue Ocean Music Hall,Blue Ocean Music Hall
607,[],506,02139,America/New_York,True,7879,Cambridge,{'event_count': 19},"Cambridge, MA 02139","Cambridge, MA",MA,0.4937259,"{'lat': 42.3637, 'lon': -71.1015}",,19,472 Massachusetts Avenue,194,middle-east-downstairs,Middle East - Downstairs,https://seatgeek.com/venues/middle-east-downstairs/tickets,US,0,Middle East - Downstairs,Middle East Downstairs
608,[],506,02139,America/New_York,True,7879,Cambridge,{'event_count': 19},"Cambridge, MA 02139","Cambridge, MA",MA,0.4937259,"{'lat': 42.3637, 'lon': -71.1015}",,19,472 Massachusetts Avenue,194,middle-east-downstairs,Middle East - Downstairs,https://seatgeek.com/venues/middle-east-downstairs/tickets,US,0,Middle East - Downstairs,Middle East
609,[],506,02143,America/New_York,False,450587,Somerville,{'event_count': 0},"Somerville, MA 02143","Somerville, MA",MA,0.0,"{'lat': 42.3816, 'lon': -71.1001}",,0,379 Somerville Ave,0,thunder-road-somerville,Thunder Road - Somerville,https://seatgeek.com/venues/thunder-road-somerville/tickets,US,0,Thunder Road - Somerville,Thunder Road
610,[],506,02144,America/New_York,True,1602,Somerville,{'event_count': 26},"Somerville, MA 02144","Somerville, MA",MA,0.5286363,"{'lat': 42.4, 'lon': -71.12}",,26,55 Davis Square,900,somerville-theatre,Somerville Theatre,https://seatgeek.com/venues/somerville-theatre/tickets,US,0,Somerville Theatre,Somerville Theatre
611,[],506,02557,America/New_York,True,53063,Oak Bluffs,{'event_count': 1},"Oak Bluffs, MA 02557","Oak Bluffs, MA",MA,0.0,"{'lat': 41.4192, 'lon': -70.5958}",,1,100 Edgartown Rd,0,martha-s-vineyard-performing-arts-center,Martha's Vineyard Performing Arts Center,https://seatgeek.com/venues/martha-s-vineyard-performing-arts-center/tickets,US,0,Martha's Vineyard Performing Arts Center,Martha's Vineyard Performing Arts Center
