,links,metro_code,postal_code,timezone,has_upcoming_events,id,city,stats,extended_address,display_location,state,score,location,access_method,num_upcoming_events,address,capacity,slug,name,url,country,popularity,name_v2,tm_venue
157,[],571,33928,America/New_York,True,951,Estero,{'event_count': 51},"Estero, FL 33928","Estero, FL",FL,0.6104491,"{'lat': 26.4413, 'lon': -81.7768}",,51,11000 Everblades Parkway,7128,hertz-arena,Hertz Arena,https://seatgeek.com/venues/hertz-arena/tickets,US,0,Hertz Arena,Hertz Arena
158,[],561,32080,America/New_York,False,471240,Saint Augustine Beach,{'event_count': 0},"Saint Augustine Beach, FL 32080","Saint Augustine Beach, FL",FL,0.0,"{'lat': 29.8564, 'lon': -81.267}",,0,370 A1A Beach Blvd,0,the-st-augustine-beach-art-studio-gallery,The St. Augustine Beach Art Studio & Gallery,https://seatgeek.com/venues/the-st-augustine-beach-art-studio-gallery/tickets,US,0,The St. Augustine Beach Art Studio & Gallery,The St. Augustine Amphitheatre
159,[],528,33312,America/New_York,True,563,Fort Lauderdale,{'event_count': 35},"Fort Lauderdale, FL 33312","Fort Lauderdale, FL",FL,0.50086427,"{'lat': 26.1211, 'lon': -80.1462}",,35,200 West Broward Blvd,3100,revolution-live,Revolution Live,https://seatgeek.com/venues/revolution-live/tickets,US,0,Revolution Live,Revolution Live
160,[],539,33605,America/New_York,True,1034,Tampa,{'event_count': 11},"Tampa, FL 33605","Tampa, FL",FL,0.5133377,"{'lat': 27.9601, 'lon': -82.4428}",,11,1503 E 7th Ave,2143,the-ritz-ybor,The Ritz Ybor,https://seatgeek.com/venues/the-ritz-ybor/tickets,US,0,The Ritz Ybor,The Ritz Ybor
161,[],534,32819,America/New_York,True,238,Orlando,{'event_count': 29},"Orlando, FL 32819","Orlando, FL",FL,0.58991086,"{'lat': 28.4737, 'lon': -81.4674}",,29,6050 Universal Boulevard,3000,hard-rock-live-orlando,Hard Rock Live Orlando,https://seatgeek.com/venues/hard-rock-live-orlando/tickets,US,0,Hard Rock Live Orlando,Hard Rock Live Orlando
162,[],539,33620,America/New_York,True,223,Tampa,{'event_count': 42},"Tampa, FL 33620","Tampa, FL",FL,0.5749081,"{'lat': 28.0592, 'lon': -82.4066}",,42,4202 East Fowler Ave,10411,yuengling-center,Yuengling Center,https://seatgeek.com/venues/yuengling-center/tickets,US,0,Yuengling Center,Yuengling Center
163,[],539,33605,America/New_York,True,3319,Tampa,{'event_count': 34},"Tampa, FL 33605","Tampa, FL",FL,0.4638449,"{'lat': 27.9602, 'lon': -82.4374}",,34,1915 East 7th Avenue,720,the-orpheum-1,The Orpheum,https://seatgeek.com/venues/the-orpheum-1/tickets,US,0,The Orpheum,Orpheum
164,[],528,33131,America/New_York,True,940,Miami,{'event_count': 12},"Miami, FL 33131","Miami, FL",FL,0.617529,"{'lat': 25.7712, 'lon': -80.1909}",,12,400 SE 2nd Ave,4000,james-l-knight-center,James L Knight Center,https://seatgeek.com/venues/james-l-knight-center/tickets,US,0,James L Knight Center,James L Knight Center
165,[],561,32080,America/New_York,False,471240,Saint Augustine Beach,{'event_count': 0},"Saint Augustine Beach, FL 32080","Saint Augustine Beach, FL",FL,0.0,"{'lat': 29.8564, 'lon': -81.267}",,0,370 A1A Beach Blvd,0,the-st-augustine-beach-art-studio-gallery,The St. Augustine Beach Art Studio & Gallery,https://seatgeek.com/venues/the-st-augustine-beach-art-studio-gallery/tickets,US,0,The St. Augustine Beach Art Studio & Gallery,The St. Augustine Amphitheatre Backyard Stage
166,[],539,33701,America/New_York,True,842,Saint Petersburg,{'event_count': 13},"Saint Petersburg, FL 33701","Saint Petersburg, FL",FL,0.51802117,"{'lat': 27.7719, 'lon': -82.6358}",,13,200 1st Avenue North,850,jannus-live,Jannus Live,https://seatgeek.com/venues/jannus-live/tickets,US,0,Jannus Live,Jannus Live
167,[],561,32082,America/New_York,True,3859,Ponte Vedra Beach,{'event_count': 41},"Ponte Vedra Beach, FL 32082","Ponte Vedra Beach, FL",FL,0.46697873,"{'lat': 30.0971, 'lon': -81.466}",,41,1050 A1A North,500,ponte-vedra-concert-hall,Ponte Vedra Concert Hall,https://seatgeek.com/venues/ponte-vedra-concert-hall/tickets,US,0,Ponte Vedra Concert Hall,Ponte Vedra Concert Hall
168,[],528,33026,America/New_York,True,483806,Pembroke Pines,{'event_count': 1},"Pembroke Pines, FL 33026","Pembroke Pines, FL",FL,0.0,"{'lat': 26.0028, 'lon': -80.2867}",,1,601 SW City Center Way,0,charles-f-dodge-city-center,Charles F. Dodge City Center,https://seatgeek.com/venues/charles-f-dodge-city-center/tickets,US,0,Charles F. Dodge City Center,Charles F. Dodge City Center Pembroke Pines
169,[],528,33306,America/New_York,True,741,Fort Lauderdale,{'event_count': 29},"Fort Lauderdale, FL 33306","Fort Lauderdale, FL",FL,0.46772987,"{'lat': 26.1666, 'lon': -80.1166}",,29,3045 N Federal Hwy,600,culture-room,Culture Room,https://seatgeek.com/venues/culture-room/tickets,US,0,Culture Room,Culture Room
170,[],539,33701,America/New_York,True,8803,Saint Petersburg,{'event_count': 1},"Saint Petersburg, FL 33701","Saint Petersburg, FL",FL,0.4091782,"{'lat': 27.7754, 'lon': -82.6364}",,1,235 5th Avenue North and 3rd Street,0,palladium-theater-st-petersburg,Palladium Theater St. Petersburg,https://seatgeek.com/venues/palladium-theater-st-petersburg/tickets,US,0,Palladium Theater St. Petersburg,Palladium Theater
171,[],528,33304,America/New_York,True,850,Fort Lauderdale,{'event_count': 48},"Fort Lauderdale, FL 33304","Fort Lauderdale, FL",FL,0.52423984,"{'lat': 26.1342, 'lon': -80.1362}",,48,707 NE 8th Street,1191,parker-playhouse,Parker Playhouse,https://seatgeek.com/venues/parker-playhouse/tickets,US,0,Parker Playhouse,Parker Playhouse
172,[],534,32712,America/New_York,False,39574,Apopka,{'event_count': 0},"Apopka, FL 32712","Apopka, FL",FL,0.47939774,"{'lat': 28.7359, 'lon': -81.5445}",,0,3710 Jason Dwelley Parkway,0,apopka-amphitheater,Apopka Amphitheater,https://seatgeek.com/venues/apopka-amphitheater/tickets,US,0,Apopka Amphitheater,Apopka Amphitheater
173,[],656,32408,America/Chicago,False,31501,Panama City Beach,{'event_count': 0},"Panama City Beach, FL 32408","Panama City Beach, FL",FL,0.463945,"{'lat': 30.1691, 'lon': -85.7943}",,0,8813 Thomas Drive,6000,club-la-vela,Club La Vela,https://seatgeek.com/venues/club-la-vela/tickets,US,0,Club La Vela,Club LA
174,[],539,33701,America/New_York,True,426,St. Petersburg,{'event_count': 2},"St. Petersburg, FL 33701","St. Petersburg, FL",FL,0.517157,"{'lat': 27.7786, 'lon': -82.6261}",,2,701 Bayshore Dr NE,30000,vinoy-park,Vinoy Park,https://seatgeek.com/venues/vinoy-park/tickets,US,0,Vinoy Park,Vinoy Park
175,[],528,33432,America/New_York,True,2412,Boca Raton,{'event_count': 2},"Boca Raton, FL 33432","Boca Raton, FL",FL,0.628632,"{'lat': 26.3562, 'lon': -80.0852}",,2,590 Plaza Real,4200,mizner-park-amphitheater,Mizner Park Amphitheater,https://seatgeek.com/venues/mizner-park-amphitheater/tickets,US,0,Mizner Park Amphitheater,Mizner Park Amphitheater
176,[],528,33314,America/New_York,True,777,Hollywood,{'event_count': 13},"Hollywood, FL 33314","Hollywood, FL",FL,0.67368454,"{'lat': 26.0508, 'lon': -80.2115}",,13,1 Seminole Way,150,seminole-hard-rock-hotel-and-casino,Seminole Hard Rock Hotel and Casino,https://seatgeek.com/venues/seminole-hard-rock-hotel-and-casino/tickets,US,0,Seminole Hard Rock Hotel and Casino,Seminole Hard Rock Tampa Event Center
177,[],528,33132,America/New_York,True,465240,Miami,{'event_count': 2},"Miami, FL 33132","Miami, FL",FL,0.0,"{'lat': 25.7847, 'lon': -80.1932}",,2,34 Northeast 11th Street,0,the-ground,The Ground,https://seatgeek.com/venues/the-ground/tickets,US,0,The Ground,The Ground
178,[],534,32801,America/New_York,True,441650,Orlando,{'event_count': 5},"Orlando, FL 32801","Orlando, FL",FL,0.0,"{'lat': 28.5417, 'lon': -81.3778}",,5,22 South Magnolia Avenue,0,celine-orlando,Celine Orlando,https://seatgeek.com/venues/celine-orlando/tickets,US,0,Celine Orlando,Celine Orlando
179,[],528,33027,America/New_York,False,8618,Miramar,{'event_count': 0},"Miramar, FL 33027","Miramar, FL",FL,0.568924,"{'lat': 25.9787, 'lon': -80.368}",,0,16801 Miramar Parkway,0,miramar-regional-park,Miramar Regional Park,https://seatgeek.com/venues/miramar-regional-park/tickets,US,0,Miramar Regional Park,Miramar Regional Park Amphitheater
180,[],534,34744,America/New_York,True,1401,Kissimmee,{'event_count': 9},"Kissimmee, FL 34744","Kissimmee, FL",FL,0.55692124,"{'lat': 28.2979, 'lon': -81.3688}",,9,1875 Silver Spur Lane,8000,silver-spurs-arena,Silver Spurs Arena,https://seatgeek.com/venues/silver-spurs-arena/tickets,US,0,Silver Spurs Arena,Silver Spurs Arena At Osceola Heritage Park
181,[],528,33025,America/New_York,True,6531,Miramar,{'event_count': 30},"Miramar, FL 33025","Miramar, FL",FL,0.31427568,"{'lat': 25.9862, 'lon': -80.3011}",,30,2400 Civic Center Place,0,miramar-cultural-center,Miramar Cultural Center,https://seatgeek.com/venues/miramar-cultural-center/tickets,US,0,Miramar Cultural Center,Miramar Cultural Center
182,[],530,32303,America/New_York,True,291438,Tallahassee,{'event_count': 1},"Tallahassee, FL 32303","Tallahassee, FL",FL,0.55261624,"{'lat': 30.4759, 'lon': -84.2915}",,1,2415 Monroe St,10000,tallahassee-pavilion,Tallahassee Pavilion,https://seatgeek.com/venues/tallahassee-pavilion/tickets,US,0,Tallahassee Pavilion,Tallahassee Pavilion
183,[],530,32307,America/New_York,True,9706,Tallahassee,{'event_count': 1},"Tallahassee, FL 32307","Tallahassee, FL",FL,0.0,"{'lat': 30.4251, 'lon': -84.2897}",,1,1800 Wahnish Way,0,famu-al-lawson-jr-multipurpose-center,FAMU Al Lawson Jr. Multipurpose Center,https://seatgeek.com/venues/famu-al-lawson-jr-multipurpose-center/tickets,US,0,FAMU Al Lawson Jr. Multipurpose Center,FAMU Al Lawson Jr. Multipurpose Center
184,[],528,33060,America/New_York,True,240,Pompano Beach,{'event_count': 3},"Pompano Beach, FL 33060","Pompano Beach, FL",FL,0.5738065,"{'lat': 26.2372, 'lon': -80.106}",,3,1806 NE 6th Street,3000,pompano-beach-amphitheater,Pompano Beach Amphitheater,https://seatgeek.com/venues/pompano-beach-amphitheater/tickets,US,0,Pompano Beach Amphitheater,Pompano Beach Amphitheater
185,[],571,34135,America/New_York,True,464763,Bonita Springs,{'event_count': 29},"Bonita Springs, FL 34135","Bonita Springs, FL",FL,0.0,"{'lat': 26.3305, 'lon': -81.7619}",,29,11515 Bonita Beach Road SE,0,southwest-florida-event-center,Southwest Florida Event Center,https://seatgeek.com/venues/southwest-florida-event-center/tickets,US,0,Southwest Florida Event Center,SouthWest Florida Event Center
186,[],534,32805,America/New_York,True,3721,Orlando,{'event_count': 4},"Orlando, FL 32805","Orlando, FL",FL,0.83229023,"{'lat': 28.5378, 'lon': -81.4016}","{'employee_only': False, 'created_at': '2015-07-10T00:00:00Z', 'method': 'QRCODE_TM'}",4,1 Citrus Bowl Place,65438,camping-world-stadium,Camping World Stadium,https://seatgeek.com/venues/camping-world-stadium/tickets,US,0,Camping World Stadium,Camping World Stadium
187,[],528,33312,America/New_York,False,297097,Fort Lauderdale,{'event_count': 0},"Fort Lauderdale, FL 33312","Fort Lauderdale, FL",FL,0.0,"{'lat': 26.1199, 'lon': -80.1493}",,0,201 SW 5th Avenue,0,jm-family-studio-theater,JM Family Studio Theater,https://seatgeek.com/venues/jm-family-studio-theater/tickets,US,0,JM Family Studio Theater,JM Family Studio Theater
188,[],534,32801,,False,436154,Orlando,{'event_count': 0},"Orlando, FL 32801","Orlando, FL",FL,0.0,"{'lat': 28.547, 'lon': -81.3811}",,0,100 W Livingston Street,0,ace-cafe-downtown-orlando,Ace Cafe | Downtown Orlando,https://seatgeek.com/venues/ace-cafe-downtown-orlando/tickets,US,0,Ace Cafe | Downtown Orlando,Ace Cafe
189,[],539,33613,America/New_York,True,10119,Tampa,{'event_count': 6},"Tampa, FL 33613","Tampa, FL",FL,0.0,"{'lat': 28.081, 'lon': -82.4507}",,6,910 Skipper RD,0,skipper-s-smokehouse,Skipper's Smokehouse,https://seatgeek.com/venues/skipper-s-smokehouse/tickets,US,0,Skipper's Smokehouse,Skippers Smokehouse
190,[],528,33351,America/New_York,True,482084,Sunrise,{'event_count': 2},"Sunrise, FL 33351","Sunrise, FL",FL,0.0,"{'lat': 26.191, 'lon': -80.2807}",,2,5555 NW 95th Avenue,0,sunrise-musical-theatre-the-faith-center,Sunrise Musical Theatre (The Faith Center),https://seatgeek.com/venues/sunrise-musical-theatre-the-faith-center/tickets,US,0,Sunrise Musical Theatre (The Faith Center),Sunrise Musical Theatre (The Faith Center)
191,[],592,32608,America/New_York,False,33832,Gainesville,{'event_count': 0},"Gainesville, FL 32608","Gainesville, FL",FL,0.43527952,"{'lat': 29.6466, 'lon': -82.3544}",,0,2307 Woodlawn Street,0,flavet-field,Flavet Field,https://seatgeek.com/venues/flavet-field/tickets,US,0,Flavet Field,Flavet Field
192,[],561,32202,America/New_York,True,20810,Jacksonville,{'event_count': 10},"Jacksonville, FL 32202","Jacksonville, FL",FL,0.3832331,"{'lat': 30.3264, 'lon': -81.6564}",,10,19 Ocean Street,0,1904-music-hall,1904 Music Hall,https://seatgeek.com/venues/1904-music-hall/tickets,US,0,1904 Music Hall,1904 Music Hall
193,[],534,32805,America/New_York,True,4300,Orlando,{'event_count': 5},"Orlando, FL 32805","Orlando, FL",FL,0.67838824,"{'lat': 28.5368, 'lon': -81.4043}",,5,287 Tampa Avenue South,5014,tinker-field,Tinker Field,https://seatgeek.com/venues/tinker-field/tickets,US,0,Tinker Field,Tinker Field
194,[],528,33180,America/New_York,True,4481,Aventura,{'event_count': 79},"Aventura, FL 33180","Aventura, FL",FL,0.42125487,"{'lat': 25.9498, 'lon': -80.1346}",,79,3385 NE 188th Street,330,aventura-arts-cultural-center,Aventura Arts & Cultural Center,https://seatgeek.com/venues/aventura-arts-cultural-center/tickets,US,0,Aventura Arts & Cultural Center,Aventura Arts & Cultural Center
195,[],539,33605,America/New_York,True,3160,Tampa,{'event_count': 21},"Tampa, FL 33605","Tampa, FL",FL,0.42424366,"{'lat': 27.9608, 'lon': -82.4406}",,21,1812 North 17th Street,300,crowbar-2,Crowbar,https://seatgeek.com/venues/crowbar-2/tickets,US,0,Crowbar,Crowbar
196,[],528,33139,America/New_York,False,95538,Miami Beach,{'event_count': 0},"Miami Beach, FL 33139","Miami Beach, FL",FL,0.0,"{'lat': 25.793, 'lon': -80.1332}",,0,1700 Washington Avenue,0,the-gleason-room-backstage-at-the-fillmore-miami-beach,The Gleason Room - Backstage at the Fillmore Miami Beach,https://seatgeek.com/venues/the-gleason-room-backstage-at-the-fillmore-miami-beach/tickets,US,0,The Gleason Room - Backstage at the Fillmore Miami Beach,The Gleason Room - Backstage at the Fillmore Miami Beach
197,[],571,33950,America/New_York,True,6134,Punta Gorda,{'event_count': 1},"Punta Gorda, FL 33950","Punta Gorda, FL",FL,0.0,"{'lat': 26.94, 'lon': -82.05}",,1,75 Taylor Street,0,charlotte-harbor-event-and-conference-center,Charlotte Harbor Event and Conference Center,https://seatgeek.com/venues/charlotte-harbor-event-and-conference-center/tickets,US,0,Charlotte Harbor Event and Conference Center,Charlotte Harbor Event & Conference Center
198,[],539,33613,America/New_York,False,3349,Tampa,{'event_count': 0},"Tampa, FL 33613","Tampa, FL",FL,0.0,"{'lat': 27.9506, 'lon': -82.4572}",,0,1441 E Fletcher Avenue,0,the-brass-mug,The Brass Mug,https://seatgeek.com/venues/the-brass-mug/tickets,US,0,The Brass Mug,Brass Mug
199,[],534,32750,America/New_York,True,453143,Longwood,{'event_count': 2},"Longwood, FL 32750","Longwood, FL",FL,0.0,"{'lat': 28.6926, 'lon': -81.3283}",,2,900 US-17,0,shovelhead-live,Shovelhead Live,https://seatgeek.com/venues/shovelhead-live/tickets,US,0,Shovelhead Live,Shovelhead Live
200,[],534,32809,America/New_York,True,446208,Orlando,{'event_count': 1},"Orlando, FL 32809","Orlando, FL",FL,0.0,"{'lat': 28.4493, 'lon': -81.3948}",,1,1187 Florida Mall Ave. Ste. 128,0,simon-parrilla-bar-grill,Simon Parrilla Bar & Grill,https://seatgeek.com/venues/simon-parrilla-bar-grill/tickets,US,0,Simon Parrilla Bar & Grill,Simon Parrilla
201,[],528,,,False,257757,Miami,{'event_count': 0},"Miami, FL ","Miami, FL",FL,0.0,"{'lat': 25.7739, 'lon': -80.1939}",,0,,0,miami-dade-county-fair,Miami-Dade County Fair,https://seatgeek.com/venues/miami-dade-county-fair/tickets,US,0,Miami-Dade County Fair,Miami Dade County Auditorium
202,[],539,33620,America/New_York,False,7611,Tampa,{'event_count': 0},"Tampa, FL 33620","Tampa, FL",FL,0.0,"{'lat': 28.0681, 'lon': -82.4049}",,0,4202 East Fowler Ave,0,usf-concert-hall,USF Concert Hall,https://seatgeek.com/venues/usf-concert-hall/tickets,US,0,USF Concert Hall,USF Concert Hall
203,[],561,32202,America/New_York,True,4296,Jacksonville,{'event_count': 5},"Jacksonville, FL 32202","Jacksonville, FL",FL,0.34701458,"{'lat': 30.3348, 'lon': -81.6671}",,5,829 N Davis Street,0,ritz-theatre,Ritz Theatre,https://seatgeek.com/venues/ritz-theatre/tickets,US,0,Ritz Theatre,Ritz Theatre
204,[],524,30309,America/New_York,True,1210,Atlanta,{'event_count': 96},"Atlanta, GA 30309","Atlanta, GA",GA,0.5699855,"{'lat': 33.7741, 'lon': -84.4826}",,96,1280 Peachtree St,1762,atlanta-symphony-hall,Atlanta Symphony Hall,https://seatgeek.com/venues/atlanta-symphony-hall/tickets,US,0,Atlanta Symphony Hall,Atlanta Symphony Hall
205,[],524,30303,America/New_York,True,127,Atlanta,{'event_count': 63},"Atlanta, GA 30303","Atlanta, GA",GA,0.7699985,"{'lat': 33.7566, 'lon': -84.3969}","{'employee_only': False, 'created_at': '2015-08-20T16:17:25Z', 'method': 'QRCODE_TM'}",63,1 Philips Drive,21000,state-farm-arena-1,State Farm Arena,https://seatgeek.com/venues/state-farm-arena-1/tickets,US,0,State Farm Arena,State Farm Arena
206,[],503,31201,America/New_York,True,3698,Macon,{'event_count': 9},"Macon, GA 31201","Macon, GA",GA,0.5503428,"{'lat': 32.8374, 'lon': -83.6312}",,9,415 1st Street,2688,macon-city-auditorium,Macon City Auditorium,https://seatgeek.com/venues/macon-city-auditorium/tickets,US,0,Macon City Auditorium,Macon City Auditorium
207,[],524,30339,America/New_York,True,418889,Atlanta,{'event_count': 13},"Atlanta, GA 30339","Atlanta, GA",GA,0.7605948,"{'lat': 33.8897, 'lon': -84.4654}","{'employee_only': False, 'created_at': '2019-04-25T18:52:15Z', 'method': 'QRCODE'}",13,1100 Circle 75 Parkway,41149,suntrust-park,SunTrust Park,https://seatgeek.com/venues/suntrust-park/tickets,US,0,SunTrust Park,SunTrust Park
208,[],524,30315,America/New_York,True,3705,Atlanta,{'event_count': 2},"Atlanta, GA 30315","Atlanta, GA",GA,0.76260746,"{'lat': 33.7014, 'lon': -84.3882}","{'employee_only': False, 'created_at': '2015-07-16T00:00:00Z', 'method': 'QRCODE_TM'}",2,2002 Lakewood Way,18920,cellairis-amphitheatre-at-lakewood,Cellairis Amphitheatre at Lakewood,https://seatgeek.com/venues/cellairis-amphitheatre-at-lakewood/tickets,US,0,Cellairis Amphitheatre at Lakewood,Cellairis Amphitheatre at Lakewood
209,[],524,30009,America/New_York,True,390,Alpharetta,{'event_count': 3},"Alpharetta, GA 30009","Alpharetta, GA",GA,0.71523553,"{'lat': 34.0544, 'lon': -84.3067}","{'employee_only': False, 'created_at': '2015-08-04T00:00:00Z', 'method': 'QRCODE_TM'}",3,2200 Encore Parkway,12000,ameris-bank-amphitheatre,Ameris Bank Amphitheatre,https://seatgeek.com/venues/ameris-bank-amphitheatre/tickets,US,0,Ameris Bank Amphitheatre,Ameris Bank Amphitheatre
210,[],524,30342,America/New_York,True,293,Atlanta,{'event_count': 4},"Atlanta, GA 30342","Atlanta, GA",GA,0.67100585,"{'lat': 33.8766, 'lon': -84.396}",,4,4469 Stella Dr,6900,cadence-bank-amphitheatre-at-chastain-park,Cadence Bank Amphitheatre at Chastain Park,https://seatgeek.com/venues/cadence-bank-amphitheatre-at-chastain-park/tickets,US,0,Cadence Bank Amphitheatre at Chastain Park,Cadence Bank Amphitheatre at Chastain Park
211,[],524,30339,America/New_York,True,1011,Atlanta,{'event_count': 77},"Atlanta, GA 30339","Atlanta, GA",GA,0.5916667,"{'lat': 33.9122, 'lon': -84.5571}",,77,2800 Cobb Galleria Parkway,2750,cobb-energy-performing-arts-centre,Cobb Energy Performing Arts Centre,https://seatgeek.com/venues/cobb-energy-performing-arts-centre/tickets,US,0,Cobb Energy Performing Arts Centre,Cobb Energy Performing Arts Centre
212,[],524,30309,America/New_York,True,829,Atlanta,{'event_count': 35},"Atlanta, GA 30309","Atlanta, GA",GA,0.5354207,"{'lat': 33.7922, 'lon': -84.3883}",,35,1374 W. Peachtree St. NW,1100,center-stage-theater-4,Center Stage Theater,https://seatgeek.com/venues/center-stage-theater-4/tickets,US,0,Center Stage Theater,Center Stage Theater
213,[],525,31702,America/New_York,True,6543,Albany,{'event_count': 8},"Albany, GA 31702","Albany, GA",GA,0.0,"{'lat': 31.58, 'lon': -84.15}",,8,200 N Jackson St,0,albany-municipal-auditorium,Albany Municipal Auditorium,https://seatgeek.com/venues/albany-municipal-auditorium/tickets,US,0,Albany Municipal Auditorium,Albany Municipal Auditorium
214,[],522,31901,America/New_York,True,503,Columbus,{'event_count': 27},"Columbus, GA 31901","Columbus, GA",GA,0.6213126,"{'lat': 32.451, 'lon': -84.9865}",,27,400 4th Street,10000,columbus-civic-center,Columbus Civic Center,https://seatgeek.com/venues/columbus-civic-center/tickets,US,0,Columbus Civic Center,Columbus Civic Center
215,[],524,30126,America/New_York,True,569,Mableton,{'event_count': 5},"Mableton, GA 30126","Mableton, GA",GA,0.34160033,"{'lat': 33.83, 'lon': -84.58}",,5,5239 Floyd Road,2400,mable-house-barnes-amphitheatre,Mable House Barnes Amphitheatre,https://seatgeek.com/venues/mable-house-barnes-amphitheatre/tickets,US,0,Mable House Barnes Amphitheatre,Mable House Barnes Amphitheatre
216,[],524,30605,America/New_York,False,39064,Athens,{'event_count': 0},"Athens, GA 30605","Athens, GA",GA,0.0,"{'lat': 33.948, 'lon': -83.3773}",,0,230 River Rd,0,university-of-georgia,University of Georgia,https://seatgeek.com/venues/university-of-georgia/tickets,US,0,University of Georgia,University of Georgia Tifton Campus Conference Center
217,[],525,31703,America/New_York,True,1618,Albany,{'event_count': 2},"Albany, GA 31703","Albany, GA",GA,0.39981756,"{'lat': 31.5754, 'lon': -84.1502}",,2,100 W Ogelthorpe Blvd,10711,albany-civic-center-1,Albany Civic Center,https://seatgeek.com/venues/albany-civic-center-1/tickets,US,0,Albany Civic Center,Albany Civic Center
218,[],520,30909,America/New_York,False,463856,Augusta,{'event_count': 0},"Augusta, GA 30909","Augusta, GA",GA,0.0,"{'lat': 33.5099, 'lon': -82.0334}",,0,2834 Washington Rd,0,barrelhouse-live,Barrelhouse Live,https://seatgeek.com/venues/barrelhouse-live/tickets,US,0,Barrelhouse Live,Barrelhouse LIVE!
219,[],524,30315,America/New_York,False,452028,Atlanta,{'event_count': 0},"Atlanta, GA 30315","Atlanta, GA",GA,0.0,"{'lat': 33.749, 'lon': -84.388}",,0,787 Windsor St SW,0,afropunk-atlanta-grounds,Afropunk Atlanta Grounds,https://seatgeek.com/venues/afropunk-atlanta-grounds/tickets,US,0,Afropunk Atlanta Grounds,787 Windsor
220,[],524,30306,America/New_York,False,55524,Atlanta,{'event_count': 0},"Atlanta, GA 30306","Atlanta, GA",GA,0.0,"{'lat': 33.7734, 'lon': -84.353}",,0,1049 Ponce De Leon Avenue Northeast,0,plaza-theatre-2,Plaza Theatre,https://seatgeek.com/venues/plaza-theatre-2/tickets,US,0,Plaza Theatre,Plaza Theatre
221,[],744,96814,Pacific/Honolulu,False,487,Honolulu,{'event_count': 0},"Honolulu, HI 96814","Honolulu, HI",HI,0.6819868,"{'lat': 21.2993, 'lon': -157.852}",,0,777 Ward Avenue,2158,neal-s-blaisdell-arena-parking-lots,Neal S. Blaisdell Arena Parking Lots,https://seatgeek.com/venues/neal-s-blaisdell-arena-parking-lots/tickets,US,0,Neal S. Blaisdell Arena Parking Lots,Neal S Blaisdell Concert Hall
222,[],744,96814,Pacific/Honolulu,False,487,Honolulu,{'event_count': 0},"Honolulu, HI 96814","Honolulu, HI",HI,0.6819868,"{'lat': 21.2993, 'lon': -157.852}",,0,777 Ward Avenue,2158,neal-s-blaisdell-arena-parking-lots,Neal S. Blaisdell Arena Parking Lots,https://seatgeek.com/venues/neal-s-blaisdell-arena-parking-lots/tickets,US,0,Neal S. Blaisdell Arena Parking Lots,Neal S Blaisdell Arena
223,[],744,96815,Pacific/Honolulu,True,202561,Honolulu,{'event_count': 127},"Honolulu, HI 96815","Honolulu, HI",HI,0.0,"{'lat': 21.2772, 'lon': -157.827}",,127,2335 Kalakaua Ave,0,blue-note-hawaii,Blue Note Hawaii,https://seatgeek.com/venues/blue-note-hawaii/tickets,US,0,Blue Note Hawaii,Blue Note Hawaii
224,[],744,96815,Pacific/Honolulu,False,4120,Honolulu,{'event_count': 0},"Honolulu, HI 96815","Honolulu, HI",HI,0.641963,"{'lat': 21.2685, 'lon': -157.818}",,0,2805 Monsarrat Ave,2400,waikiki-shell,Waikiki Shell,https://seatgeek.com/venues/waikiki-shell/tickets,US,0,Waikiki Shell,Waikiki Shell
225,[],757,83702,America/Boise,True,2348,Boise,{'event_count': 5},"Boise, ID 83702","Boise, ID",ID,0.41693732,"{'lat': 43.6154, 'lon': -116.202}",,5,700 West Main Street,0,the-egyptian-theatre,The Egyptian Theatre,https://seatgeek.com/venues/the-egyptian-theatre/tickets,US,0,The Egyptian Theatre,The Egyptian Theatre
226,[],757,83702,America/Denver,True,1343,Boise,{'event_count': 17},"Boise, ID 83702","Boise, ID",ID,0.26814884,"{'lat': 43.6168, 'lon': -116.207}",,17,1009 W Main St,0,the-olympic-venue,The Olympic Venue,https://seatgeek.com/venues/the-olympic-venue/tickets,US,0,The Olympic Venue,The Olympic Venue
227,[],602,60018,America/Chicago,True,122,Rosemont,{'event_count': 67},"Rosemont, IL 60018","Rosemont, IL",IL,0.7347829,"{'lat': 41.9575, 'lon': -87.8845}","{'employee_only': False, 'created_at': '2015-07-28T00:00:00Z', 'method': 'QRCODE_TM'}",67,6920 N. Mannheim Rd.,18500,allstate-arena,Allstate Arena,https://seatgeek.com/venues/allstate-arena/tickets,US,0,Allstate Arena,Allstate Arena
228,[],602,60018,America/Chicago,True,715,Rosemont,{'event_count': 37},"Rosemont, IL 60018","Rosemont, IL",IL,0.64506865,"{'lat': 41.9917, 'lon': -87.8749}",,37,5400 North River Road,18500,rosemont-theatre,Rosemont Theatre,https://seatgeek.com/venues/rosemont-theatre/tickets,US,0,Rosemont Theatre,Rosemont Theatre
229,[],602,60612,America/Chicago,True,136,Chicago,{'event_count': 97},"Chicago, IL 60612","Chicago, IL",IL,0.84239924,"{'lat': 41.8806, 'lon': -87.674}","{'employee_only': False, 'created_at': '2016-10-20T16:31:14Z', 'method': 'NONE'}",97,1901 West Madison Street,23500,united-center,United Center,https://seatgeek.com/venues/united-center/tickets,US,0,United Center,United Center
