,flaggedAsEnded,id,popularity,type,venue_id,headliner,support,event_time
0,False,37492754,0.013307,Concert,983,Reverend Horton Heat,The Delta Bombers,2019-08-08 19:00:00-06:00
1,False,38827049,9.499999999999999e-05,Concert,983,The Anchorage,Racist Kramer,2019-08-10 19:00:00-06:00
2,False,37091759,0.030854000000000003,Concert,983,King Gizzard & The Lizard Wizard,Stonefield,2019-08-20 19:00:00-06:00
3,False,38989431,0.009071,Concert,983,DJ Pauly D,,2019-08-24 21:00:00-06:00
4,False,38991753,0.001657,Concert,983,Corduroy,,2019-08-31 20:00:00-06:00
5,False,38793989,0.024689,Concert,983,Grace VanderWaal,Patrick Martin,2019-09-01 18:00:00-06:00
6,False,38081309,0.07358300000000001,Concert,983,Die Antwoord,,2019-09-10 19:00:00-06:00
7,False,39029270,0.000869,Concert,983,Fatboy SSE,,2019-09-14 20:00:00-06:00
8,False,38979297,0.09438400000000001,Concert,983,Andy Grammer,,2019-09-17 19:00:00-06:00
9,False,38735629,0.014341999999999999,Concert,983,Oliver Tree,,2019-09-18 07:00:00-06:00
10,False,38739879,0.014341999999999999,Concert,983,Oliver Tree,,2019-09-18 19:00:00-06:00
11,False,38240914,0.088488,Concert,983,Explosions in the Sky,,2019-09-19 20:00:00-06:00
12,False,39013322,0.13661600000000002,Concert,983,Zara Larsson,,2019-09-20 19:00:00-06:00
13,False,39019062,0.011468,Concert,983,Stabbing Westward,,2019-09-27 18:30:00-06:00
14,False,36677844,0.017391,Concert,983,Dodie,,2019-09-30 20:00:00-06:00
15,False,39029415,0.016062,Concert,983,Face To Face,Lagwagon,2019-10-01 19:00:00-06:00
16,False,38408424,0.026575,Concert,983,The Waterboys,,2019-10-02 19:00:00-06:00
17,False,38866674,0.173457,Concert,983,Cold War Kids,,2019-10-04 19:00:00-06:00
18,False,38943239,0.032754000000000005,Concert,983,Sabrina Claudio,,2019-10-05 19:00:00-06:00
19,False,39045773,0.028057,Concert,983,Clairo,Beabadoobee,2019-10-06 18:30:00-06:00
20,False,38329349,0.014796,Concert,983,Stiff Little Fingers,Avengers,2019-10-11 20:00:00-06:00
21,False,38636434,0.021657,Concert,983,Sleater-Kinney,,2019-10-12 19:00:00-06:00
22,False,38951828,0.010399,Concert,983,Gwar,Sacred Reich,2019-10-15 18:30:00-06:00
23,False,38949158,0.0038810000000000003,Concert,983,ScaryPoolParty,Aranda,2019-10-16 19:00:00-06:00
24,False,38996329,0.047117,Concert,983,Frank Turner,,2019-10-23 18:00:00-06:00
25,False,38498329,0.032162,Concert,983,Jon Pardi,Riley Green,2019-10-26 18:00:00-06:00
26,False,39044985,0.028964,Concert,983,The Story So Far,The Frights,2019-10-29 18:00:00-06:00
27,False,38364929,0.0070019999999999995,Concert,983,Caamp,Futurebirds,2019-11-05 19:00:00-07:00
28,False,39045930,0.01248,Concert,983,Ice Nine Kills,Light The Torch,2019-11-06 17:00:00-07:00
29,False,38235609,0.086685,Concert,983,Julia Michaels,,2019-11-09 20:00:00-07:00
30,False,39028627,0.018227,Concert,983,CHON,Between The Buried And Me,2019-11-15 18:30:00-07:00
31,False,38674749,0.0067670000000000004,Concert,983,Conan Gray,,2019-12-04 19:00:00-07:00
32,False,39038977,0.008819,Concert,983,The Dead South,,2019-12-09 19:00:00-07:00
33,False,38418119,0.037922000000000004,Concert,983,Angel Olsen,Vagabon,2019-12-13 21:00:00-07:00
34,False,38988159,1e-06,Concert,2460,Telegraph Quartet,,
35,False,38988160,1e-06,Concert,2460,Telegraph Quartet,,
36,False,38767164,0.003927,Concert,1516,JoJo Siwa,The Belles Official,2019-10-02 17:30:00-04:00
37,False,38367089,0.003436,Concert,1516,Ryan Hurd,,2019-11-08 19:00:00-05:00
38,False,39018197,0.033849000000000004,Concert,1516,Old Dominion,,
39,False,38399734,0.17466199999999998,Concert,49779,Shinedown,Papa Roach,2019-10-02 18:15:00-05:00
40,False,38990648,0.08140399999999999,Concert,49779,Chris Young,Eli Young Band,2019-10-18 19:30:00-05:00
41,False,38621354,2.8000000000000003e-05,Concert,112335,Dirty Catfish Brass Band,,2019-08-08 20:00:00-07:00
42,False,38742169,2.7000000000000002e-05,Concert,112335,Me & Mae,Cory Gallant,2019-08-25 19:00:00-07:00
43,False,38987480,7.2e-05,Concert,112335,Ginger St. James,,2019-09-08 19:00:00-07:00
44,False,39004121,7.000000000000001e-06,Concert,112335,Natalie Lynn,,2019-09-21 19:00:00-07:00
45,False,38476304,0.000268,Concert,112335,Daniel Champagne,,2019-10-05 19:00:00-07:00
46,False,39017934,9e-06,Concert,112335,Dakota Pearl,,2019-10-06 19:00:00-07:00
47,False,38742269,0.0008730000000000001,Concert,112335,Marbin,,2019-10-14 21:00:00-07:00
48,False,39036684,0.014259,Concert,4012879,Gilberto Santa Rosa,,2019-08-10 20:00:00-05:00
49,False,38622754,0.015798,Concert,4012879,The String Cheese Incident,,2019-11-07 19:30:00-06:00
50,False,38622769,0.015798,Concert,4012879,The String Cheese Incident,,2019-11-08 19:30:00-06:00
51,False,38622759,0.015798,Concert,4012879,The String Cheese Incident,,2019-11-09 19:30:00-06:00
52,False,38983523,0.0009609999999999999,Concert,4012879,Yundi Li,,2020-03-09 20:00:00-05:00
53,False,38951961,4e-06,Concert,2728163,Elliah Heifetz,,2019-08-07 22:00:00-04:00
54,False,38801159,1e-06,Concert,2728163,Alex Alavi,,2019-08-09 20:00:00-04:00
55,False,37357669,1e-06,Concert,2728163,Matt and the Skeleton Crew,,2019-08-10 20:00:00-04:00
56,False,39008462,1.3000000000000001e-05,Concert,2728163,BanjerDan,,2019-08-10 22:30:00-04:00
57,False,38601314,5e-06,Concert,2728163,Pickin' Pear,,2019-08-14 19:30:00-04:00
58,False,38667714,5.3e-05,Concert,2728163,Marc Delgado,Emma G,2019-08-15 19:30:00-04:00
59,False,38761234,0.0,Concert,2728163,Derek Curtis,,2019-08-15 22:00:00-04:00
60,False,38629604,1e-05,Concert,2728163,Annie Stokes,,2019-08-17 22:30:00-04:00
61,False,38688729,0.00011499999999999999,Concert,2728163,moonweather,,2019-08-21 19:30:00-04:00
62,False,38688774,2e-06,Concert,2728163,Decoster,,2019-08-23 20:00:00-04:00
63,False,39018367,0.0,Concert,2728163,Dropping Julia,,2019-08-30 22:00:00-04:00
64,False,38712904,2e-06,Concert,2728163,Starryville,,2019-08-31 20:00:00-04:00
65,False,39033694,5.6999999999999996e-05,Concert,2728163,Brad Byrd,,2019-09-05 19:30:00-04:00
66,False,38952100,1e-05,Concert,2728163,Jason Ager,,2019-09-06 20:00:00-04:00
67,False,38706994,1.2e-05,Concert,2728163,Ricky Stein,,2019-09-07 20:00:00-04:00
68,False,38629839,1e-05,Concert,2728163,Annie Stokes,,2019-09-14 20:00:00-04:00
69,False,37979364,3e-06,Concert,2728163,Jeff Ruby,,2019-09-18 19:30:00-04:00
70,False,39046221,0.0,Concert,2728163,Brent Funkhouser,,2019-09-28 22:30:00-04:00
71,False,38967786,1.4999999999999999e-05,Concert,2728163,Samantha Pearl,,2019-10-02 22:00:00-04:00
72,False,39015170,0.006678,Concert,2728163,Break Science,K+Lab,2019-10-02 20:00:00-04:00
73,False,38668294,1e-06,Concert,2728163,Marc Delgado,,2019-10-12 20:00:00-04:00
74,False,38970920,2.5e-05,Concert,2728163,Charles Wesley Godwin,,
75,False,39019750,6e-06,Concert,2728163,Chris Rattie,,2019-10-19 22:30:00-04:00
76,False,39015128,0.000167,Concert,2728163,Sammy Rae,,2019-11-17 19:00:00-05:00
77,False,39019784,6e-06,Concert,2728163,Chris Rattie,,2019-11-20 19:30:00-05:00
78,False,38957750,8.1e-05,Concert,3967294,Fade to Black (Metallica Tribute),,2019-08-24 19:00:00-04:00
79,False,39027748,0.00344,Concert,3967294,Whitey Morgan and the 78's,,
80,False,38685124,0.005539,Concert,3967294,The Infamous Stringdusters,,
81,False,38977152,0.023406,Concert,3967294,Loud Luxury,,2019-11-17 19:00:00-05:00
82,False,38990579,0.002123,Concert,826611,Tristen,Mermaid Heaven,2019-08-08 21:00:00-05:00
83,False,38991626,0.003018,Concert,826611,Bottle Rockets,Angie Heaton,2019-08-16 18:00:00-05:00
84,False,39022413,8.2e-05,Concert,826611,The Claudettes,,2019-08-17 19:00:00-05:00
85,False,39045180,0.00014099999999999998,Concert,826611,Ranges,,2019-10-01 19:00:00-05:00
86,False,38066384,0.00275,Concert,2681598,Justin Hayward,Mike Dawes,2019-08-11 19:30:00-05:00
87,False,37784009,0.00023199999999999997,Concert,2681598,Brian Setzer's Rockabilly Riot,,2019-08-20 19:30:00-05:00
88,False,36313604,0.043512999999999996,Concert,2681598,Joe Nichols,,2019-08-22 19:30:00-05:00
89,False,37958649,0.041423,Concert,2681598,En Vogue,,2019-08-30 20:00:00-05:00
90,False,37489939,0.037116,Concert,2681598,The Charlie Daniels Band,,2019-08-31 20:00:00-05:00
91,False,37490579,0.037116,Concert,2681598,The Charlie Daniels Band,,2019-09-01 19:30:00-05:00
92,False,35603324,0.019952,Concert,2681598,Little River Band,,2019-10-05 20:00:00-05:00
93,False,37783204,0.029329,Concert,2681598,Lee Ann Womack,,2019-10-06 19:30:00-05:00
94,False,38430519,0.031938,Concert,2681598,Foghat,,2019-10-18 20:00:00-05:00
95,False,37815869,0.028585000000000003,Concert,2681598,Travis Tritt,,2019-10-23 19:30:00-05:00
96,False,39036406,0.006323,Concert,2681598,98 Degrees,,2019-10-27 19:30:00-05:00
97,False,38968763,0.000656,Concert,2681598,Rumours Of Fleetwood Mac,,2019-11-03 19:30:00-06:00
98,False,37705649,0.037156,Concert,2681598,The Charlie Daniels Band,,2019-11-08 20:00:00-06:00
99,False,37706454,0.037156,Concert,2681598,The Charlie Daniels Band,,2019-11-09 20:00:00-06:00
100,False,37783524,0.037199,Concert,2681598,The Charlie Daniels Band,,2019-11-10 19:30:00-06:00
101,False,39049101,0.051785000000000005,Concert,2681598,Brian McKnight,,2019-11-13 19:30:00-06:00
102,False,39017725,0.018826,Concert,2681598,Kris Kristofferson,,2019-11-20 19:30:00-06:00
103,False,38520554,0.028166000000000004,Concert,2681598,Marshall Tucker Band,,2019-11-22 20:00:00-06:00
104,False,38787219,0.001493,Concert,2681598,Dennis DeYoung,,2020-02-14 20:00:00-06:00
105,False,38794914,0.001493,Concert,2681598,Dennis DeYoung,,2020-02-15 20:00:00-06:00
106,False,39029230,0.003437,Concert,2681598,Mickey Gilley,,2020-06-07 19:30:00-05:00
107,False,39017633,0.0,Concert,13682,El.Fugue,,2019-08-07 10:00:00-04:00
108,False,39018379,3.6e-05,Concert,13682,Pocket of Lollipops,,2019-08-10 19:00:00-04:00
109,False,38981481,0.002497,Concert,13682,1349,Cloak,2019-08-16 20:00:00-04:00
110,False,38983927,0.000133,Concert,13682,Captured! By Robots,,2019-10-18 20:00:00-04:00
111,False,38611514,0.014534,Concert,13682,Titus Andronicus,,2019-11-11 20:00:00-05:00
112,False,38948414,5.4000000000000005e-05,Concert,3502849,Jpaulished,,2019-08-08 19:00:00-04:00
113,False,38863789,0.0,Festival,3502849,,,2019-08-11 18:00:00-04:00
114,False,39015565,0.0,Concert,3502849,Jaeqo,,
115,False,38133549,0.000517,Concert,3502849,Matt Sassari,Tony Dispirito,2019-08-17 20:00:00-04:00
116,False,39024476,0.002307,Concert,3502849,Beau Young Prince,,2019-08-20 19:00:00-04:00
117,False,38828304,2.5e-05,Concert,3502849,Rizzy,,2019-08-23 17:00:00-04:00
118,False,39041513,0.0,Concert,3502849,Jovian Martian,,2019-08-24 20:00:00-04:00
119,False,39025018,0.0,Concert,3502849,Austin Fair,,2019-08-28 19:00:00-04:00
120,False,39045901,1e-05,Concert,3502849,DJ Real P,,2019-08-30 21:00:00-04:00
121,False,39036650,0.002839,Concert,3502849,skinnyfromthe9,$teven Cannon,2019-09-03 19:00:00-04:00
122,False,38082664,0.0059960000000000005,Concert,3502849,bbno$,,2019-09-04 20:00:00-04:00
123,False,38458214,0.012886000000000002,Concert,3502849,Spose,,2019-09-07 19:00:00-04:00
124,False,38867134,0.001402,Concert,3502849,Counterfeit,Starbenders,2019-09-09 18:00:00-04:00
125,False,38523624,0.011457,Concert,3502849,Ezra Furman,,2019-09-11 19:00:00-04:00
126,False,38643439,0.02812,Concert,3502849,Wax Tailor,Arms and Sleepers,2019-09-13 21:00:00-04:00
127,False,38605589,0.00278,Concert,3502849,Christian French,,2019-09-15 19:00:00-04:00
128,False,38978402,0.066359,Concert,3502849,Ace Hood,,2019-09-16 19:00:00-04:00
129,False,38957234,0.003433,Concert,3502849,Aries,biskwiq,2019-09-17 19:00:00-04:00
130,False,37616264,0.008491,Concert,3502849,Bars and Melody,Conflict,2019-09-20 18:00:00-04:00
131,False,39025176,6.4e-05,Concert,3502849,Olivia Gatwood,Ari Chi,2019-09-25 19:00:00-04:00
132,False,38950457,0.000271,Concert,3502849,sAuce,,2019-09-27 21:00:00-04:00
133,False,38950349,0.0040939999999999995,Concert,3502849,iamjakehill,Josh A.,2019-09-28 18:00:00-04:00
134,False,38408379,0.010277,Concert,3502849,Vetusta Morla,,2019-10-01 19:00:00-04:00
135,False,39013373,0.005635,Concert,3502849,Landon Cube,,2019-10-03 19:00:00-04:00
136,False,38900484,0.014419999999999999,Concert,3502849,Phony Ppl,,2019-10-04 18:30:00-04:00
137,False,38086119,0.000127,Concert,3502849,DJ Tao,,2019-10-05 22:30:00-04:00
138,False,38979235,0.000338,Concert,3502849,Silent Season,Await Rescue,2019-10-05 18:00:00-04:00
139,False,39004756,0.010312,Concert,3502849,Night Riots,The Orphan The Poet,2019-10-10 19:00:00-04:00
140,False,38311294,0.0073019999999999995,Concert,3502849,slenderbodies,Hazey Eyes,2019-10-11 19:00:00-04:00
141,False,38812509,0.003472,Concert,3502849,QUIX,Juelz,2019-10-12 21:00:00-04:00
142,False,38983458,0.001207,Concert,3502849,Oranssi Pazuzu,Insect Ark,2019-10-14 19:00:00-04:00
143,False,38996482,0.0036479999999999998,Concert,3502849,Alice Phoebe Lou,,2019-10-17 20:00:00-04:00
144,False,38619094,0.049893,Concert,3502849,Benjamin Francis Leftwich,,2019-10-18 18:30:00-04:00
145,False,39003112,0.002118,Concert,3502849,Kid Quill,Moonlander,2019-10-22 19:00:00-04:00
146,False,38959396,0.006412999999999999,Concert,3502849,My Life With the Thrill Kill Kult,Curse Mackey,2019-10-23 19:00:00-04:00
147,False,38979231,0.000975,Concert,3502849,Will Reagan,Andrea Marie,2019-10-30 19:00:00-04:00
148,False,38940294,0.008311,Concert,3502849,Abhi The Nomad,Dave B.,2019-11-02 20:30:00-04:00
149,False,38456174,0.024512,Concert,3502849,Dave,,2019-11-16 20:00:00-05:00
150,False,39007127,0.000601,Concert,3502849,ZEKE BEATS,,2019-12-21 21:00:00-05:00
151,False,39004025,9e-06,Concert,3975069,Simply B,Finale Grand,2019-08-17 21:00:00-06:00
152,False,38894463,0.005079,Concert,3975069,Win and Woo,,2019-08-29 20:00:00-06:00
153,False,39021315,0.010848,Concert,3975069,Danger,,2019-08-31 21:00:00-06:00
154,False,39004068,4.3e-05,Concert,3975069,Talia Keys,Shea Freedom,2019-09-05 20:00:00-06:00
155,False,38958839,0.001082,Concert,3975069,DIMOND SAINTS,KR3TURE,2019-09-07 21:00:00-06:00
156,False,38706529,0.079407,Concert,3975069,Snakehips,CONCISE KILGORE,2019-09-12 20:00:00-06:00
157,False,38873329,0.00045700000000000005,Concert,3975069,Anthony Attalla,,2019-09-14 20:00:00-06:00
158,False,38999172,0.000125,Concert,3975069,Mersiv,Supertask,2019-09-19 21:00:00-06:00
159,False,38942234,0.008531,Concert,3975069,070 Shake,,2019-09-24 20:00:00-06:00
160,False,38958588,0.003811,Concert,3975069,ill.Gates,Illoom,2019-10-05 21:00:00-06:00
161,False,38950669,0.001811,Concert,3975069,Joe Hertler & the Rainbow Seekers,Los Elk,2019-10-11 19:00:00-06:00
162,False,37753589,0.005027,Concert,3975069,Rata Blanca,,2019-10-16 20:00:00-06:00
163,False,38958885,0.004143,Concert,3975069,Desert Dwellers,syn.aesthetic,2019-11-09 21:00:00-07:00
164,False,38791554,0.019746,Concert,3975069,Helmet,,2019-11-19 19:00:00-07:00
165,False,38928659,6.7e-05,Concert,12779,Versalife,,
166,False,39049716,0.002721,Concert,12779,Flava D,Elijah & Skilliam,
167,False,38729259,0.00011899999999999999,Concert,12779,Livsey,Palize,2019-10-09 23:00:00+01:00
168,False,39004634,0.001309,Concert,12779,O'Flynn,,
169,False,39017215,0.0015199999999999999,Concert,2873968,Mike Mains & the Branches,,2019-08-07 20:00:00-05:00
170,False,39004941,0.001731,Concert,2873968,Castlecomer,,2019-08-17 21:00:00-05:00
171,False,39049238,5e-06,Concert,2873968,Oski Isaiah,Chris Crooks,2019-09-06 20:00:00-05:00
172,False,38147249,0.002801,Concert,2873968,Dave Hause,,2019-09-11 20:00:00-05:00
173,False,39049141,0.0006190000000000001,Concert,2873968,Aqueous,,2019-12-06 21:00:00-06:00
174,False,37999559,0.000168,Concert,375831,Happy Together Tour,,
175,False,38584134,0.048109,Concert,375831,Gary Allan,,2019-08-24 20:00:00-04:00
176,False,34443874,0.011822,Concert,375831,Ambrosia,,
177,False,38998652,0.022105,Concert,375831,Nitty Gritty Dirt Band,,
178,False,38979102,4e-06,Concert,3384529,el sepulcro punk,Aliento de Perro,2019-09-06 23:30:00-03:00
179,False,35585619,0.0,Festival,420236,La Unica Music,,
180,False,38306649,0.01121,Concert,107415,Drew Holcomb & the Neighbors,Birdtalker,
181,False,38496429,0.23829099999999998,Festival,37465,ScHoolboy Q,Flume,
182,False,38497094,0.000401,Festival,37465,Jeffe,,
183,False,38957032,0.088102,Concert,1111,UB40,,2019-09-23 19:00:00-04:00
184,False,38331499,0.028883999999999996,Concert,1111,Travis Tritt,,2019-11-03 20:00:00-05:00
185,False,38755309,0.00038700000000000003,Concert,13692,Midland (US),,
186,False,39019943,0.23794400000000002,Concert,13692,The Goo Goo Dolls,The Unlikely Candidates,2019-11-02 20:00:00-05:00
187,False,38262774,0.00036899999999999997,Concert,777591,Billy Failing,Pierce Edens,2019-08-08 19:00:00-06:00
188,False,38825644,0.00010400000000000001,Concert,777591,The Commonheart,Two Faces West,2019-08-09 21:00:00-06:00
189,False,38492179,0.0006230000000000001,Concert,777591,Neal Francis,Delvon Lamarr Organ Trio,2019-08-10 20:00:00-06:00
190,False,38978854,0.001116,Concert,777591,Artifakts,Jordan Polovina,2019-08-14 20:30:00-06:00
191,False,38455194,3.7e-05,Concert,777591,Pick & Howl,Grass for That Ass,2019-08-15 19:15:00-06:00
192,False,39038919,3.7e-05,Concert,777591,Pick & Howl,Buffalo Commons,2019-08-15 19:00:00-06:00
193,False,38958520,2.6000000000000002e-05,Concert,777591,Collidoscope,Melody Lines,2019-08-16 21:00:00-06:00
194,False,39002632,0.0010220000000000001,Concert,777591,Garrett Sayers,Tomorrow People,2019-08-20 20:00:00-06:00
195,False,38960180,0.006809999999999999,Concert,777591,HUCCI,Jordan Polovina,2019-08-21 20:30:00-06:00
196,False,38700379,0.000412,Concert,777591,Stunna 4 Vegas,,2019-08-22 19:00:00-06:00
197,False,39008686,2.4e-05,Concert,777591,That Damn Sasquatch,Highland Ramblers,2019-08-22 19:00:00-06:00
198,False,38801289,8.9e-05,Concert,777591,Mass Relay,Notorious Conduct,2019-08-23 21:00:00-06:00
199,False,38688809,0.00025499999999999996,Concert,777591,The New Orleans Suspects,Cris Jacobs Band,2019-08-24 20:30:00-06:00
200,False,38959757,0.001423,Concert,777591,DJ Logic,,2019-08-28 20:30:00-06:00
201,False,38995485,0.00017900000000000001,Concert,777591,SubDocta,Jordan Polovina,2019-09-04 20:30:00-06:00
202,False,39005881,4.8e-05,Concert,777591,Shira Elias,Sasha Brown,2019-09-05 20:15:00-06:00
203,False,39002689,5.4000000000000005e-05,Concert,777591,Megan Letts,Jay Cobb Anderson,2019-09-06 21:00:00-06:00
204,False,39039589,0.00042199999999999996,Concert,777591,Bailo,Jordan Polovina,2019-09-11 20:30:00-06:00
205,False,39016320,0.000725,Concert,777591,Jon Wayne and the Pain,Wake Up and Live,2019-09-12 19:15:00-06:00
206,False,38796064,0.003811,Concert,777591,ill.Gates,Ahee,2019-09-13 21:00:00-06:00
207,False,39035023,0.01116,Concert,777591,Mimosa,TSIMBA,2019-09-18 20:30:00-06:00
208,False,38995535,2.4e-05,Concert,777591,Mike Robinson,Jackie and the Racket,2019-09-19 19:15:00-06:00
209,False,38695774,1e-06,Concert,777591,Todd Smallie,,2019-09-21 21:00:00-06:00
210,False,38761834,0.014214,Concert,777591,Phony Ppl,,2019-09-22 20:00:00-06:00
211,False,39035049,0.0,Concert,777591,Lucky Daye,,2019-09-27 21:00:00-06:00
212,False,38776164,0.0065650000000000005,Concert,777591,Quando Rondo,,2019-09-29 19:30:00-06:00
213,False,38960260,2.9999999999999997e-05,Concert,777591,TORI PATER,Pixie & The Partygrass Boys,2019-10-04 21:00:00-06:00
214,False,39044932,0.000128,Concert,777591,The Drunken Hearts,Extra Gold,2019-10-05 21:00:00-06:00
215,False,38952325,0.000465,Concert,777591,NoCap,Rylo Rodriguez,2019-10-06 20:00:00-06:00
216,False,38996698,0.010497,Concert,777591,MartyParty,Vibesquad,2019-10-09 20:30:00-06:00
217,False,39032434,0.000354,Concert,777591,Kitchen Dwellers,,2019-10-10 21:00:00-06:00
218,False,39032440,0.000354,Concert,777591,Kitchen Dwellers,,2019-10-11 21:00:00-06:00
219,False,38950648,0.001811,Concert,777591,Joe Hertler & the Rainbow Seekers,Próxima Parada,2019-10-12 21:00:00-06:00
220,False,39047960,0.0008869999999999999,Concert,777591,Tubby Love,Treaphort,2019-10-24 20:15:00-06:00
221,False,38985528,0.01234,Concert,777591,Maxo Kream,Q Da Fool,2019-11-05 20:15:00-07:00
222,False,39028521,0.00271,Concert,777591,Hirie,RDGLDGRN,2019-11-12 19:00:00-07:00
223,False,38964756,6.6e-05,Concert,777591,Rob Ickes & Trey Hensley,Mark Lavengood,2019-12-05 20:00:00-07:00
224,False,38513744,0.0014320000000000001,Concert,777591,Mark Guiliana,,2020-02-23 20:00:00-07:00
225,False,38665044,0.001295,Concert,3942069,Norm Macdonald,,2019-09-07 20:00:00-04:00
226,False,37672584,0.028520999999999998,Concert,3942069,Boz Scaggs,,2019-11-01 20:00:00-04:00
227,False,39027803,0.01635,Concert,3942069,Gladys Knight,,2019-11-22 21:00:00-05:00
228,False,35685034,0.000328,Concert,4070414,Michael Cavanaugh,,2019-08-10 20:00:00-04:00
229,False,39004679,1.8e-05,Concert,11031,Jah Movement,,2019-08-09 20:00:00-04:00
230,False,38962965,2e-06,Concert,11031,Matt Woods (US),,2019-08-10 18:00:00-04:00
231,False,38930419,0.0003,Concert,11031,Selwyn Birchwood,,2019-08-17 20:00:00-04:00
232,False,39004621,0.0008060000000000001,Concert,11031,Doug Kershaw,,2019-09-13 20:00:00-04:00
233,False,37812359,0.000196,Concert,4552,The Doo Wop Project,,
234,False,37812384,0.000196,Concert,4552,The Doo Wop Project,,
235,False,38971541,0.028318,Concert,103565,Gordon Lightfoot,,2019-09-19 20:00:00-04:00
236,False,37877879,0.259153,Concert,1079871,Khalid,Clairo,2019-08-11 19:30:00-04:00
237,False,35966629,0.163117,Concert,1079871,Backstreet Boys,Baylee Littrell,2019-08-17 19:00:00-04:00
238,False,38251254,0.15529400000000002,Concert,1079871,Jonas Brothers,Bebe Rexha,2019-08-18 19:30:00-04:00
239,False,37297824,0.276932,Concert,1079871,Shawn Mendes,Alessia Cara,2019-08-28 19:30:00-04:00
240,False,38758269,0.666628,Concert,1079871,Chris Brown,Ty Dolla $ign,2019-09-17 18:30:00-04:00
241,False,38275524,0.035997,Concert,1079871,Hugh Jackman,,2019-10-02 19:30:00-04:00
242,False,39028495,0.27961199999999997,Concert,1079871,Chance the Rapper,,2019-10-04 19:00:00-04:00
243,False,34902319,0.216022,Concert,1079871,Carrie Underwood,Maddie and Tae,2019-10-05 19:00:00-04:00
244,False,38676289,0.362617,Concert,1079871,Bon Iver,Feist,2019-10-10 18:30:00-04:00
245,False,37582494,0.12428199999999999,Concert,1079871,Eric Church,,2019-10-11 18:00:00-04:00
246,False,39031589,0.12475,Concert,1079871,Eric Church,,2019-10-11 20:01:00-04:00
247,False,37582519,0.12428199999999999,Concert,1079871,Eric Church,,2019-10-12 18:00:00-04:00
248,False,39031588,0.12475,Concert,1079871,Eric Church,,2019-10-12 20:01:00-04:00
249,False,37609029,0.422184,Concert,1079871,The Black Keys,Modest Mouse,2019-10-14 19:00:00-04:00
250,False,38986448,0.363619,Concert,1079871,Twenty One Pilots,,2019-10-20 19:00:00-04:00
251,False,38094369,0.400438,Concert,1079871,Fleetwood Mac,,2019-11-03 20:00:00-05:00
252,False,35535364,0.381436,Concert,1079871,Elton John,,2019-11-08 19:00:00-05:00
253,False,35535369,0.381436,Concert,1079871,Elton John,,2019-11-09 19:00:00-05:00
254,False,37817109,0.030465,Concert,1079871,Luke Combs,Morgan Wallen,2019-11-21 17:30:00-05:00
255,False,39031255,0.030465,Concert,1079871,Luke Combs,,2019-11-21 20:00:00-05:00
256,False,37831534,0.088687,Concert,1079871,Cher,Nile Rodgers,2019-12-06 20:00:00-05:00
257,False,39036673,0.18602,Concert,1079871,Lil Uzi Vert,,2019-12-08 21:00:00-05:00
258,False,37902804,0.146148,Concert,1079871,Celine Dion,,2020-02-26 19:30:00-05:00
259,False,38993033,0.017906000000000002,Concert,28859,Lea Salonga,,2020-04-25 20:00:00-04:00
260,False,36462399,0.011805,Concert,49755,Ambrosia,,
261,False,38909384,0.011170999999999999,Concert,49755,The Outlaws,Atlanta Rhythm Section,
262,False,38365059,0.001066,Concert,1031651,Dailey & Vincent,,2019-08-08 19:30:00-05:00
263,False,38738069,0.009569,Concert,1031651,David Lee Murphy,,
264,False,38456954,0.001749,Concert,1031651,T.G. Sheppard,,2019-08-15 19:30:00-05:00
265,False,38422734,0.000275,Concert,1031651,Holly Tucker,,2019-08-16 19:00:00-05:00
266,False,38194474,0.000182,Concert,1031651,Jody Booth,Chuck Allen Floyd,2019-08-23 18:00:00-05:00
267,False,38456959,0.007109000000000001,Concert,1031651,Jake Shimabukuro,,2019-08-31 19:30:00-05:00
268,False,38456904,0.00715,Concert,1031651,Crystal Gayle,,2019-09-14 19:30:00-05:00
269,False,38456979,0.001603,Concert,1031651,Sons Of The Pioneers,,2019-09-19 20:00:00-05:00
270,False,38456984,0.044081,Concert,1031651,Sara Evans,,2019-09-21 19:30:00-05:00
271,False,38078899,0.007834,Concert,1031651,The Oak Ridge Boys,,2019-09-27 19:00:00-05:00
272,False,39036445,0.008856000000000001,Concert,1031651,Shelby Lynne,,2019-09-28 19:30:00-05:00
273,False,39001957,0.010357,Concert,1031651,Mark Chesnutt,,2019-10-03 20:00:00-05:00
274,False,38881708,0.0052640000000000004,Concert,1031651,Steve Wariner,,2019-10-10 19:30:00-05:00
275,False,38365149,0.008783,Concert,1031651,Ronnie Milsap,,2019-10-11 20:00:00-05:00
276,False,38968902,0.024981,Concert,1031651,Michael W. Smith,,2019-11-01 19:30:00-05:00
277,False,38853004,0.067576,Concert,1031651,Don McLean,,2019-11-16 18:30:00-06:00
278,False,39001912,0.004831,Concert,1031651,Kathy Mattea,,2019-11-23 20:00:00-06:00
279,False,38968878,0.039386000000000004,Concert,1031651,The Guess Who,,2019-12-05 20:00:00-06:00
280,False,38651469,0.009428,Concert,1031651,Atlanta Rhythm Section,,2020-03-06 18:00:00-06:00
281,False,38651474,0.007017,Concert,1031651,Firefall,,2020-06-05 18:30:00-05:00
282,False,38949899,0.0071129999999999995,Concert,4333139,Danny Avila,,2019-08-09 22:00:00+08:00
